,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_ありが党,得票数_さやま維新の会,得票数_しょぼい政党,得票数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票数_みんなの党,得票数_フレッシュ八尾,得票数_介護の党,得票数_令和泉州,得票数_公明党,得票数_公民,得票数_吹田いきいき市民ネットワーク,得票数_吹田・維新の会,得票数_吹田新選会,得票数_四條畷維新の会,得票数_国民新党,得票数_国民民主党,得票数_地域政党ええねん藤井寺議員報酬半減,得票数_大東維新の会,得票数_大阪再生ネットワーク,得票数_大阪狭山維新の会,得票数_大阪維新 ,得票数_大阪維新の会,得票数_大阪維新の会　四条畷,得票数_大阪維新の会　箕面,得票数_大阪維新の会いばらき,得票数_大阪維新の会高槻・島本,得票数_市役所を民・営・化する会,得票数_市民ファーストの会,得票数_幸福実現党,得票数_新社会党,得票数_日本デザイン連,得票数_日本共産党,得票数_日本労働党,得票数_日本第一党,得票数_日本維新の会,得票数_東大阪新風会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_災害に強い街をつくる会,得票数_無所属,得票数_社会党,得票数_社会民主党,得票数_立憲民主党,得票数_維新の会東大阪,得票数_維新政党・新風,得票数_緑の党 グリーンズジャパン,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_西成大阪維新の会,得票数_見張り番、東大阪,得票数_闘う改革の会 大阪,得票数_高槻ご意見番,得票数_高槻維新の会,得票数_高槻繁盛連,得票数_龍馬プロジェクトx吹田新撰会,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_ありが党,得票率_さやま維新の会,得票率_しょぼい政党,得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票率_みんなの党,得票率_フレッシュ八尾,得票率_介護の党,得票率_令和泉州,得票率_公明党,得票率_公民,得票率_吹田いきいき市民ネットワーク,得票率_吹田・維新の会,得票率_吹田新選会,得票率_四條畷維新の会,得票率_国民新党,得票率_国民民主党,得票率_地域政党ええねん藤井寺議員報酬半減,得票率_大東維新の会,得票率_大阪再生ネットワーク,得票率_大阪狭山維新の会,得票率_大阪維新 ,得票率_大阪維新の会,得票率_大阪維新の会　四条畷,得票率_大阪維新の会　箕面,得票率_大阪維新の会いばらき,得票率_大阪維新の会高槻・島本,得票率_市役所を民・営・化する会,得票率_市民ファーストの会,得票率_幸福実現党,得票率_新社会党,得票率_日本デザイン連,得票率_日本共産党,得票率_日本労働党,得票率_日本第一党,得票率_日本維新の会,得票率_東大阪新風会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_災害に強い街をつくる会,得票率_無所属,得票率_社会党,得票率_社会民主党,得票率_立憲民主党,得票率_維新の会東大阪,得票率_維新政党・新風,得票率_緑の党 グリーンズジャパン,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_西成大阪維新の会,得票率_見張り番、東大阪,得票率_闘う改革の会 大阪,得票率_高槻ご意見番,得票率_高槻維新の会,得票率_高槻繁盛連,得票率_龍馬プロジェクトx吹田新撰会,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_ありが党,一人あたり得票率_さやま維新の会,一人あたり得票率_しょぼい政党,一人あたり得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,一人あたり得票率_みんなの党,一人あたり得票率_フレッシュ八尾,一人あたり得票率_介護の党,一人あたり得票率_令和泉州,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_吹田いきいき市民ネットワーク,一人あたり得票率_吹田・維新の会,一人あたり得票率_吹田新選会,一人あたり得票率_四條畷維新の会,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ええねん藤井寺議員報酬半減,一人あたり得票率_大東維新の会,一人あたり得票率_大阪再生ネットワーク,一人あたり得票率_大阪狭山維新の会,一人あたり得票率_大阪維新 ,一人あたり得票率_大阪維新の会,一人あたり得票率_大阪維新の会　四条畷,一人あたり得票率_大阪維新の会　箕面,一人あたり得票率_大阪維新の会いばらき,一人あたり得票率_大阪維新の会高槻・島本,一人あたり得票率_市役所を民・営・化する会,一人あたり得票率_市民ファーストの会,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本デザイン連,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_東大阪新風会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_災害に強い街をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会党,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の会東大阪,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_西成大阪維新の会,一人あたり得票率_見張り番、東大阪,一人あたり得票率_闘う改革の会 大阪,一人あたり得票率_高槻ご意見番,一人あたり得票率_高槻維新の会,一人あたり得票率_高槻繁盛連,一人あたり得票率_龍馬プロジェクトx吹田新撰会,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_ありが党,立候補者数_さやま維新の会,立候補者数_しょぼい政党,立候補者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,立候補者数_みんなの党,立候補者数_フレッシュ八尾,立候補者数_介護の党,立候補者数_令和泉州,立候補者数_公明党,立候補者数_公民,立候補者数_吹田いきいき市民ネットワーク,立候補者数_吹田・維新の会,立候補者数_吹田新選会,立候補者数_四條畷維新の会,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ええねん藤井寺議員報酬半減,立候補者数_大東維新の会,立候補者数_大阪再生ネットワーク,立候補者数_大阪狭山維新の会,立候補者数_大阪維新 ,立候補者数_大阪維新の会,立候補者数_大阪維新の会　四条畷,立候補者数_大阪維新の会　箕面,立候補者数_大阪維新の会いばらき,立候補者数_大阪維新の会高槻・島本,立候補者数_市役所を民・営・化する会,立候補者数_市民ファーストの会,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本デザイン連,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_東大阪新風会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_災害に強い街をつくる会,立候補者数_無所属,立候補者数_社会党,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の会東大阪,立候補者数_維新政党・新風,立候補者数_緑の党 グリーンズジャパン,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_西成大阪維新の会,立候補者数_見張り番、東大阪,立候補者数_闘う改革の会 大阪,立候補者数_高槻ご意見番,立候補者数_高槻維新の会,立候補者数_高槻繁盛連,立候補者数_龍馬プロジェクトx吹田新撰会,当選者数_NHKから国民を守る党,当選者数_　,当選者数_ありが党,当選者数_さやま維新の会,当選者数_しょぼい政党,当選者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,当選者数_みんなの党,当選者数_フレッシュ八尾,当選者数_介護の党,当選者数_令和泉州,当選者数_公明党,当選者数_公民,当選者数_吹田いきいき市民ネットワーク,当選者数_吹田・維新の会,当選者数_吹田新選会,当選者数_四條畷維新の会,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ええねん藤井寺議員報酬半減,当選者数_大東維新の会,当選者数_大阪再生ネットワーク,当選者数_大阪狭山維新の会,当選者数_大阪維新 ,当選者数_大阪維新の会,当選者数_大阪維新の会　四条畷,当選者数_大阪維新の会　箕面,当選者数_大阪維新の会いばらき,当選者数_大阪維新の会高槻・島本,当選者数_市役所を民・営・化する会,当選者数_市民ファーストの会,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本デザイン連,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_東大阪新風会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_災害に強い街をつくる会,当選者数_無所属,当選者数_社会党,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の会東大阪,当選者数_維新政党・新風,当選者数_緑の党 グリーンズジャパン,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_西成大阪維新の会,当選者数_見張り番、東大阪,当選者数_闘う改革の会 大阪,当選者数_高槻ご意見番,当選者数_高槻維新の会,当選者数_高槻繁盛連,当選者数_龍馬プロジェクトx吹田新撰会
大阪市議会議員選挙（2011年04月10日投票）,大阪市議会議員選挙,大阪府,大阪市,20110410.0,2011.0,4.0,10.0,20110401.0,49.27,86.0,145.0,1.6860465116279069,2092815.0,,,32113.0,任期満了,46.42,,,,大阪市議会議員選挙（2011年04月10日投票）,24.0,145.0,86.0,1.686046511627907,0.0,0.0,0.0,0.1724137931034483,0.1511627906976744,0.5172413793103449,0.4413793103448276,0.041379310344827586,0.6627906976744186,0.32558139534883723,0.011627906976744186,0.6323508439953539,0.338069240763161,0.029579915241485052,0.008431344586604718,0.005282331886924391,0.004929985873580842,1016771.0,7.0,,,,,,,,,,,,,,,,,,,,,1875.0,,,,215925.0,,,,,,,,,,,,,337293.0,,,,,,,,,,132030.0,,,,,,124301.0,,,,27110.0,,,,,,,,,178237.0,,,,,,,,1016771.0,,,,,,,0.0018440730508639605,,,,0.2123634525374937,,,,,,,,,,,,,0.3317295634906975,,,,,,,,,,0.12985224794963665,,,,,,0.12225073295756862,,,,0.02666283755142505,,,,,,,,,0.17529709246231454,,,,,,,,1.0,,,,,,,0.0018440730508639605,,,,0.011177023817762826,,,,,,,,,,,,,0.007539308261152216,,,,,,,,,,0.00541051033123486,,,,,,0.005093780539898693,,,,0.002666283755142505,,,,,,,,,0.007621612715752806,,,,,,,,,,,,,,1.0,,,,19.0,,,,,,,,,,,,,44.0,,,,,,,,,,24.0,,,,,,24.0,,,,10.0,,,,,,,,,23.0,,,,,,,,,,,,,,0.0,,,,19.0,,,,,,,,,,,,,33.0,,,,,,,,,,8.0,,,,,,8.0,,,,1.0,,,,,,,,,17.0,,,,,,,
大阪市議会議員選挙（2015年04月12日投票）,大阪市議会議員選挙,大阪府,大阪市,20150412.0,2015.0,4.0,12.0,20150403.0,48.64,86.0,140.0,1.627906976744186,2113924.0,,,21109.0,任期満了,49.27,,,,大阪市議会議員選挙（2015年04月12日投票）,24.0,140.0,86.0,1.627906976744186,0.0,0.0,0.0,0.18571428571428572,0.18604651162790697,0.5142857142857142,0.4142857142857143,0.07142857142857142,0.7441860465116279,0.23255813953488372,0.023255813953488372,0.6703517597867177,0.28384370490148336,0.04580453531179898,0.009310441108148857,0.004893856981060058,0.004580453531179899,1012367.0,7.0,,,,,,,,49.53488372093023,10.985929345810044,28.0,42.0,49.5,58.0,71.0,,,,,,725.0,,,,,190982.0,,,,,,,,,,,,,374413.0,,,,,,,,,,147548.0,,,,,,43003.0,,,,57381.0,,,,,,,,,198315.0,,,,,,,,1012367.0,,,,,,0.0007161434539055501,,,,,0.1886489780879859,,,,,,,,,,,,,0.36983919863053616,,,,,,,,,,0.14574556460256013,,,,,,0.04247767854937982,,,,0.056680037970419817,,,,,,,,,0.19589239870521263,,,,,,,,1.0,,,,,,0.0007161434539055501,,,,,0.009432448904399295,,,,,,,,,,,,,0.009732610490277268,,,,,,,,,,0.006072731858440005,,,,,,0.0038616071408527105,,,,0.0024643494769747746,,,,,,,,,0.008517060813270114,,,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,38.0,,,,,,,,,,24.0,,,,,,11.0,,,,23.0,,,,,,,,,23.0,,,,,,,,,,,,,0.0,,,,,19.0,,,,,,,,,,,,,36.0,,,,,,,,,,9.0,,,,,,0.0,,,,3.0,,,,,,,,,19.0,,,,,,,
大阪市議会議員選挙（2019年04月07日投票）,大阪市議会議員選挙,大阪府,大阪市,20190407.0,2019.0,4.0,7.0,20190329.0,52.18,83.0,125.0,1.5060240963855422,,,,,任期満了,48.64,,,,大阪市議会議員選挙（2019年04月07日投票）,24.0,125.0,83.0,1.5060240963855422,0.04,0.041666666666666664,0.0,0.272,0.25301204819277107,0.576,0.36,0.064,0.7590361445783133,0.21686746987951808,0.024096385542168676,0.709451819946443,0.2457737665122298,0.04477441354132721,0.010281910434006421,0.005715668988656507,0.005596801692665901,1058685.0,6.0,51.64,11.806709956630593,25.0,43.0,52.0,61.0,75.0,49.91566265060241,11.40514026923361,26.0,41.5,49.0,57.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪狭山市議会議員選挙（2007年04月22日投票）,大阪狭山市議会議員選挙,大阪府,大阪狭山市,20070422.0,2007.0,4.0,22.0,20070415.0,54.39,16.0,19.0,1.1875,46061.0,,,,任期満了,,,,,大阪狭山市議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.2631578947368421,0.25,0.8421052631578947,0.15789473684210525,0.0,0.875,0.125,0.0,0.8769524894240156,0.12304751057598438,,0.054809530589000975,0.04101583685866146,,24584.0,5.0,55.526315789473685,9.488876707146895,32.0,50.0,58.0,63.0,68.0,55.875,9.854408911751126,32.0,50.5,58.0,63.0,68.0,,,,,,,,,,,4704.0,,,,,,,,,,,,,,,,,,,,,,,3660.0,,,,,,2593.0,,,,11041.0,,,,,,,,,2586.0,,,,,,,,24584.0,,,,,,,,,,,0.19134396355353075,,,,,,,,,,,,,,,,,,,,,,,0.14887731858119102,,,,,,0.1054751057598438,,,,0.4491132443865929,,,,,,,,,0.10519036771884152,,,,,,,,1.0,,,,,,,,,,,0.06378132118451026,,,,,,,,,,,,,,,,,,,,,,,0.04962577286039701,,,,,,0.0527375528799219,,,,0.04990147159851032,,,,,,,,,0.05259518385942076,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,9.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,7.0,,,,,,,,,1.0,,,,,,,
大阪狭山市議会議員選挙（2011年04月24日投票）,大阪狭山市議会議員選挙,大阪府,大阪狭山市,20110424.0,2011.0,4.0,24.0,20110417.0,47.63,15.0,16.0,1.0666666666666669,45530.0,,,-531.0,任期満了,54.39,,,,大阪狭山市議会議員選挙（2011年04月24日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.1875,0.2,0.75,0.25,0.0,0.7333333333333333,0.26666666666666666,0.0,0.715133392515068,0.28486660748493203,,0.059594449376255666,0.07121665187123301,,21403.0,6.0,,,,,,,,,,,,,,,,,,1479.0,,,,,,,3606.0,,,,,,,,,,,,,,,,,,,,,,,3360.0,,,,,,1088.0,,,,10112.0,,,,,,,,,1758.0,,,,,,,,21403.0,,,,0.06910246227164417,,,,,,,0.16848105405784236,,,,,,,,,,,,,,,,,,,,,,,0.15698733822361352,,,,,,0.050833995234312944,,,,0.4724571321777321,,,,,,,,,0.08213801803485493,,,,,,,,1.0,,,,0.06910246227164417,,,,,,,0.08424052702892118,,,,,,,,,,,,,,,,,,,,,,,0.052329112741204505,,,,,,0.050833995234312944,,,,0.059057141522216514,,,,,,,,,0.08213801803485493,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,8.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,7.0,,,,,,,,,1.0,,,,,,,
大阪狭山市議会議員選挙（2015年04月26日投票）,大阪狭山市議会議員選挙,大阪府,大阪狭山市,20150426.0,2015.0,4.0,26.0,20150419.0,48.78,15.0,18.0,1.2,,,,,任期満了,47.63,,,,大阪狭山市議会議員選挙（2015年04月26日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.13333333333333333,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.6,0.3333333333333333,0.06666666666666667,0.5659155186570568,0.398184472219688,0.03590000912325518,0.05659155186570568,0.056883496031384,0.03590000912325518,21922.0,6.0,53.666666666666664,13.220354676701291,30.0,44.25,54.5,65.0,75.0,56.46666666666667,12.382065883993493,35.0,48.0,57.0,66.0,75.0,,,,1964.0,,,,,,,3932.0,,,,,,,,,,,,,,,,,,,,,,,3355.0,,,,,,1440.0,,,,8943.0,,,,,,,,,2288.0,,,,,,,,21922.0,,,,0.08959036584253262,,,,,,,0.17936319678861418,,,,,,,,,,,,,,,,,,,,,,,0.15304260560167868,,,,,,0.06568743727762065,,,,0.40794635525955664,,,,,,,,,0.10437003922999727,,,,,,,,1.0,,,,0.08959036584253262,,,,,,,0.059787732262871394,,,,,,,,,,,,,,,,,,,,,,,0.05101420186722622,,,,,,0.06568743727762065,,,,0.0453273728066174,,,,,,,,,0.10437003922999727,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,9.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,6.0,,,,,,,,,1.0,,,,,,,
大阪狭山市議会議員選挙（2019年04月21日投票）,大阪狭山市議会議員選挙,大阪府,大阪狭山市,20190421.0,2019.0,4.0,21.0,20190414.0,49.51,15.0,18.0,1.2,47684.0,,,,任期満了,48.78,,,,大阪狭山市議会議員選挙（2019年04月21日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.2222222222222222,0.2,0.6111111111111112,0.3888888888888889,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6986070651103611,0.3013929348896389,,0.063509733191851,0.0430561335556627,,23169.999,6.0,59.5,10.858944086174617,40.0,51.0,61.5,66.0,79.0,59.333333333333336,9.505553932073372,41.0,52.0,61.0,66.0,75.0,,,,,,,,,,,3697.0,,,,,,,,,,,1926.0,,5060.0,,,,,,,,,,3219.725,,,,,,,,,,5314.273999999999,,,,,,,,,3953.0,,,,,,,,23169.999,,,,,,,,,,,0.15955978245834193,,,,,,,,,,,0.08312473384224142,,0.2183858531888586,,,,,,,,,,0.13896094686926833,,,,,,,,,,0.22936013074493442,,,,,,,,,0.17060855289635532,,,,,,,,1.0,,,,,,,,,,,0.053186594152780646,,,,,,,,,,,0.04156236692112071,,0.1091929265944293,,,,,,,,,,0.04632031562308944,,,,,,,,,,0.04587202614898688,,,,,,,,,0.05686951763211844,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,3.0,,,,,,,,,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,
太子町議会議員補欠選挙（2008年01月27日投票）,太子町議会議員補欠選挙,大阪府,太子町,20080127.0,2008.0,1.0,27.0,20080122.0,無投票,4.0,4.0,1.0,11262.0,,,,その他,,,,,太子町議会議員補欠選挙（2008年01月27日投票）,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,,,,,,,0.0,3.0,64.5,6.576473218982953,57.0,59.25,63.5,68.75,74.0,64.5,6.576473218982953,57.0,59.25,63.5,68.75,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,
太子町議会議員補欠選挙（2012年04月08日投票）,太子町議会議員補欠選挙,大阪府,太子町,20120408.0,2012.0,4.0,8.0,20120403.0,35.8,2.0,3.0,1.5,11088.0,,,-174.0,その他,,,,,太子町議会議員補欠選挙（2012年04月08日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.5896551724137931,0.4103448275862069,,0.29482758620689653,0.4103448275862069,5220.0,1.0,63.666666666666664,7.717224601860151,53.0,60.0,67.0,69.0,71.0,69.0,2.0,67.0,68.0,69.0,70.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220.0,,,,,,,,,,,,,,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
太子町議会議員補欠選挙（2016年04月10日投票）,太子町議会議員補欠選挙,大阪府,太子町,20160410.0,2016.0,4.0,10.0,20160405.0,19.58,1.0,2.0,2.0,10925.0,,,-163.0,辞職,35.8,,,,太子町議会議員補欠選挙（2016年04月10日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1982.0,0.0,58.0,11.0,47.0,52.5,58.0,63.5,69.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太子町議会議員補欠選挙（2020年04月12日投票）,太子町議会議員補欠選挙,大阪府,太子町,20200412.0,2020.0,4.0,12.0,20200407.0,無投票,1.0,1.0,1.0,,,,,その他,19.58,,,,太子町議会議員補欠選挙（2020年04月12日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
太子町議会議員選挙（2000年10月22日投票）,太子町議会議員選挙,大阪府,太子町,20001022.0,2000.0,10.0,22.0,20001017.0,72.37,16.0,18.0,1.125,10592.0,,,,任期満了,,,,,太子町議会議員選挙（2000年10月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.1875,0.8333333333333334,0.16666666666666666,0.0,0.875,0.125,0.0,0.843204653622422,0.15679534637757797,,0.05621364357482814,0.05226511545919266,,7564.0,5.0,57.111111111111114,10.969092380608387,31.0,52.25,62.0,65.0,68.0,55.9375,11.076262625542968,31.0,52.0,60.0,65.0,67.0,,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,1485.0,,,,,,362.0,,,,3927.0,,,,,,,,,1123.0,,,,,,,,7564.0,,,,,,,,,,,0.08818085668958223,,,,,,,,,,,,,,,,,,,,,,,0.19632469592808038,,,,,,0.047858276044420944,,,,0.519169751454257,,,,,,,,,0.14846641988365944,,,,,,,,1.0,,,,,,,,,,,0.08818085668958223,,,,,,,,,,,,,,,,,,,,,,,0.049081173982020096,,,,,,0.047858276044420944,,,,0.057685527939361894,,,,,,,,,0.04948880662788648,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,9.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,8.0,,,,,,,,,2.0,,,,,,,
