,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_なら分権の会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_地域政党 やまとの会,得票数_地域政党やまとの会,得票数_奈良維新の会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_根っこから真改革,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生駒維新の会,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_なら分権の会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_地域政党 やまとの会,得票率_地域政党やまとの会,得票率_奈良維新の会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_根っこから真改革,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生駒維新の会,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_なら分権の会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党 やまとの会,一人あたり得票率_地域政党やまとの会,一人あたり得票率_奈良維新の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_根っこから真改革,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生駒維新の会,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_なら分権の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党 やまとの会,立候補者数_地域政党やまとの会,立候補者数_奈良維新の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_根っこから真改革,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生駒維新の会,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_なら分権の会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党 やまとの会,当選者数_地域政党やまとの会,当選者数_奈良維新の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_根っこから真改革,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生駒維新の会,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
安堵町議会議員選挙（2011年04月24日投票）,安堵町議会議員選挙,奈良県,安堵町,20110424.0,2011.0,4.0,24.0,20110419.0,62.68,10.0,13.0,1.3,6602.0,,,-79.0,任期満了,65.87,,,,安堵町議会議員選挙（2011年04月24日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.5384615384615384,0.46153846153846156,0.0,0.6,0.4,0.0,0.5585054080629301,0.4414945919370698,,0.07978648686613288,0.07358243198951163,,4068.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,3793.0,,,,,,4068.0,,,,,,,,,,0.0676007866273353,,,,,,,0.9323992133726647,,,,,,1.0,,,,,,,,,,0.0676007866273353,,,,,,,0.07769993444772207,,,,,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,
安堵町議会議員選挙（2015年04月26日投票）,安堵町議会議員選挙,奈良県,安堵町,20150426.0,2015.0,4.0,26.0,20150421.0,60.76,10.0,12.0,1.2,,,,,任期満了,62.68,,,,安堵町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,0.7,0.2,0.1,0.7062973608570682,0.19702116540371048,0.09668147373922133,0.07847748453967424,0.09851058270185524,0.09668147373922133,3827.0,2.0,64.08333333333333,9.569555313016844,39.0,61.0,65.5,67.75,79.0,62.8,9.877246579892596,39.0,59.0,65.0,66.75,79.0,,,,,,,,,,218.0,,,,,,,3609.0,,,,,,3827.0,,,,,,,,,,0.0569636791220277,,,,,,,0.9430363208779723,,,,,,1.0,,,,,,,,,,0.0569636791220277,,,,,,,0.08573057462527021,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,
安堵町議会議員選挙（2019年04月21日投票）,安堵町議会議員選挙,奈良県,安堵町,20190421.0,2019.0,4.0,21.0,20190416.0,,9.0,11.0,1.2222222222222223,,,,,任期満了,60.76,,,,安堵町議会議員選挙（2019年04月21日投票）,1.0,11.0,9.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7060683089038406,0.22676980091915844,0.06716189017700099,0.10086690127197724,0.07558993363971948,0.06716189017700099,3230.9990000000003,2.0,66.0,9.525086494477241,43.0,63.5,69.0,71.0,77.0,66.77777777777777,9.565885888902615,43.0,66.0,69.0,71.0,77.0,,,,,,,,,,230.0,,,,,,,3000.9990000000003,,,,,,3230.9990000000003,,,,,,,,,,0.07118541355166003,,,,,,,0.92881458644834,,,,,,1.0,,,,,,,,,,0.07118541355166003,,,,,,,0.092881458644834,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,
山添村議会議員選挙（2009年08月30日投票）,山添村議会議員選挙,奈良県,山添村,20090830.0,2009.0,8.0,30.0,20090825.0,89.21,10.0,11.0,1.1,3838.0,,,,任期満了,,,,,山添村議会議員選挙（2009年08月30日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.6,0.3,0.1,0.6559880239520958,0.30359281437125746,0.040419161676646706,0.10933133732534929,0.07589820359281436,0.040419161676646706,3340.0,2.0,62.72727272727273,6.756692427658925,53.0,58.0,63.0,65.5,75.0,61.7,6.2136945531623935,53.0,57.5,61.5,65.0,75.0,,,,,,,,,,227.0,,,,,,,3113.0,,,,,,3340.0,,,,,,,,,,0.06796407185628743,,,,,,,0.9320359281437126,,,,,,1.0,,,,,,,,,,0.06796407185628743,,,,,,,0.09320359281437127,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,
山添村議会議員選挙（2013年09月08日投票）,山添村議会議員選挙,奈良県,山添村,20130908.0,2013.0,9.0,8.0,20130903.0,85.24,10.0,11.0,1.1,,,,,任期満了,89.21,,,,山添村議会議員選挙（2013年09月08日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.5,0.4,0.1,0.4505716207128447,0.40685944855413586,0.1425689307330195,0.09011432414256894,0.10171486213853397,0.07128446536650974,2974.0,2.0,59.90909090909091,7.80972057996892,37.0,59.0,62.0,64.5,67.0,59.6,8.126499861564017,37.0,58.5,61.5,64.75,67.0,,,,,,,,,,246.0,,,,,,,2728.0,,,,,,2974.0,,,,,,,,,,0.08271687962340282,,,,,,,0.9172831203765972,,,,,,1.0,,,,,,,,,,0.08271687962340282,,,,,,,0.09172831203765971,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,
山添村議会議員選挙（2017年09月03日投票）,山添村議会議員選挙,奈良県,山添村,20170903.0,2017.0,9.0,3.0,20170829.0,82.67,10.0,11.0,1.1,3290.0,,,,任期満了,85.24,,,,山添村議会議員選挙（2017年09月03日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.7,0.3,0.0,0.631637995512341,0.3305908750934929,0.03777112939416604,0.09023399935890586,0.11019695836449762,0.03777112939416604,2674.0,0.0,63.72727272727273,7.8981115014449,41.0,63.0,65.0,68.0,73.0,63.4,8.212186067059124,41.0,62.5,64.5,68.25,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
川上村議会議員選挙（2007年04月22日投票）,川上村議会議員選挙,奈良県,川上村,20070422.0,2007.0,4.0,22.0,20070417.0,91.21,8.0,9.0,1.125,1911.0,,,,任期満了,,,,,川上村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.625,0.375,0.0,0.49798734905117886,0.5020126509488212,,0.09959746981023578,0.1255031627372053,,1739.0,2.0,62.111111111111114,8.49109918868569,48.0,57.0,62.0,69.0,74.0,62.0,9.0,48.0,56.0,60.5,70.25,74.0,,,,,,,,,,180.0,,,,,,,1559.0,,,,,,1739.0,,,,,,,,,,0.10350776308223117,,,,,,,0.8964922369177688,,,,,,1.0,,,,,,,,,,0.10350776308223117,,,,,,,0.1120615296147211,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,
川上村議会議員選挙（2011年04月24日投票）,川上村議会議員選挙,奈良県,川上村,20110424.0,2011.0,4.0,24.0,20110419.0,88.69,8.0,9.0,1.125,1680.0,,,-231.0,任期満了,91.21,,,,川上村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.8067567567567567,0.19324324324324324,,0.13445945945945945,0.06441441441441441,,1480.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,1286.0,,,,,,1480.0,,,,,,,,,,0.13108108108108107,,,,,,,0.8689189189189189,,,,,,1.0,,,,,,,,,,0.13108108108108107,,,,,,,0.10861486486486487,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,
川上村議会議員選挙（2015年04月26日投票）,川上村議会議員選挙,奈良県,川上村,20150426.0,2015.0,4.0,26.0,20150421.0,92.11,8.0,9.0,1.125,,,,,任期満了,88.69,,,,川上村議会議員選挙（2015年04月26日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.6967694566813509,0.30323054331864907,,0.09953849381162157,0.15161527165932454,,1362.0,2.0,62.666666666666664,4.521553322083512,56.0,60.0,64.0,65.0,70.0,62.375,4.715334028465004,56.0,59.0,62.5,65.5,70.0,,,,,,,,,,98.0,,,,,,,1264.0,,,,,,1362.0,,,,,,,,,,0.07195301027900147,,,,,,,0.9280469897209985,,,,,,1.0,,,,,,,,,,0.07195301027900147,,,,,,,0.11600587371512482,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,
川上村議会議員選挙（2019年04月21日投票）,川上村議会議員選挙,奈良県,川上村,20190421.0,2019.0,4.0,21.0,20190416.0,87.81,8.0,9.0,1.125,1296.0,,,,任期満了,92.11,,,,川上村議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.75,0.25,0.0,0.7551020408163265,0.19254658385093168,0.05235137533274179,0.12585034013605442,0.09627329192546584,0.05235137533274179,1127.0,2.0,61.0,11.185307823708346,36.0,60.0,64.0,69.0,74.0,60.0,11.478240283248997,36.0,57.25,62.0,68.25,74.0,,,,,,,,,,98.0,,,,,,,1029.0,,,,,,1127.0,,,,,,,,,,0.08695652173913043,,,,,,,0.9130434782608695,,,,,,1.0,,,,,,,,,,0.08695652173913043,,,,,,,0.11413043478260869,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,
川西町議会議員補欠選挙（2021年07月18日投票）,川西町議会議員補欠選挙,奈良県,川西町,20210718.0,2021.0,7.0,18.0,20210713.0,無投票,1.0,1.0,1.0,7088.0,3383.0,3705.0,,その他/有権者数については選挙人名簿登録者数が表示されています,,,,,川西町議会議員補欠選挙（2021年07月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
川西町議会議員選挙（2007年04月22日投票）,川西町議会議員選挙,奈良県,川西町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,12.0,12.0,1.0,7593.0,,,,任期満了,,,,,川西町議会議員選挙（2007年04月22日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,,,,,,,0.0,3.0,57.166666666666664,9.24511883223911,43.0,49.25,59.5,65.0,70.0,57.166666666666664,9.24511883223911,43.0,49.25,59.5,65.0,70.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,10.0,,,,,
川西町議会議員選挙（2011年04月24日投票）,川西町議会議員選挙,奈良県,川西町,20110424.0,2011.0,4.0,24.0,20110419.0,68.78,12.0,13.0,1.0833333333333333,7153.0,,,-440.0,任期満了,,,,,川西町議会議員選挙（2011年04月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.5,0.4166666666666667,0.08333333333333333,0.5383660806618408,0.35511892450879007,0.10651499482936919,0.07690944009454868,0.07102378490175801,0.10651499482936919,4835.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,540.0,,,,,,,4295.0,,,,,,4835.0,,,,,,,,,,0.11168562564632885,,,,,,,0.8883143743536711,,,,,,1.0,,,,,,,,,,0.11168562564632885,,,,,,,0.07402619786280593,,,,,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,
川西町議会議員選挙（2015年04月26日投票）,川西町議会議員選挙,奈良県,川西町,20150426.0,2015.0,4.0,26.0,20150421.0,69.49,12.0,15.0,1.25,,,,,任期満了,68.78,,,,川西町議会議員選挙（2015年04月26日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.7333333333333333,0.26666666666666666,0.0,0.75,0.25,0.0,0.6872957516339869,0.31270424836601307,,0.062481431966726085,0.07817606209150327,,4896.0,2.0,63.06666666666667,10.240225691957292,38.0,56.0,67.0,71.0,73.0,62.583333333333336,10.258803807245538,38.0,58.0,65.5,70.25,73.0,,,,,,,,,,343.0,,,,,,,4553.0,,,,,,4896.0,,,,,,,,,,0.07005718954248366,,,,,,,0.9299428104575164,,,,,,1.0,,,,,,,,,,0.07005718954248366,,,,,,,0.06642448646125117,,,,,,,,,,,,,,,1.0,,,,,,,14.0,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,
川西町議会議員選挙（2019年04月21日投票）,川西町議会議員選挙,奈良県,川西町,20190421.0,2019.0,4.0,21.0,20190416.0,63.71,12.0,13.0,1.0833333333333333,,,,,任期満了,69.49,,,,川西町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6666666666666666,0.25,0.08333333333333333,0.6556071665560717,0.2503870825038708,0.0940057509400575,0.08195089581950896,0.0625967706259677,0.0940057509400575,4521.0,2.0,63.23076923076923,9.09906035853615,42.0,56.0,64.0,71.0,75.0,63.0,9.433981132056603,42.0,56.0,63.0,71.5,75.0,,,,,,,,,,269.0,,,,,,,4252.0,,,,,,4521.0,,,,,,,,,,0.059500110595001106,,,,,,,0.9404998894049988,,,,,,1.0,,,,,,,,,,0.059500110595001106,,,,,,,0.0783749907837499,,,,,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,
平群町議会議員選挙（2007年04月22日投票）,平群町議会議員選挙,奈良県,平群町,20070422.0,2007.0,4.0,22.0,20070417.0,67.12,14.0,18.0,1.2857142857142858,17280.0,,,,任期満了,,,,,平群町議会議員選挙（2007年04月22日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.2777777777777778,0.21428571428571427,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.7142857142857143,0.2857142857142857,0.0,0.6982660974122157,0.2925851703406814,0.009148732247102902,0.06347873612838324,0.04876419505678023,0.009148732247102902,11477.0,3.0,58.611111111111114,10.31793954930973,32.0,52.5,59.0,67.5,72.0,59.357142857142854,8.44822164597922,45.0,52.5,59.0,67.5,71.0,,,,1135.0,,,,,,1401.0,,,,,,,8941.0,,,,,,11477.0,,,,0.09889343905201707,,,,,,0.12207022741134443,,,,,,,0.7790363335366385,,,,,,1.0,,,,0.09889343905201707,,,,,,0.04069007580378148,,,,,,,0.05564545239547418,,,,,,,,,1.0,,,,,,3.0,,,,,,,14.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,11.0,,,,,
平群町議会議員選挙（2011年04月24日投票）,平群町議会議員選挙,奈良県,平群町,20110424.0,2011.0,4.0,24.0,20110419.0,64.07,12.0,16.0,1.3333333333333333,17006.0,,,-274.0,任期満了,67.12,,,,平群町議会議員選挙（2011年04月24日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.25,0.25,0.8125,0.1875,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8588410104011887,0.1411589895988113,,0.06606469310778375,0.0470529965329371,,10768.0,3.0,,,,,,,,,,,,,,,,,,1058.0,,,,,,1838.0,,,,,,,7872.0,,,,,,10768.0,,,,0.09825408618127786,,,,,,0.17069093610698366,,,,,,,0.7310549777117384,,,,,,1.0,,,,0.09825408618127786,,,,,,0.056896978702327884,,,,,,,0.06092124814264487,,,,,,,,,1.0,,,,,,3.0,,,,,,,12.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,9.0,,,,,
平群町議会議員選挙（2015年04月26日投票）,平群町議会議員選挙,奈良県,平群町,20150426.0,2015.0,4.0,26.0,20150421.0,61.86,12.0,14.0,1.1666666666666667,,,,,任期満了,64.07,,,,平群町議会議員選挙（2015年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.25,0.6428571428571429,0.35714285714285715,0.0,0.75,0.25,0.0,0.7191545307443366,0.28084546925566345,,0.07990605897159295,0.05616909385113269,,9888.0,3.0,,,,,,,,,,,,,,,,,,1131.0,,,,,,1868.0,,,,,,,6889.0,,,,,,9888.0,,,,0.11438106796116505,,,,,,0.18891585760517798,,,,,,,0.696703074433657,,,,,,1.0,,,,0.11438106796116505,,,,,,0.06297195253505933,,,,,,,0.06967030744336569,,,,,,,,,1.0,,,,,,3.0,,,,,,,10.0,,,,,,,,,1.0,,,,,,3.0,,,,,,,8.0,,,,,
平群町議会議員選挙（2019年04月21日投票）,平群町議会議員選挙,奈良県,平群町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,14.0,1.1666666666666667,,,,,任期満了,61.86,,,,平群町議会議員選挙（2019年04月21日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.25,,,,,,,,,,,,,9621.0,3.0,61.42857142857143,10.581076678366403,43.0,53.25,64.0,69.0,80.0,59.416666666666664,9.759254866820292,43.0,51.75,61.0,69.0,73.0,,,,1068.0,,,,,,1912.0,,,,,,,6641.0,,,,,,9621.0,,,,0.11100717181166199,,,,,,0.19873194054672072,,,,,,,0.6902608876416173,,,,,,1.0,,,,0.11100717181166199,,,,,,0.06624398018224024,,,,,,,0.06902608876416173,,,,,,,,,1.0,,,,,,3.0,,,,,,,10.0,,,,,,,,,1.0,,,,,,3.0,,,,,,,8.0,,,,,
広陵町議会議員選挙（2004年04月04日投票）,広陵町議会議員選挙,奈良県,広陵町,20040404.0,2004.0,4.0,4.0,20040330.0,61.76,17.0,20.0,1.1764705882352942,24634.0,,,,任期満了,,,,,広陵町議会議員選挙（2004年04月04日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.125,0.55,0.4,0.05,0.625,0.375,0.0,0.6344703290835059,0.3431680128162339,0.022361658100260327,0.05767912082577326,0.042896001602029235,0.022361658100260327,14981.0,4.0,56.5,6.51536645170477,43.0,51.75,58.0,61.25,66.0,56.5625,6.763585864761384,43.0,52.5,58.5,61.25,66.0,,,,1899.0,,,,,,1910.0,,,,976.0,,,10196.0,,,,,,14981.0,,,,0.1267605633802817,,,,,,0.12749482678058874,,,,0.06514918897269875,,,0.6805954208664308,,,,,,1.0,,,,0.06338028169014084,,,,,,0.06374741339029437,,,,0.06514918897269875,,,0.04537302805776205,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,15.0,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,11.0,,,,,
広陵町議会議員選挙（2008年04月06日投票）,広陵町議会議員選挙,奈良県,広陵町,20080406.0,2008.0,4.0,6.0,20080401.0,59.15,14.0,16.0,1.1428571428571428,25825.0,,,1191.0,任期満了,61.76,,,,広陵町議会議員選挙（2008年04月06日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.75,0.25,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8105917159763314,0.18940828402366863,,0.06754930966469429,0.04735207100591716,,15041.0,4.0,59.0,7.0,47.0,53.25,58.5,65.25,70.0,59.57142857142857,7.148569144683889,47.0,54.25,59.0,65.75,70.0,,,,2378.1099999999997,,,,,,1829.8899999999999,,,,2079.0,,,8754.0,,,,,,15041.0,,,,0.15810850342397445,,,,,,0.12166012898078585,,,,0.13822219267335947,,,0.5820091749218802,,,,,,1.0,,,,0.07905425171198723,,,,,,0.060830064490392924,,,,0.06911109633667974,,,0.05820091749218802,,,,,,,,,2.0,,,,,,2.0,,,,2.0,,,10.0,,,,,,,,,2.0,,,,,,2.0,,,,2.0,,,8.0,,,,,
広陵町議会議員選挙（2012年04月01日投票）,広陵町議会議員選挙,奈良県,広陵町,20120401.0,2012.0,4.0,1.0,20120327.0,56.23,14.0,18.0,1.2857142857142858,26594.0,,,769.0,任期満了,59.15,,,,広陵町議会議員選挙（2012年04月01日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.16666666666666666,0.21428571428571427,0.4444444444444444,0.5555555555555556,0.0,0.5714285714285714,0.42857142857142855,0.0,0.47414381225269475,0.5258561877473052,,0.059267976531586844,0.05258561877473052,,14658.0,4.0,60.27777777777778,6.461901642667286,47.0,55.75,60.0,62.75,74.0,60.357142857142854,7.056983803875651,47.0,55.75,60.0,62.0,74.0,,,,2029.0,,,,,,1776.0,,,,1124.0,,,9729.0,,,,,,14658.0,,,,0.1384227043252831,,,,,,0.12116250511665984,,,,0.07668167553554373,,,0.6637331150225133,,,,,,1.0,,,,0.06921135216264156,,,,,,0.06058125255832992,,,,0.07668167553554373,,,0.051056393463270254,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,13.0,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,9.0,,,,,
広陵町議会議員選挙（2016年04月03日投票）,広陵町議会議員選挙,奈良県,広陵町,20160403.0,2016.0,4.0,3.0,20160329.0,51.24,14.0,16.0,1.1428571428571428,27269.0,,,675.0,任期満了,56.23,,,,広陵町議会議員選挙（2016年04月03日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.25,0.2857142857142857,0.75,0.25,0.0,0.8571428571428571,0.14285714285714285,0.0,0.7707885969217905,0.2292114030782095,,0.06423238307681588,0.057302850769552376,,13647.999,0.0,59.1875,9.070685958073954,38.0,55.5,62.0,66.0,73.0,60.07142857142857,7.459072000057435,46.0,57.25,62.0,65.75,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
広陵町議会議員選挙（2020年04月05日投票）,広陵町議会議員選挙,奈良県,広陵町,20200405.0,2020.0,4.0,5.0,20200331.0,44.5,14.0,15.0,1.0714285714285714,,,,,任期満了,51.24,,,,広陵町議会議員選挙（2020年04月05日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.2,0.21428571428571427,0.8,0.2,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7141588403421731,0.2858411596578269,,0.0595132366951811,0.09528038655260897,,12387.999,3.0,62.6,11.915256326799406,26.0,61.0,66.0,70.0,77.0,62.285714285714285,12.273249490710459,26.0,61.0,64.5,70.0,77.0,,,,1653.0639999999999,,,,,,1422.0,,,,,,,9312.935,,,,,,12387.999,,,,0.13344075988381982,,,,,,0.11478851427094884,,,,,,,0.7517707258452313,,,,,,1.0,,,,0.06672037994190991,,,,,,0.05739425713547442,,,,,,,0.06834279325865739,,,,,,,,,2.0,,,,,,2.0,,,,,,,11.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,10.0,,,,,
御所市議会議員補欠選挙（2008年06月08日投票）,御所市議会議員補欠選挙,奈良県,御所市,20080608.0,2008.0,6.0,8.0,20080601.0,62.02,1.0,2.0,2.0,26264.0,,,,その他,,,,,御所市議会議員補欠選挙（2008年06月08日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,15345.0,2.0,35.5,1.5,34.0,34.75,35.5,36.25,37.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,8047.0,,,7298.0,,,,,,15345.0,,,,,,,,,,,,,,0.5244053437601824,,,0.4755946562398175,,,,,,1.0,,,,,,,,,,,,,,0.5244053437601824,,,0.4755946562398175,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,
