,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_公民党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_公民党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_公民党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_公民党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
能代市議会議員選挙（2010年04月18日投票）,能代市議会議員選挙,秋田県,能代市,20100418.0,2010.0,4.0,18.0,20100411.0,70.69,26.0,30.0,1.1538461538461535,50940.0,,,-2115.0,任期満了,80.32,,,,能代市議会議員選挙（2010年04月18日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.13333333333333333,0.11538461538461539,0.9333333333333333,0.06666666666666667,0.0,1.0,0.0,0.0,0.9504557580522872,0.04954424194771279,,0.0339448485018674,0.024772120973856396,,35611.0,6.0,61.03333333333333,7.026062592630068,44.0,57.25,60.0,66.75,74.0,61.5,7.083295625842318,44.0,58.25,60.0,67.75,74.0,2131.93,,,,,2491.0,859.0,26733.68,2490.0699999999997,,905.32,35611.0,0.05986717587262362,,,,,0.0699502962567746,0.024121760130296818,0.7507141051922159,0.0699241807306731,,0.02542248181741597,1.0,0.05986717587262362,,,,,0.0349751481283873,0.024121760130296818,0.03263974370400939,0.03496209036533655,,0.02542248181741597,1.0,,,,,2.0,1.0,23.0,2.0,,1.0,1.0,,,,,2.0,0.0,21.0,2.0,,0.0
能代市議会議員選挙（2014年04月20日投票）,能代市議会議員選挙,秋田県,能代市,20140420.0,2014.0,4.0,20.0,20140413.0,71.05,22.0,30.0,1.3636363636363635,,,,,任期満了,70.69,,,,能代市議会議員選挙（2014年04月20日投票）,1.0,30.0,22.0,1.3636363636363635,0.0,0.0,0.0,0.13333333333333333,0.13636363636363635,0.6666666666666666,0.3,0.03333333333333333,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6385842296496694,0.33257128991021534,0.02884448044011518,0.03192921148248347,0.036952365545579485,0.02884448044011518,34113.97900000001,4.0,59.06666666666667,11.10235210314563,26.0,55.5,63.0,64.75,73.0,57.77272727272727,12.198851727563312,26.0,55.5,63.0,64.0,72.0,1937.089,,,,,2363.0,,27590.421,2223.469,,,34113.979,0.05678285139355922,,,,,0.06926779195121155,,0.8087717061677266,0.0651776504875025,,,1.0,0.05678285139355922,,,,,0.034633895975605775,,0.03235086824670907,0.03258882524375125,,,1.0,,,,,2.0,,25.0,2.0,,,1.0,,,,,2.0,,17.0,2.0,,
能代市議会議員選挙（2018年04月15日投票）,能代市議会議員選挙,秋田県,能代市,20180415.0,2018.0,4.0,15.0,20180408.0,66.35,20.0,22.0,1.1,,,,,任期満了,71.05,,,,能代市議会議員選挙（2018年04月15日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.22727272727272727,0.15,0.7727272727272727,0.13636363636363635,0.09090909090909091,0.85,0.1,0.05,0.7987183297199513,0.12362667966518569,0.07765499061486306,0.04698343115999713,0.04120889322172856,0.03882749530743153,30583.997,5.0,59.22727272727273,12.802456504983075,26.0,54.5,64.0,67.75,76.0,59.15,13.241129105933528,26.0,57.25,64.0,68.0,76.0,2131.948,,,,,2541.0,,19117.044,1576.0,,5218.005,30583.997000000003,0.06970795870794781,,,,,0.08308266574836506,,0.6250668936437576,0.05153021693011544,,0.1706122649698141,1.0,0.06970795870794781,,,,,0.04154133287418253,,0.044647635260268395,0.05153021693011544,,0.042653066242453526,1.0,,,,,2.0,,14.0,1.0,,4.0,1.0,,,,,2.0,,12.0,1.0,,4.0
藤里町議会議員補欠選挙（2011年07月31日投票）,藤里町議会議員補欠選挙,秋田県,藤里町,20110731.0,2011.0,7.0,31.0,20110726.0,86.95,3.0,4.0,1.3333333333333333,3432.0,,,,その他,,,,,藤里町議会議員補欠選挙（2011年07月31日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,,0.45488593803200544,0.5451140619679945,,0.22744296901600272,0.27255703098399725,2937.0,1.0,64.25,6.057020719792859,56.0,59.75,65.0,69.5,71.0,62.666666666666664,6.236095644623236,56.0,58.5,61.0,66.0,71.0,,,,,,,,2937.0,,,,2937.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.25,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,
藤里町議会議員選挙（2008年03月23日投票）,藤里町議会議員選挙,秋田県,藤里町,20080323.0,2008.0,3.0,23.0,20080318.0,89.53,12.0,14.0,1.1666666666666667,3601.0,,,,任期満了,,,,,藤里町議会議員選挙（2008年03月23日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.75,0.16666666666666666,0.08333333333333333,0.739576851275669,0.19401680149346606,0.06640634723086497,0.06723425920687899,0.09700840074673303,0.06640634723086497,3213.9999999999995,2.0,63.285714285714285,6.540298938434056,50.0,58.5,64.5,68.75,72.0,63.333333333333336,6.761820925033598,50.0,59.25,64.5,69.25,72.0,,,,,,234.0,,2979.9999999999995,,,,3213.9999999999995,,,,,,0.07280647168637214,,0.9271935283136279,,,,1.0,,,,,,0.07280647168637214,,0.0713225791010483,,,,,,,,,1.0,,13.0,,,,,,,,,1.0,,11.0,,,
藤里町議会議員選挙（2012年03月25日投票）,藤里町議会議員選挙,秋田県,藤里町,20120325.0,2012.0,3.0,25.0,20120320.0,87.74,10.0,12.0,1.2,3409.0,,,-192.0,任期満了,89.53,,,,藤里町議会議員選挙（2012年03月25日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,0.7,0.2,0.1,0.7293207800941492,0.18527236045729656,0.08540685944855414,0.08103564223268325,0.09263618022864828,0.08540685944855414,2974.0,2.0,62.0,6.2182527020592095,52.0,57.5,61.5,66.0,72.0,61.2,6.128621378417824,52.0,56.5,61.0,64.75,72.0,,,,,,174.0,,2800.0,,,,2974.0,,,,,,0.05850706119704102,,0.9414929388029589,,,,1.0,,,,,,0.05850706119704102,,0.08559026716390536,,,,,,,,,1.0,,11.0,,,,,,,,,0.0,,10.0,,,
藤里町議会議員選挙（2016年03月27日投票）,藤里町議会議員選挙,秋田県,藤里町,20160327.0,2016.0,3.0,27.0,20160322.0,85.34,10.0,12.0,1.2,3110.0,,,-299.0,任期満了,87.74,,,,藤里町議会議員選挙（2016年03月27日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9,0.1,0.0,0.9453095328522598,0.05469046714774022,,0.08593723025929635,0.05469046714774022,,2633.0,0.0,65.66666666666667,6.1553951042064625,56.0,61.5,65.0,69.25,76.0,64.6,5.8,56.0,60.5,64.5,67.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
藤里町議会議員選挙（2020年03月22日投票）,藤里町議会議員選挙,秋田県,藤里町,20200322.0,2020.0,3.0,22.0,20200317.0,81.88,10.0,12.0,1.2,,,,,任期満了,85.34,,,,藤里町議会議員選挙（2020年03月22日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8,0.1,0.1,0.8441391155002147,0.08072133963074281,0.07513954486904251,0.08441391155002147,0.08072133963074281,0.07513954486904251,2329.0,2.0,69.08333333333333,6.422075642310324,60.0,63.75,68.5,73.25,80.0,68.6,6.069596362197408,60.0,63.75,68.5,71.25,80.0,,,,,,123.0,,2206.0,,,,2329.0,,,,,,0.0528123658222413,,0.9471876341777586,,,,1.0,,,,,,0.0528123658222413,,0.0861079667434326,,,,,,,,,1.0,,11.0,,,,,,,,,0.0,,10.0,,,
鹿角市議会議員選挙（2009年03月15日投票）,鹿角市議会議員選挙,秋田県,鹿角市,20090315.0,2009.0,3.0,15.0,20090308.0,78.25,20.0,23.0,1.15,30458.0,,,,任期満了,,,,,鹿角市議会議員選挙（2009年03月15日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.6521739130434783,0.34782608695652173,0.0,0.7,0.3,0.0,0.6164915876676061,0.3835084123323939,,0.04109943917784041,0.04793855154154924,,23418.000000000004,3.0,,,,,,,,,,,,,,,1573.0,,,,,882.0,,20963.000000000004,,,,23418.000000000004,0.0671705525664019,,,,,0.03766333589546502,,0.8951661115381331,,,,1.0,0.0671705525664019,,,,,0.03766333589546502,,0.04262695769229205,,,,1.0,,,,,1.0,,21.0,,,,1.0,,,,,1.0,,18.0,,,
鹿角市議会議員選挙（2013年03月10日投票）,鹿角市議会議員選挙,秋田県,鹿角市,20130310.0,2013.0,3.0,10.0,20130303.0,71.4,20.0,24.0,1.2,,,,,任期満了,78.25,,,,鹿角市議会議員選挙（2013年03月10日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.05,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.65,0.35,0.0,0.6614718913064881,0.31366840602540125,0.02485970266811066,0.041341993206655506,0.04480977228934303,0.02485970266811066,20314.0,3.0,59.333333333333336,7.033649282003064,41.0,57.0,60.5,63.0,72.0,60.15,7.001964010190284,41.0,57.75,62.0,63.25,72.0,1140.0,,,,,571.0,,18603.0,,,,20314.0,0.056118932755734964,,,,,0.02810869351186374,,0.9157723737324013,,,,1.0,0.056118932755734964,,,,,0.02810869351186374,,0.04162601698783642,,,,1.0,,,,,1.0,,22.0,,,,1.0,,,,,0.0,,19.0,,,
鹿角市議会議員選挙（2017年03月12日投票）,鹿角市議会議員選挙,秋田県,鹿角市,20170312.0,2017.0,3.0,12.0,20170305.0,69.1,18.0,22.0,1.2222222222222223,,,,,任期満了,71.4,,,,鹿角市議会議員選挙（2017年03月12日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.045454545454545456,0.05555555555555555,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.7988624327395928,0.1612744772274331,0.039863090032974204,0.04699190780821134,0.040318619306858275,0.039863090032974204,18989.998,0.0,61.77272727272727,7.751432818763358,43.0,60.25,64.5,66.75,73.0,61.111111111111114,8.265651072621017,43.0,59.5,64.5,66.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿角市議会議員選挙（2021年03月14日投票）,鹿角市議会議員選挙,秋田県,鹿角市,20210314.0,2021.0,3.0,14.0,20210307.0,64.05,18.0,21.0,1.1666666666666667,25917.0,12159.0,13758.0,,任期満了,69.1,,,,鹿角市議会議員選挙（2021年03月14日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.7777777777777778,0.2222222222222222,0.0,0.6974837903832972,0.27439765718407455,0.028118552432628282,0.049820270741664084,0.04573294286401242,0.028118552432628282,16465.997,3.0,61.19047619047619,10.93974426278546,33.0,56.0,65.0,69.0,73.0,60.55555555555556,11.344221349422416,33.0,55.25,65.0,68.75,71.0,967.0,,,,,472.23199999999997,,15026.765,,,,16465.997,0.058727084670305726,,,,,0.02867922300726764,,0.9125936923224266,,,,1.0,0.058727084670305726,,,,,0.02867922300726764,,0.04803124696433824,,,,1.0,,,,,1.0,,19.0,,,,1.0,,,,,0.0,,17.0,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公明党,公民党,国民新党,国民民主党,幸福実現党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,sum_v,公明党,公民党,国民新党,国民民主党,幸福実現党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,sum_v,公明党,公民党,国民新党,国民民主党,幸福実現党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,公明党,公民党,国民新党,国民民主党,幸福実現党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党,公明党,公民党,国民新党,国民民主党,幸福実現党,日本共産党,民主党,無所属,社会民主党,立憲民主党,自由民主党
