,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_とうごうの未来を創る会,得票数_みんなの党,得票数_公明党,得票数_公民,得票数_国民新党,得票数_国民民主党,得票数_女性党,得票数_女性党（光岡）,得票数_幸福実現党,得票数_改革尾張旭,得票数_新風をおこす会,得票数_日本一愛知の会,得票数_日本共産党,得票数_日本労働党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_減税尾張旭,得票数_減税日本,得票数_減税日本一,得票数_減税瀬戸,得票数_無所属,得票数_無所属の会,得票数_生活なごや,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_良識の風,得票数_sum_v,得票率_NHKから国民を守る党,得票率_とうごうの未来を創る会,得票率_みんなの党,得票率_公明党,得票率_公民,得票率_国民新党,得票率_国民民主党,得票率_女性党,得票率_女性党（光岡）,得票率_幸福実現党,得票率_改革尾張旭,得票率_新風をおこす会,得票率_日本一愛知の会,得票率_日本共産党,得票率_日本労働党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_減税尾張旭,得票率_減税日本,得票率_減税日本一,得票率_減税瀬戸,得票率_無所属,得票率_無所属の会,得票率_生活なごや,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_良識の風,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_とうごうの未来を創る会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_女性党,一人あたり得票率_女性党（光岡）,一人あたり得票率_幸福実現党,一人あたり得票率_改革尾張旭,一人あたり得票率_新風をおこす会,一人あたり得票率_日本一愛知の会,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_減税尾張旭,一人あたり得票率_減税日本,一人あたり得票率_減税日本一,一人あたり得票率_減税瀬戸,一人あたり得票率_無所属,一人あたり得票率_無所属の会,一人あたり得票率_生活なごや,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_良識の風,立候補者数_NHKから国民を守る党,立候補者数_とうごうの未来を創る会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公民,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_女性党,立候補者数_女性党（光岡）,立候補者数_幸福実現党,立候補者数_改革尾張旭,立候補者数_新風をおこす会,立候補者数_日本一愛知の会,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_減税尾張旭,立候補者数_減税日本,立候補者数_減税日本一,立候補者数_減税瀬戸,立候補者数_無所属,立候補者数_無所属の会,立候補者数_生活なごや,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_良識の風,当選者数_NHKから国民を守る党,当選者数_とうごうの未来を創る会,当選者数_みんなの党,当選者数_公明党,当選者数_公民,当選者数_国民新党,当選者数_国民民主党,当選者数_女性党,当選者数_女性党（光岡）,当選者数_幸福実現党,当選者数_改革尾張旭,当選者数_新風をおこす会,当選者数_日本一愛知の会,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_減税尾張旭,当選者数_減税日本,当選者数_減税日本一,当選者数_減税瀬戸,当選者数_無所属,当選者数_無所属の会,当選者数_生活なごや,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_良識の風
大治町議会議員補欠選挙（2021年07月18日投票）,大治町議会議員補欠選挙,愛知県,大治町,20210718.0,2021.0,7.0,18.0,20210713.0,無投票,1.0,1.0,1.0,26405.0,13419.0,12986.0,3260.0,辞職/有権者数については選挙人名簿登録者数が表示されています,43.55,,,,大治町議会議員補欠選挙（2021年07月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
大治町議会議員選挙（2007年04月22日投票）,大治町議会議員選挙,愛知県,大治町,20070422.0,2007.0,4.0,22.0,20070417.0,49.95,14.0,18.0,1.2857142857142858,22019.0,,,,任期満了,,,,,大治町議会議員選挙（2007年04月22日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8471583593893691,0.05637299981607504,0.09646864079455582,0.05294739746183557,0.05637299981607504,0.09646864079455582,10874.0,3.0,57.833333333333336,8.440971508067067,36.0,52.5,58.0,63.75,69.0,56.642857142857146,8.909121672734738,36.0,50.25,57.5,63.5,69.0,,,,1535.0,,,,,,,,,,,,,,831.0,,,,,8508.0,,,,,,,,,,,10874.0,,,,0.1411624057384587,,,,,,,,,,,,,,0.07642082030531543,,,,,0.7824167739562259,,,,,,,,,,,1.0,,,,0.07058120286922935,,,,,,,,,,,,,,0.07642082030531543,,,,,0.05216111826374839,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,15.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,11.0,,,,,,,,,,
大治町議会議員選挙（2011年04月24日投票）,大治町議会議員選挙,愛知県,大治町,20110424.0,2011.0,4.0,24.0,20110419.0,42.97,12.0,15.0,1.25,22536.0,,,517.0,任期満了,49.95,,,,大治町議会議員選挙（2011年04月24日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5798705366464815,0.4201294633535185,,0.06443005962738683,0.07002157722558641,,9578.000000000002,4.0,54.2,9.44598680216454,28.0,52.5,58.0,61.0,63.0,52.666666666666664,9.95266575122241,28.0,50.0,54.5,61.0,63.0,,,,1587.0,,,,,,,,,,494.0,,,,790.0,,,,,6707.0,,,,,,,,,,,9578.0,,,,0.16569221131760284,,,,,,,,,,0.05157652954687826,,,,0.08248068490290249,,,,,0.7002505742326164,,,,,,,,,,,1.0,,,,0.08284610565880142,,,,,,,,,,0.05157652954687826,,,,0.08248068490290249,,,,,0.06365914311205603,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,11.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,8.0,,,,,,,,,,
大治町議会議員選挙（2015年04月26日投票）,大治町議会議員選挙,愛知県,大治町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,12.0,12.0,1.0,23869.0,,,1333.0,任期満了,42.97,,,,大治町議会議員選挙（2015年04月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,,,,,,,0.0,3.0,56.75,8.42738591339766,45.0,47.25,58.5,65.0,67.0,56.75,8.42738591339766,45.0,47.25,58.5,65.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,,,,,
大治町議会議員選挙（2019年04月21日投票）,大治町議会議員選挙,愛知県,大治町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,15.0,1.25,,,,,任期満了,,,,,大治町議会議員選挙（2019年04月21日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.6,0.4,0.0,0.75,0.25,0.0,0.6609361901424313,0.3390638098575688,,0.07343735446027015,0.056510634976261465,,8608.999,3.0,55.0,11.16542281629615,32.0,49.0,56.0,62.5,71.0,55.416666666666664,9.869636377406325,34.0,49.0,54.0,62.25,71.0,,,,1801.0,,,,,,,,,,598.0,,,,,,,,,6209.999,,,,,,,,,,,8608.999,,,,0.20919969905908922,,,,,,,,,,0.06946219879918676,,,,,,,,,0.721338102141724,,,,,,,,,,,1.0,,,,0.10459984952954461,,,,,,,,,,0.06946219879918676,,,,,,,,,0.06011150851181033,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,12.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,,,,,
安城市議会議員選挙（2003年04月27日投票）,安城市議会議員選挙,愛知県,安城市,20030427.0,2003.0,4.0,27.0,20030420.0,61.37,30.0,31.0,1.0333333333333334,123376.0,,,,任期満了,,,,,安城市議会議員選挙（2003年04月27日投票）,1.0,31.0,30.0,1.0333333333333334,0.0,0.0,0.0,0.03225806451612903,0.03333333333333333,0.6774193548387096,0.3225806451612903,0.0,0.7,0.3,0.0,0.7360902265719266,0.2639097734280735,,0.03505191555104412,0.026390977342807348,,74590.0,4.0,55.74193548387097,8.108011736450454,32.0,53.5,56.0,60.5,69.0,56.2,7.837516613485847,32.0,54.0,56.0,60.75,69.0,,,,8296.6,,,,,,,,,,2265.0,,,,3846.0,,,,,60182.4,,,,,,,,,,,74590.0,,,,0.11122938731733477,,,,,,,,,,0.030366000804397372,,,,0.051561871564552886,,,,,0.806842740313715,,,,,,,,,,,1.0,,,,0.03707646243911159,,,,,,,,,,0.030366000804397372,,,,0.051561871564552886,,,,,0.031032413088989037,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,1.0,,,,,26.0,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,1.0,,,,,25.0,,,,,,,,,,
安城市議会議員選挙（2007年04月22日投票）,安城市議会議員選挙,愛知県,安城市,20070422.0,2007.0,4.0,22.0,20070415.0,62.74,30.0,34.0,1.1333333333333333,129834.0,,,6458.0,任期満了,61.37,,,,安城市議会議員選挙（2007年04月22日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.5294117647058824,0.4411764705882353,0.029411764705882353,0.5333333333333333,0.43333333333333335,0.03333333333333333,0.5177039790047878,0.4360862487855004,0.046209772209711744,0.028761332166932656,0.029072416585700027,0.046209772209711744,80372.61,4.0,54.23529411764706,9.92637254853546,25.0,51.0,57.5,60.75,69.0,54.2,10.254754994635416,25.0,51.25,57.5,60.75,69.0,,,,7972.0,,,,,,,,,,3494.0,,,,4308.0,,,,,64598.61,,,,,,,,,,,80372.61,,,,0.09918801940113678,,,,,,,,,,0.04347252129798945,,,,0.05360034967136192,,,,,0.8037391096295119,,,,,,,,,,,1.0,,,,0.03306267313371226,,,,,,,,,,0.021736260648994726,,,,0.05360034967136192,,,,,0.028704968201053997,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,28.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,24.0,,,,,,,,,,
安城市議会議員選挙（2011年04月24日投票）,安城市議会議員選挙,愛知県,安城市,20110424.0,2011.0,4.0,24.0,20110417.0,58.5,30.0,33.0,1.1,135350.0,,,5516.0,任期満了,62.74,,,,安城市議会議員選挙（2011年04月24日投票）,1.0,33.0,30.0,1.1,0.0,0.0,0.0,0.06060606060606061,0.06666666666666667,0.5454545454545454,0.42424242424242425,0.030303030303030304,0.5666666666666667,0.4,0.03333333333333333,0.5407851239669421,0.3998621733997228,0.059352702633335044,0.03004361799816345,0.028561583814265913,0.059352702633335044,77924.0,3.0,53.90909090909091,10.43991070542225,25.0,49.0,56.0,62.0,68.0,53.2,10.68144809159008,25.0,49.0,55.0,61.75,68.0,,,,6201.0,,,,,,,,,,2981.0,,,,,,,,,68742.0,,,,,,,,,,,77924.0,,,,0.0795775370874185,,,,,,,,,,0.038255223037831736,,,,,,,,,0.8821672398747498,,,,,,,,,,,1.0,,,,0.03978876854370925,,,,,,,,,,0.019127611518915868,,,,,,,,,0.030419559995681026,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,29.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,26.0,,,,,,,,,,
安城市議会議員選挙（2015年04月26日投票）,安城市議会議員選挙,愛知県,安城市,20150426.0,2015.0,4.0,26.0,20150419.0,55.17,28.0,33.0,1.1785714285714286,,,,,任期満了,58.5,,,,安城市議会議員選挙（2015年04月26日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.12121212121212122,0.14285714285714285,0.7272727272727273,0.24242424242424243,0.030303030303030304,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7761674705358685,0.19258845882993847,0.03124407063419301,0.03234031127232786,0.02407355735374231,0.03124407063419301,75260.99999999999,3.0,55.484848484848484,9.435976325715712,29.0,53.0,56.0,61.0,72.0,55.92857142857143,9.102309641861593,29.0,53.0,56.5,61.0,72.0,,,,6641.0,,,,,,,,,,3489.0,,,,,,,,,65131.0,,,,,,,,,,,75261.0,,,,0.08823959288343232,,,,,,,,,,0.04635867182205924,,,,,,,,,0.8654017352945085,,,,,,,,,,,1.0,,,,0.029413197627810774,,,,,,,,,,0.02317933591102962,,,,,,,,,0.03090720483194673,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,28.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,23.0,,,,,,,,,,
安城市議会議員選挙（2019年04月21日投票）,安城市議会議員選挙,愛知県,安城市,20190421.0,2019.0,4.0,21.0,20190414.0,52.92,28.0,31.0,1.1071428571428572,146411.0,,,,任期満了,55.17,,,,安城市議会議員選挙（2019年04月21日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.1935483870967742,0.21428571428571427,0.6451612903225806,0.3225806451612903,0.03225806451612903,0.6428571428571429,0.32142857142857145,0.03571428571428571,0.6340021161195145,0.2976182199767748,0.06837966390371072,0.03170010580597572,0.02976182199767748,0.06837966390371072,76162.995,5.0,56.0,9.60174715284134,33.0,51.0,59.0,63.0,71.0,55.964285714285715,8.629195223430841,33.0,51.5,59.0,61.5,69.0,,,,6488.0,,,,,,,,,,2993.0,,5208.0,,,,,,,57947.994999999995,,,,,,,,,3526.0,,76162.995,,,,0.08518572569264116,,,,,,,,,,0.039297299167397506,,0.06837966390371072,,,,,,,0.7608418629020562,,,,,,,,,0.04629544833419432,,1.0,,,,0.028395241897547052,,,,,,,,,,0.019648649583698753,,0.06837966390371072,,,,,,,0.031701744287585674,,,,,,,,,0.04629544833419432,,,,,3.0,,,,,,,,,,2.0,,1.0,,,,,,,24.0,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,1.0,,1.0,,,,,,,22.0,,,,,,,,,1.0,
小牧市議会議員補欠選挙（1999年02月07日投票）,小牧市議会議員補欠選挙,愛知県,小牧市,19990207.0,1999.0,2.0,7.0,19990131.0,45.02,2.0,5.0,2.5,105238.0,,,,その他,,,,,小牧市議会議員補欠選挙（1999年02月07日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.4,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,43554.0,2.0,46.8,5.979966555090421,41.0,42.0,44.0,50.0,57.0,47.0,3.0,44.0,45.5,47.0,48.5,50.0,,,,,,,,,,,,,,10320.0,,,,,,,,,33234.0,,,,,,,,,,,43554.0,,,,,,,,,,,,,,0.23694723791155806,,,,,,,,,0.763052762088442,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.23694723791155806,,,,,,,,,0.1907631905221105,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
小牧市議会議員補欠選挙（2003年02月02日投票）,小牧市議会議員補欠選挙,愛知県,小牧市,20030202.0,2003.0,2.0,2.0,20030126.0,39.72,2.0,3.0,1.5,109557.0,,,4319.0,その他,45.02,,,,小牧市議会議員補欠選挙（2003年02月02日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.5353587059455862,0.46464129405441373,,0.2676793529727931,0.46464129405441373,39071.0,2.0,49.666666666666664,4.4969125210773475,46.0,46.5,47.0,51.5,56.0,51.5,4.5,47.0,49.25,51.5,53.75,56.0,,,,,,,,,,,,,,11052.0,,,,,,,,,28019.0,,,,,,,,,,,39071.0,,,,,,,,,,,,,,0.2828696475646899,,,,,,,,,0.7171303524353101,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.2828696475646899,,,,,,,,,0.35856517621765505,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
小牧市議会議員補欠選挙（2007年02月04日投票）,小牧市議会議員補欠選挙,愛知県,小牧市,20070204.0,2007.0,2.0,4.0,20070128.0,55.45,1.0,3.0,3.0,112762.0,,,3205.0,その他,39.72,,,,小牧市議会議員補欠選挙（2007年02月04日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,53532.0,1.0,55.666666666666664,6.018490028422596,50.0,51.5,53.0,58.5,64.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,53532.0,,,,,,,,,,,53532.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
小牧市議会議員補欠選挙（2011年02月06日投票）,小牧市議会議員補欠選挙,愛知県,小牧市,20110206.0,2011.0,2.0,6.0,20110130.0,52.08,1.0,3.0,3.0,115191.0,,,2429.0,その他,55.45,,,,小牧市議会議員補欠選挙（2011年02月06日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,51602.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17424.0,,,,,,,,,34178.0,,,,,,,,,,,51602.0,,,,,,,,,,,,,,0.33766133095616446,,,,,,,,,0.6623386690438355,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.33766133095616446,,,,,,,,,0.33116933452191777,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,
小牧市議会議員補欠選挙（2019年02月03日投票）,小牧市議会議員補欠選挙,愛知県,小牧市,20190203.0,2019.0,2.0,3.0,20190127.0,41.88,1.0,4.0,4.0,,,,,死亡/丹羽浩氏の死去による,52.08,,,,小牧市議会議員補欠選挙（2019年02月03日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,42359.0,2.0,64.0,7.176350047203662,55.0,60.25,63.0,66.75,75.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,13920.0,,,,,,,,,28439.0,,,,,,,,,,,42359.0,,,,,,,,,,,,,,0.32861965579923985,,,,,,,,,0.6713803442007602,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.32861965579923985,,,,,,,,,0.22379344806692006,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,
小牧市議会議員選挙（1999年10月03日投票）,小牧市議会議員選挙,愛知県,小牧市,19991003.0,1999.0,10.0,3.0,19990926.0,59.4,30.0,47.0,1.5666666666666669,106029.0,,,,任期満了,,,,,小牧市議会議員選挙（1999年10月03日投票）,1.0,47.0,30.0,1.5666666666666667,0.0,0.0,0.0,0.0851063829787234,0.1,0.5531914893617021,0.3404255319148936,0.10638297872340426,0.7,0.23333333333333334,0.06666666666666667,0.6254452199562853,0.2964141905037558,0.07814058953995895,0.02405558538293405,0.018525886906484736,0.01562811790799179,62120.98,5.0,54.340425531914896,7.5801437019575575,28.0,50.5,56.0,58.5,68.0,55.03333333333333,7.972800985573109,28.0,51.0,56.0,59.75,68.0,,,,5863.03,,,,,,,,,,6273.0,,,,1775.0,,,,,35259.5,,,,,,,,,12950.45,,62120.979999999996,,,,0.09438083558887835,,,,,,,,,,0.10098037732180015,,,,0.028573277498197873,,,,,0.5675940720832158,,,,,,,,,0.20847143750790798,,1.0,,,,0.031460278529626115,,,,,,,,,,0.025245094330450038,,,,0.028573277498197873,,,,,0.01891980240277386,,,,,,,,,0.02316349305643422,,,,,3.0,,,,,,,,,,4.0,,,,1.0,,,,,30.0,,,,,,,,,9.0,,,,,3.0,,,,,,,,,,3.0,,,,1.0,,,,,17.0,,,,,,,,,6.0,
小牧市議会議員選挙（2003年10月05日投票）,小牧市議会議員選挙,愛知県,小牧市,20031005.0,2003.0,10.0,5.0,20030928.0,55.01,30.0,42.0,1.4,111301.0,,,5272.0,任期満了,59.4,,,,小牧市議会議員選挙（2003年10月05日投票）,1.0,42.0,30.0,1.4,0.0,0.0,0.0,0.11904761904761904,0.16666666666666666,0.5238095238095238,0.35714285714285715,0.11904761904761904,0.7333333333333333,0.2,0.06666666666666667,0.5902023291474989,0.3015296116706038,0.1082680591818973,0.026827378597613586,0.02010197411137359,0.021653611836379462,60322.5,5.0,54.61904761904762,9.060517122192417,29.0,50.25,55.5,60.0,72.0,55.8,9.07156730302616,29.0,52.5,57.5,61.75,72.0,,,,7762.0,,,,,,,,,,5991.0,,,,1789.0,,,,,33764.5,,,,,,,,,11016.0,,60322.5,,,,0.12867503833561275,,,,,,,,,,0.09931617555638443,,,,0.029657258900078743,,,,,0.5597331012474616,,,,,,,,,0.18261842596046252,,1.0,,,,0.03216875958390319,,,,,,,,,,0.024829043889096108,,,,0.029657258900078743,,,,,0.022389324049898462,,,,,,,,,0.022827303245057814,,,,,4.0,,,,,,,,,,4.0,,,,1.0,,,,,25.0,,,,,,,,,8.0,,,,,4.0,,,,,,,,,,4.0,,,,1.0,,,,,15.0,,,,,,,,,6.0,
小牧市議会議員選挙（2007年09月30日投票）,小牧市議会議員選挙,愛知県,小牧市,20070930.0,2007.0,9.0,30.0,20070923.0,52.5,28.0,41.0,1.4642857142857142,112884.0,,,1583.0,任期満了,55.01,,,,小牧市議会議員選挙（2007年09月30日投票）,1.0,41.0,28.0,1.4642857142857142,0.0,0.0,0.0,0.17073170731707318,0.25,0.5609756097560976,0.43902439024390244,0.0,0.6071428571428571,0.39285714285714285,0.0,,,,,,,0.0,5.0,55.829268292682926,10.605802459317626,28.0,52.0,58.0,64.0,76.0,54.32142857142857,11.339102923161109,28.0,51.5,56.5,64.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,2.0,,,,,31.0,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,4.0,,,,2.0,,,,,18.0,,,,,,,,,1.0,
小牧市議会議員選挙（2011年10月02日投票）,小牧市議会議員選挙,愛知県,小牧市,20111002.0,2011.0,10.0,2.0,20110925.0,47.11,28.0,33.0,1.1785714285714286,115389.0,,,2505.0,任期満了,52.5,,,,小牧市議会議員選挙（2011年10月02日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.18181818181818182,0.21428571428571427,0.6060606060606061,0.36363636363636365,0.030303030303030304,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.6913106667824683,0.2713395848810306,0.0373497483365011,0.03456553333912342,0.022611632073419218,0.0373497483365011,53654.98,7.0,,,,,,,,,,,,,,,,,,6229.66,,,,,,,,,,5151.0,,,,5957.0,,1042.7,337.0,,25030.07,,,,,,,,,9907.55,,53654.979999999996,,,,0.11610590480138097,,,,,,,,,,0.09600227229606646,,,,0.11102417706613628,,0.01943342444634217,0.006280870852994448,,0.4665004068587856,,,,,,,,,0.18465294367829416,,1.0,,,,0.03870196826712699,,,,,,,,,,0.03200075743202215,,,,0.037008059022045424,,0.01943342444634217,0.006280870852994448,,0.027441200403457974,,,,,,,,,0.03693058873565883,,,,,3.0,,,,,,,,,,3.0,,,,3.0,,1.0,1.0,,17.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,3.0,,,,3.0,,0.0,0.0,,14.0,,,,,,,,,5.0,
