,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから自国民を守る党,得票数_あたらしい党,得票数_たちあがれ日本,得票数_たんぽぽ党,得票数_公明党,得票数_国民民主党,得票数_市民の党「自由と責任」,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_権力者から住民を守る党,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから自国民を守る党,得票率_あたらしい党,得票率_たちあがれ日本,得票率_たんぽぽ党,得票率_公明党,得票率_国民民主党,得票率_市民の党「自由と責任」,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_権力者から住民を守る党,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_あたらしい党,一人あたり得票率_たちあがれ日本,一人あたり得票率_たんぽぽ党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_市民の党「自由と責任」,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_権力者から住民を守る党,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから自国民を守る党,立候補者数_あたらしい党,立候補者数_たちあがれ日本,立候補者数_たんぽぽ党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_市民の党「自由と責任」,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_権力者から住民を守る党,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから自国民を守る党,当選者数_あたらしい党,当選者数_たちあがれ日本,当選者数_たんぽぽ党,当選者数_公明党,当選者数_国民民主党,当選者数_市民の党「自由と責任」,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_権力者から住民を守る党,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
矢掛町議会議員選挙（2010年04月25日投票）,矢掛町議会議員選挙,岡山県,矢掛町,20100425.0,2010.0,4.0,25.0,20100420.0,76.82,12.0,14.0,1.1666666666666667,12972.0,,,-420.0,任期満了,77.05,,,,矢掛町議会議員選挙（2010年04月25日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.5714285714285714,0.42857142857142855,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6400404448938322,0.35995955510616784,,0.08000505561172902,0.059993259184361304,,9890.0,2.0,,,,,,,,,,,,,,,,,,,,,,,777.0,,,,,,,9113.0,,,,9890.0,,,,,,,,,0.07856420626895855,,,,,,,0.9214357937310415,,,,1.0,,,,,,,,,0.07856420626895855,,,,,,,0.07087967644084935,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,1.0,,,,,,,11.0,,,
矢掛町議会議員選挙（2014年04月27日投票）,矢掛町議会議員選挙,岡山県,矢掛町,20140427.0,2014.0,4.0,27.0,20140422.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,76.82,,,,矢掛町議会議員選挙（2014年04月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7241011415768698,0.2758988584231303,,0.08045568239742998,0.06897471460578257,,9373.0,2.0,63.0,7.253646297923867,50.0,61.0,62.0,68.0,76.0,63.166666666666664,7.525881269917091,50.0,60.0,62.0,68.5,76.0,,,,,,,,,669.0,,,,,,,8704.0,,,,9373.0,,,,,,,,,0.07137522671503255,,,,,,,0.9286247732849675,,,,1.0,,,,,,,,,0.07137522671503255,,,,,,,0.0773853977737473,,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,1.0,,,,,,,11.0,,,
矢掛町議会議員選挙（2018年04月29日投票）,矢掛町議会議員選挙,岡山県,矢掛町,20180429.0,2018.0,4.0,29.0,20180424.0,無投票,12.0,12.0,1.0,,,,,任期満了,,,,,矢掛町議会議員選挙（2018年04月29日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,2.0,63.916666666666664,5.314419587834175,54.0,60.75,64.5,68.25,72.0,63.916666666666664,5.314419587834175,54.0,60.75,64.5,68.25,72.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,,,11.0,,,
笠岡市議会議員選挙（2008年04月20日投票）,笠岡市議会議員選挙,岡山県,笠岡市,20080420.0,2008.0,4.0,20.0,20080413.0,67.23,24.0,25.0,1.0416666666666667,45747.0,,,,任期満了,,,,,笠岡市議会議員選挙（2008年04月20日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.12,0.125,0.84,0.16,0.0,0.875,0.125,0.0,0.8424997540257781,0.1575002459742219,,0.040119035905989434,0.03937506149355548,,30491.0,3.0,57.16,8.6610853823294,31.0,54.0,58.0,62.0,70.0,57.291666666666664,8.815134554969777,31.0,53.75,58.0,63.0,70.0,,,,,2988.0,,,,3032.83,,,,,,,24470.170000000002,,,,30491.0,,,,,0.09799613000557542,,,,0.09946639992128825,,,,,,,0.8025374700731364,,,,1.0,,,,,0.04899806500278771,,,,0.049733199960644126,,,,,,,0.038216070003482684,,,,,,,,2.0,,,,2.0,,,,,,,21.0,,,,,,,,2.0,,,,2.0,,,,,,,20.0,,,
笠岡市議会議員選挙（2012年04月15日投票）,笠岡市議会議員選挙,岡山県,笠岡市,20120415.0,2012.0,4.0,15.0,20120408.0,68.7,22.0,24.0,1.0909090909090908,44129.0,,,-1618.0,任期満了,67.23,,,,笠岡市議会議員選挙（2012年04月15日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.125,0.13636363636363635,0.75,0.25,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7888121104893968,0.2111878895106032,,0.04382289502718871,0.035197981585100534,,29650.989999999998,3.0,59.458333333333336,9.309400117921431,35.0,55.0,61.5,64.25,73.0,59.45454545454545,9.5808866202326,35.0,55.75,61.5,63.75,73.0,,,,,3304.45,,,,2528.0,,,,,,,23818.54,,,,29650.99,,,,,0.11144484551780563,,,,0.08525853605562579,,,,,,,0.8032966184265685,,,,1.0,,,,,0.055722422758902816,,,,0.042629268027812896,,,,,,,0.04016483092132843,,,,,,,,2.0,,,,2.0,,,,,,,20.0,,,,,,,,2.0,,,,1.0,,,,,,,19.0,,,
笠岡市議会議員選挙（2016年04月17日投票）,笠岡市議会議員選挙,岡山県,笠岡市,20160417.0,2016.0,4.0,17.0,20160410.0,66.53,22.0,26.0,1.181818181818182,42422.0,,,-1707.0,任期満了,68.7,,,,笠岡市議会議員選挙（2016年04月17日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.13636363636363635,0.8076923076923077,0.15384615384615385,0.038461538461538464,0.8636363636363636,0.13636363636363635,0.0,0.8488723003333817,0.14474996376286417,0.006377735903754168,0.040422490492065796,0.03618749094071604,0.006377735903754168,27596.0,0.0,62.61538461538461,10.77417468935261,39.0,58.0,64.5,67.75,85.0,61.63636363636363,9.565779227611568,39.0,58.0,63.5,67.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
笠岡市議会議員選挙（2020年04月19日投票）,笠岡市議会議員選挙,岡山県,笠岡市,20200419.0,2020.0,4.0,19.0,20200412.0,55.64,20.0,22.0,1.1,,,,,任期満了,66.53,,,,笠岡市議会議員選挙（2020年04月19日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.22727272727272727,0.25,0.7727272727272727,0.22727272727272727,0.0,0.75,0.25,0.0,0.7029376578623943,0.29706234213760574,,0.04134927399190554,0.059412468427521146,,22268.999,3.0,62.0,10.625868948424449,43.0,52.75,62.5,70.75,79.0,61.7,11.059385154700056,43.0,51.25,62.5,71.0,79.0,,,,,2595.0,,,,1677.0,,,,,,,17996.999,,,,22268.999,,,,,0.11652971020385784,,,,0.07530648324156825,,,,,,,0.8081638065545739,,,,1.0,,,,,0.05826485510192892,,,,0.03765324162078412,,,,,,,0.04489798925303188,,,,,,,,2.0,,,,2.0,,,,,,,18.0,,,,,,,,2.0,,,,1.0,,,,,,,17.0,,,
総社市議会議員補欠選挙（2011年10月02日投票）,総社市議会議員補欠選挙,岡山県,総社市,20111002.0,2011.0,10.0,2.0,20110925.0,無投票,1.0,1.0,1.0,53673.0,,,,その他,,,,,総社市議会議員補欠選挙（2011年10月02日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
総社市議会議員選挙（2005年10月02日投票）,総社市議会議員選挙,岡山県,総社市,20051002.0,2005.0,10.0,2.0,20050925.0,69.44,24.0,33.0,1.375,52843.0,,,,その他,,,,,総社市議会議員選挙（2005年10月02日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.125,0.0,0.12121212121212122,0.030303030303030304,0.0,0.041666666666666664,0.041666666666666664,,0.10877606901756344,0.03558048473063606,,0.02719401725439086,0.03558048473063606,36400.01,3.0,56.84848484848485,6.495318650457617,37.0,54.0,58.0,61.0,68.0,57.166666666666664,7.074995092263708,37.0,54.0,58.5,62.0,68.0,,,,,2765.0,,,,1711.0,,,,,,,31924.01,,,,36400.009999999995,,,,,0.07596151759298968,,,,0.04700548159190067,,,,,,,0.8770330008151097,,,,1.0,,,,,0.03798075879649484,,,,0.023502740795950335,,,,,,,0.03024251726948654,,,,,,,,2.0,,,,2.0,,,,,,,29.0,,,,,,,,2.0,,,,0.0,,,,,,,22.0,,,
総社市議会議員選挙（2009年09月20日投票）,総社市議会議員選挙,岡山県,総社市,20090920.0,2009.0,9.0,20.0,20090913.0,62.1,24.0,26.0,1.0833333333333333,53200.0,,,357.0,任期満了,69.44,,,,総社市議会議員選挙（2009年09月20日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.11538461538461539,0.08333333333333333,0.8076923076923077,0.11538461538461539,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.792309216744413,0.11955425470288729,0.08813652855269978,0.03772901032116253,0.03985141823429576,0.04406826427634989,32799.0,3.0,59.96153846153846,6.571972945955184,41.0,57.25,61.5,63.75,72.0,60.166666666666664,6.674994798166929,41.0,57.75,61.5,64.25,72.0,,,,,2878.0,,,,3070.0,,,,,,,26851.0,,,,32799.0,,,,,0.08774657763956219,,,,0.093600414646788,,,,,,,0.8186530077136498,,,,1.0,,,,,0.043873288819781094,,,,0.046800207323394,,,,,,,0.037211500350620444,,,,,,,,2.0,,,,2.0,,,,,,,22.0,,,,,,,,2.0,,,,2.0,,,,,,,20.0,,,
総社市議会議員選挙（2013年09月22日投票）,総社市議会議員選挙,岡山県,総社市,20130922.0,2013.0,9.0,22.0,20130915.0,53.95,24.0,25.0,1.0416666666666667,,,,,任期満了,62.1,,,,総社市議会議員選挙（2013年09月22日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.12,0.125,0.72,0.28,0.0,0.75,0.25,0.0,0.6906903765690376,0.3093096234309623,,0.03837168758716876,0.04418708906156604,,28680.0,3.0,59.96,9.897393596295947,34.0,58.0,63.0,67.0,70.0,59.583333333333336,9.924366758416154,34.0,57.5,62.5,66.25,70.0,,,,,2640.0,,,,2191.0,,,,,,,23849.000000000004,,,,28680.000000000004,,,,,0.09205020920502091,,,,0.07639470013947,,,,,,,0.831555090655509,,,,1.0,,,,,0.046025104602510455,,,,0.038197350069735,,,,,,,0.039597861459786145,,,,,,,,2.0,,,,2.0,,,,,,,21.0,,,,,,,,2.0,,,,2.0,,,,,,,20.0,,,
総社市議会議員選挙（2017年09月24日投票）,総社市議会議員選挙,岡山県,総社市,20170924.0,2017.0,9.0,24.0,20170917.0,49.16,22.0,23.0,1.0454545454545454,55231.0,,,,任期満了,53.95,,,,総社市議会議員選挙（2017年09月24日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.13043478260869565,0.13636363636363635,0.8260869565217391,0.17391304347826086,0.0,0.8181818181818182,0.18181818181818182,0.0,0.818049869743208,0.18195013025679196,,0.04305525630227411,0.04548753256419799,,26870.0,0.0,59.869565217391305,11.01502668423651,38.0,53.0,63.0,68.5,74.0,59.5,11.12225451311673,38.0,51.5,63.0,68.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美作市議会議員補欠選挙（2014年03月30日投票）,美作市議会議員補欠選挙,岡山県,美作市,20140330.0,2014.0,3.0,30.0,20140323.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,美作市議会議員補欠選挙（2014年03月30日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
美作市議会議員補欠選挙（2020年08月02日投票）,美作市議会議員補欠選挙,岡山県,美作市,20200802.0,2020.0,8.0,2.0,20200726.0,64.85,1.0,2.0,2.0,,,,,死亡/2020年5月23日内海健次氏の逝去による欠員,,,,,美作市議会議員補欠選挙（2020年08月02日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,14514.0,1.0,54.0,14.0,40.0,47.0,54.0,61.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,14514.0,,,,14514.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,
美作市議会議員選挙（2005年04月24日投票）,美作市議会議員選挙,岡山県,美作市,20050424.0,2005.0,4.0,24.0,20050417.0,83.23,0.0,39.0,,26759.0,,,,その他,,,,,美作市議会議員選挙（2005年04月24日投票）,6.0,39.0,26.0,1.5,0.05128205128205128,0.16666666666666666,0.16666666666666666,0.02564102564102564,0.038461538461538464,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02702702702702703,,21938.0,2.0,59.38461538461539,6.982084710410857,38.0,56.0,59.0,64.0,70.0,59.23076923076923,7.078177146411096,38.0,56.0,59.5,64.0,70.0,,,,,,,,,1919.0,,,,,,,,,,,1919.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,4.0,,,,,,,35.0,,,,,,,,,,,,1.0,,,,,,,25.0,,,
美作市議会議員選挙（2009年04月12日投票）,美作市議会議員選挙,岡山県,美作市,20090412.0,2009.0,4.0,12.0,20090405.0,83.5,22.0,28.0,1.2727272727272727,26849.0,,,90.0,任期満了,83.23,,,,美作市議会議員選挙（2009年04月12日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.03571428571428571,0.045454545454545456,0.6428571428571429,0.17857142857142858,0.17857142857142858,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.6435208267234737,0.17984770883379414,0.17663146444273217,0.03575115704019298,0.03596954176675883,0.03532629288854643,22063.0,3.0,61.892857142857146,5.6146446631890745,50.0,59.0,61.5,65.25,74.0,61.54545454545455,5.069761270399522,50.0,59.0,60.5,64.75,73.0,,,,,2102.02,,,,1613.0,,,,,,,18347.98,,,,22063.0,,,,,0.09527353487739655,,,,0.0731088247291846,,,,,,,0.8316176403934188,,,,1.0,,,,,0.047636767438698276,,,,0.0365544123645923,,,,,,,0.03465073501639245,,,,,,,,2.0,,,,2.0,,,,,,,24.0,,,,,,,,2.0,,,,2.0,,,,,,,18.0,,,
美作市議会議員選挙（2013年04月14日投票）,美作市議会議員選挙,岡山県,美作市,20130414.0,2013.0,4.0,14.0,20130407.0,無投票,18.0,18.0,1.0,25843.0,,,-1006.0,任期満了,83.5,,,,美作市議会議員選挙（2013年04月14日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.05555555555555555,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,,,,,,,0.0,3.0,62.22222222222222,8.702206332978344,41.0,60.25,63.0,67.0,77.0,62.22222222222222,8.702206332978344,41.0,60.25,63.0,67.0,77.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,15.0,,,,,,,,2.0,,,,1.0,,,,,,,15.0,,,
美作市議会議員選挙（2017年04月16日投票）,美作市議会議員選挙,岡山県,美作市,20170416.0,2017.0,4.0,16.0,20170409.0,70.05,18.0,25.0,1.3888888888888888,24385.0,,,-1458.0,任期満了,,,,,美作市議会議員選挙（2017年04月16日投票）,1.0,25.0,18.0,1.3888888888888888,0.0,0.0,0.0,0.08,0.1111111111111111,0.52,0.36,0.12,0.5555555555555556,0.2777777777777778,0.16666666666666666,0.5664504474458464,0.3081569822535736,0.12539257030058013,0.043573111341988185,0.03423966469484151,0.04179752343352671,16875.002999999997,3.0,64.32,8.835021222385377,42.0,61.0,67.0,70.0,77.0,63.5,9.215023964519391,42.0,60.25,67.0,69.75,76.0,,,,,2230.81,,,,540.0,,,,,,,14104.193000000001,,,,16875.003,,,,,0.13219612464661487,,,,0.03199999431111212,,,,,,,0.835803881042273,,,,1.0,,,,,0.06609806232330744,,,,0.03199999431111212,,,,,,,0.0379910855019215,,,,,,,,2.0,,,,1.0,,,,,,,22.0,,,,,,,,2.0,,,,1.0,,,,,,,15.0,,,
美作市議会議員選挙（2021年04月11日投票）,美作市議会議員選挙,岡山県,美作市,20210411.0,2021.0,4.0,11.0,20210404.0,72.6,18.0,28.0,1.5555555555555556,22860.0,10843.0,12017.0,-1525.0,任期満了,70.05,,,,美作市議会議員選挙（2021年04月11日投票）,1.0,28.0,18.0,1.5555555555555556,0.0,0.0,0.0,0.10714285714285714,0.1111111111111111,0.5714285714285714,0.39285714285714285,0.03571428571428571,0.5555555555555556,0.4444444444444444,0.0,0.595723155705127,0.38419896280097887,0.020077881493894164,0.03723269723157044,0.03492717843645263,0.020077881493894164,16435.997,3.0,62.392857142857146,10.570644275925817,41.0,53.5,64.5,71.25,80.0,62.111111111111114,9.538744902815445,46.0,56.0,63.5,69.0,76.0,,,,,1691.71,,,,510.0,,,,,,,14234.287,,,,16435.997,,,,,0.10292713000616878,,,,0.031029453217836435,,,,,,,0.8660434167759948,,,,1.0,,,,,0.05146356500308439,,,,0.031029453217836435,,,,,,,0.03464173667103979,,,,,,,,2.0,,,,1.0,,,,,,,25.0,,,,,,,,2.0,,,,1.0,,,,,,,15.0,,,
美咲町議会議員補欠選挙（2008年08月10日投票）,美咲町議会議員補欠選挙,岡山県,美咲町,20080810.0,2008.0,8.0,10.0,20080805.0,50.04,2.0,3.0,1.5,5324.0,,,,その他,,,,,美咲町議会議員補欠選挙（2008年08月10日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,2593.0,1.0,64.66666666666667,4.784233364802441,58.0,62.5,67.0,68.0,69.0,68.0,1.0,67.0,67.5,68.0,68.5,69.0,,,,,,,,,,,,,,,,2593.0,,,,2593.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,
美咲町議会議員選挙（2005年04月24日投票）,美咲町議会議員選挙,岡山県,美咲町,20050424.0,2005.0,4.0,24.0,20050419.0,,0.0,23.0,,14431.0,,,,その他,,,,,美咲町議会議員選挙（2005年04月24日投票）,3.0,23.0,16.0,1.4375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.043478260869565216,,12045.0,2.0,57.30434782608695,7.3392025547661905,41.0,53.0,57.0,63.0,71.0,57.5625,7.331172740428369,41.0,54.25,56.5,64.0,71.0,,,,,,,,,1097.0,,,,,,,10948.0,,,,12045.0,,,,,,,,,0.09107513491075135,,,,,,,0.9089248650892486,,,,1.0,,,,,,,,,0.045537567455375676,,,,,,,0.04328213643282136,,,,,,,,,,,,2.0,,,,,,,21.0,,,,,,,,,,,,2.0,,,,,,,14.0,,,
美咲町議会議員選挙（2009年04月12日投票）,美咲町議会議員選挙,岡山県,美咲町,20090412.0,2009.0,4.0,12.0,20090407.0,84.47,16.0,18.0,1.125,13821.0,,,-610.0,任期満了,,,,,美咲町議会議員選挙（2009年04月12日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.615625,0.384375,,0.05130208333333333,0.06406250000000001,,11520.0,3.0,59.611111111111114,7.667673041838914,45.0,55.0,60.0,67.0,72.0,59.9375,7.948810838735565,45.0,55.0,60.5,68.0,72.0,,,,,971.0,,,,581.0,,,,,,,9968.0,,,,11520.0,,,,,0.08428819444444445,,,,0.05043402777777778,,,,,,,0.8652777777777778,,,,1.0,,,,,0.08428819444444445,,,,0.05043402777777778,,,,,,,0.05407986111111111,,,,,,,,1.0,,,,1.0,,,,,,,16.0,,,,,,,,1.0,,,,1.0,,,,,,,14.0,,,
美咲町議会議員選挙（2013年04月14日投票）,美咲町議会議員選挙,岡山県,美咲町,20130414.0,2013.0,4.0,14.0,20130409.0,76.69,16.0,17.0,1.0625,13218.0,,,-603.0,任期満了,84.47,,,,美咲町議会議員選挙（2013年04月14日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.0625,0.6470588235294118,0.35294117647058826,0.0,0.6875,0.3125,0.0,0.6373652813680653,0.3626347186319348,,0.05794229830618775,0.06043911977198913,,10058.0,3.0,59.411764705882355,8.825489978261908,34.0,57.0,60.0,64.0,72.0,59.3125,9.08789545219354,34.0,56.5,59.5,64.5,72.0,,,,,855.0,,,,417.0,,,,,,,8786.0,,,,10058.0,,,,,0.0850069596341221,,,,0.04145953469874727,,,,,,,0.8735335056671306,,,,1.0,,,,,0.0850069596341221,,,,0.04145953469874727,,,,,,,0.05823556704447538,,,,,,,,1.0,,,,1.0,,,,,,,15.0,,,,,,,,1.0,,,,0.0,,,,,,,15.0,,,
美咲町議会議員選挙（2017年04月16日投票）,美咲町議会議員選挙,岡山県,美咲町,20170416.0,2017.0,4.0,16.0,20170411.0,74.89,14.0,16.0,1.1428571428571428,,,,,任期満了,76.69,,,,美咲町議会議員選挙（2017年04月16日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.8125,0.1875,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8173866666666667,0.18261333333333332,,0.06287589743589744,0.060871111111111105,,9375.0,0.0,59.5625,10.629962076602155,31.0,58.0,63.0,65.0,72.0,60.714285714285715,9.617161531261047,31.0,59.5,63.0,64.75,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美咲町議会議員選挙（2021年04月11日投票）,美咲町議会議員選挙,岡山県,美咲町,20210411.0,2021.0,4.0,11.0,20210406.0,64.04,14.0,15.0,1.0714285714285714,11662.0,5529.0,6133.0,,任期満了,74.89,,,,美咲町議会議員選挙（2021年04月11日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.5,0.42857142857142855,0.07142857142857142,0.5416337903363291,0.40880628419854903,0.04955992546512193,0.07737625576233273,0.05840089774264986,0.04955992546512193,7384.999,3.0,60.4,12.579348154813111,28.0,59.0,63.0,68.0,78.0,60.214285714285715,13.000981124672155,28.0,58.0,64.0,68.5,78.0,,,,,717.0,,,,490.0,,,,,,,6177.999,,,,7384.999,,,,,0.09708870644396837,,,,0.06635071988499931,,,,,,,0.8365605736710323,,,,1.0,,,,,0.09708870644396837,,,,0.06635071988499931,,,,,,,0.06435081335931017,,,,,,,,1.0,,,,1.0,,,,,,,13.0,,,,,,,,1.0,,,,1.0,,,,,,,12.0,,,
西粟倉村議会議員選挙（2007年04月22日投票）,西粟倉村議会議員選挙,岡山県,西粟倉村,20070422.0,2007.0,4.0,22.0,20070417.0,91.61,8.0,9.0,1.125,1370.0,,,,任期満了,,,,,西粟倉村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.375,0.625,0.0,0.40208598726114647,0.5979140127388535,,0.10052149681528662,0.11958280254777069,,1256.0,1.0,54.333333333333336,3.559026084010437,48.0,52.0,53.0,56.0,60.0,55.125,2.9341736485763756,52.0,52.75,54.5,56.75,60.0,,,,,,,,,,,,,,,,1256.0,,,,1256.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,8.0,,,
