,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_HAGE党,得票数_NHKから国民を守る党,得票数_いちはら市民ネット ワーク,得票数_いちはら市民ネットワーク,得票数_さくら・市民ネットワーク,得票数_たちあがれ日本,得票数_みどりの未来・のだ,得票数_みんなの党,得票数_コロナワクチン拒絶党,得票数_デモクラティア,得票数_ホリエモン新党,得票数_不登校を考える党,得票数_九十九里ネット・ニューウェーヴ,得票数_佐倉市民オンブズマン,得票数_公明党,得票数_公民党,得票数_動物愛護推進党,得票数_千葉の風21,得票数_千葉を元気にする会,得票数_国民主権党,得票数_国民会議,得票数_国民民主党,得票数_地球環境を育てる会,得票数_子供の未来を守る党,得票数_市民オンブズマン,得票数_市民オンブズマン館山行政監視局,得票数_市民ネットワ ーク・かしわ,得票数_市民ネットワーク,得票数_市民ネットワークちば,得票数_市民ネットワーク・かしわ,得票数_市民ネットワーク・のだ,得票数_市民ネットワーク・ふなばし,得票数_市民ネットワーク千葉県,得票数_市民ネットワーク四街道,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_環境と行政を考える会,得票数_社,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_習志野みんなの改革,得票数_自由党,得票数_自由民主党,得票数_茂原市民に５万円支給する党,得票数_虐待から子供を守る党,得票数_諸,得票数_議席を減らします党,得票数_闘う改革の会千葉,得票数_青年自由,得票数_sum_v,得票率_HAGE党,得票率_NHKから国民を守る党,得票率_いちはら市民ネット ワーク,得票率_いちはら市民ネットワーク,得票率_さくら・市民ネットワーク,得票率_たちあがれ日本,得票率_みどりの未来・のだ,得票率_みんなの党,得票率_コロナワクチン拒絶党,得票率_デモクラティア,得票率_ホリエモン新党,得票率_不登校を考える党,得票率_九十九里ネット・ニューウェーヴ,得票率_佐倉市民オンブズマン,得票率_公明党,得票率_公民党,得票率_動物愛護推進党,得票率_千葉の風21,得票率_千葉を元気にする会,得票率_国民主権党,得票率_国民会議,得票率_国民民主党,得票率_地球環境を育てる会,得票率_子供の未来を守る党,得票率_市民オンブズマン,得票率_市民オンブズマン館山行政監視局,得票率_市民ネットワ ーク・かしわ,得票率_市民ネットワーク,得票率_市民ネットワークちば,得票率_市民ネットワーク・かしわ,得票率_市民ネットワーク・のだ,得票率_市民ネットワーク・ふなばし,得票率_市民ネットワーク千葉県,得票率_市民ネットワーク四街道,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_環境と行政を考える会,得票率_社,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_習志野みんなの改革,得票率_自由党,得票率_自由民主党,得票率_茂原市民に５万円支給する党,得票率_虐待から子供を守る党,得票率_諸,得票率_議席を減らします党,得票率_闘う改革の会千葉,得票率_青年自由,得票率_sum_v,一人あたり得票率_HAGE党,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_いちはら市民ネット ワーク,一人あたり得票率_いちはら市民ネットワーク,一人あたり得票率_さくら・市民ネットワーク,一人あたり得票率_たちあがれ日本,一人あたり得票率_みどりの未来・のだ,一人あたり得票率_みんなの党,一人あたり得票率_コロナワクチン拒絶党,一人あたり得票率_デモクラティア,一人あたり得票率_ホリエモン新党,一人あたり得票率_不登校を考える党,一人あたり得票率_九十九里ネット・ニューウェーヴ,一人あたり得票率_佐倉市民オンブズマン,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_動物愛護推進党,一人あたり得票率_千葉の風21,一人あたり得票率_千葉を元気にする会,一人あたり得票率_国民主権党,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地球環境を育てる会,一人あたり得票率_子供の未来を守る党,一人あたり得票率_市民オンブズマン,一人あたり得票率_市民オンブズマン館山行政監視局,一人あたり得票率_市民ネットワ ーク・かしわ,一人あたり得票率_市民ネットワーク,一人あたり得票率_市民ネットワークちば,一人あたり得票率_市民ネットワーク・かしわ,一人あたり得票率_市民ネットワーク・のだ,一人あたり得票率_市民ネットワーク・ふなばし,一人あたり得票率_市民ネットワーク千葉県,一人あたり得票率_市民ネットワーク四街道,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_環境と行政を考える会,一人あたり得票率_社,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_習志野みんなの改革,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_茂原市民に５万円支給する党,一人あたり得票率_虐待から子供を守る党,一人あたり得票率_諸,一人あたり得票率_議席を減らします党,一人あたり得票率_闘う改革の会千葉,一人あたり得票率_青年自由,立候補者数_HAGE党,立候補者数_NHKから国民を守る党,立候補者数_いちはら市民ネット ワーク,立候補者数_いちはら市民ネットワーク,立候補者数_さくら・市民ネットワーク,立候補者数_たちあがれ日本,立候補者数_みどりの未来・のだ,立候補者数_みんなの党,立候補者数_コロナワクチン拒絶党,立候補者数_デモクラティア,立候補者数_ホリエモン新党,立候補者数_不登校を考える党,立候補者数_九十九里ネット・ニューウェーヴ,立候補者数_佐倉市民オンブズマン,立候補者数_公明党,立候補者数_公民党,立候補者数_動物愛護推進党,立候補者数_千葉の風21,立候補者数_千葉を元気にする会,立候補者数_国民主権党,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地球環境を育てる会,立候補者数_子供の未来を守る党,立候補者数_市民オンブズマン,立候補者数_市民オンブズマン館山行政監視局,立候補者数_市民ネットワ ーク・かしわ,立候補者数_市民ネットワーク,立候補者数_市民ネットワークちば,立候補者数_市民ネットワーク・かしわ,立候補者数_市民ネットワーク・のだ,立候補者数_市民ネットワーク・ふなばし,立候補者数_市民ネットワーク千葉県,立候補者数_市民ネットワーク四街道,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_環境と行政を考える会,立候補者数_社,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_習志野みんなの改革,立候補者数_自由党,立候補者数_自由民主党,立候補者数_茂原市民に５万円支給する党,立候補者数_虐待から子供を守る党,立候補者数_諸,立候補者数_議席を減らします党,立候補者数_闘う改革の会千葉,立候補者数_青年自由,当選者数_HAGE党,当選者数_NHKから国民を守る党,当選者数_いちはら市民ネット ワーク,当選者数_いちはら市民ネットワーク,当選者数_さくら・市民ネットワーク,当選者数_たちあがれ日本,当選者数_みどりの未来・のだ,当選者数_みんなの党,当選者数_コロナワクチン拒絶党,当選者数_デモクラティア,当選者数_ホリエモン新党,当選者数_不登校を考える党,当選者数_九十九里ネット・ニューウェーヴ,当選者数_佐倉市民オンブズマン,当選者数_公明党,当選者数_公民党,当選者数_動物愛護推進党,当選者数_千葉の風21,当選者数_千葉を元気にする会,当選者数_国民主権党,当選者数_国民会議,当選者数_国民民主党,当選者数_地球環境を育てる会,当選者数_子供の未来を守る党,当選者数_市民オンブズマン,当選者数_市民オンブズマン館山行政監視局,当選者数_市民ネットワ ーク・かしわ,当選者数_市民ネットワーク,当選者数_市民ネットワークちば,当選者数_市民ネットワーク・かしわ,当選者数_市民ネットワーク・のだ,当選者数_市民ネットワーク・ふなばし,当選者数_市民ネットワーク千葉県,当選者数_市民ネットワーク四街道,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_環境と行政を考える会,当選者数_社,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_習志野みんなの改革,当選者数_自由党,当選者数_自由民主党,当選者数_茂原市民に５万円支給する党,当選者数_虐待から子供を守る党,当選者数_諸,当選者数_議席を減らします党,当選者数_闘う改革の会千葉,当選者数_青年自由
富津市議会議員選挙（2000年04月16日投票）,富津市議会議員選挙,千葉県,富津市,20000416.0,2000.0,4.0,16.0,20000409.0,74.87,24.0,25.0,1.0416666666666667,43557.0,,,,任期満了,,,,,富津市議会議員選挙（2000年04月16日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0.0,0.75,0.25,0.0,0.7312477867859472,0.26875221321405274,,0.03848672562031301,0.044792035535675456,,32193.0,3.0,59.2,9.903534722511958,30.0,54.0,59.0,66.0,78.0,58.708333333333336,9.804247237237998,30.0,54.0,58.5,66.0,78.0,,,,,,,,,,,,,,,2186.0,,,,,,,,,,,,,,,,,,,,,,,,1195.73,,,,,28811.269999999997,,,,,,,,,,,,,,,,32192.999999999996,,,,,,,,,,,,,,,0.06790296027086634,,,,,,,,,,,,,,,,,,,,,,,,0.03714254651632343,,,,,0.8949544932128103,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.06790296027086634,,,,,,,,,,,,,,,,,,,,,,,,0.03714254651632343,,,,,0.0389110649222961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,22.0,,,,,,,,,,,,,,,
富津市議会議員選挙（2004年04月18日投票）,富津市議会議員選挙,千葉県,富津市,20040418.0,2004.0,4.0,18.0,20040411.0,71.32,22.0,27.0,1.2272727272727273,42835.0,,,-722.0,任期満了,74.87,,,,富津市議会議員選挙（2004年04月18日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.07407407407407407,0.045454545454545456,0.5925925925925926,0.4074074074074074,0.0,0.6818181818181818,0.3181818181818182,0.0,0.5865248892786685,0.4134751107213316,,0.03665780557991678,0.03758864642921196,,30569.989999999998,3.0,57.370370370370374,10.332072138619658,27.0,53.0,59.0,64.0,72.0,57.18181818181818,10.961238996143571,27.0,53.0,60.0,64.5,72.0,,,,,,,,,,,,,,,2351.0,,,,,,,,,,,,,,,,,,,,,,,,1199.04,,,,,27019.949999999997,,,,,,,,,,,,,,,,30569.989999999998,,,,,,,,,,,,,,,0.07690548802927316,,,,,,,,,,,,,,,,,,,,,,,,0.03922278024951922,,,,,0.8838717317212076,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.07690548802927316,,,,,,,,,,,,,,,,,,,,,,,,0.03922278024951922,,,,,0.0353548692688483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,,,
富津市議会議員選挙（2008年04月13日投票）,富津市議会議員選挙,千葉県,富津市,20080413.0,2008.0,4.0,13.0,20080406.0,67.99,22.0,24.0,1.0909090909090908,41608.0,,,-1227.0,任期満了,71.32,,,,富津市議会議員選挙（2008年04月13日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.75,0.20833333333333334,0.041666666666666664,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7838573372484423,0.18907111652223735,0.027071546229320346,0.043547629847135685,0.03781422330444747,0.027071546229320346,27926.0,3.0,58.375,10.915632902707321,31.0,52.0,61.0,66.25,74.0,59.04545454545455,10.332988974978381,31.0,52.5,61.0,66.75,74.0,,,,,,,,,,,,,,,2254.0,,,,,,,,,,,,,,,,,,,,,,,,1506.0,,,,,24166.0,,,,,,,,,,,,,,,,27926.0,,,,,,,,,,,,,,,0.08071331375778844,,,,,,,,,,,,,,,,,,,,,,,,0.053928238917138153,,,,,0.8653584473250734,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.08071331375778844,,,,,,,,,,,,,,,,,,,,,,,,0.053928238917138153,,,,,0.03933447487841243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,,,
富津市議会議員選挙（2012年04月22日投票）,富津市議会議員選挙,千葉県,富津市,20120422.0,2012.0,4.0,22.0,20120415.0,60.91,18.0,19.0,1.0555555555555556,40673.0,,,-935.0,任期満了,67.99,,,,富津市議会議員選挙（2012年04月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.8421052631578947,0.15789473684210525,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8900466151140369,0.10995338488596305,,0.05562791344462731,0.036651128295321016,,24431.99,3.0,61.26315789473684,10.284593000483566,44.0,55.5,61.0,70.5,78.0,61.27777777777778,10.566222680238907,44.0,55.25,61.5,70.75,78.0,,,,,,,,,,,,,,,2636.0,,,,,,,,,,,,,,,,,,,,,,,,1592.0,,,,,20203.989999999998,,,,,,,,,,,,,,,,24431.989999999998,,,,,,,,,,,,,,,0.10789133427117481,,,,,,,,,,,,,,,,,,,,,,,,0.06516047198775049,,,,,0.8269481937410746,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.10789133427117481,,,,,,,,,,,,,,,,,,,,,,,,0.06516047198775049,,,,,0.0486440113965338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,,
富津市議会議員選挙（2016年04月17日投票）,富津市議会議員選挙,千葉県,富津市,20160417.0,2016.0,4.0,17.0,20160410.0,60.35,16.0,22.0,1.375,39179.0,,,-1494.0,任期満了,60.91,,,,富津市議会議員選挙（2016年04月17日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.125,0.6363636363636364,0.36363636363636365,0.0,0.625,0.375,0.0,0.6694025951779367,0.3305974048220633,,0.04781447108413833,0.04132467560275791,,23350.999999999996,0.0,59.27272727272727,10.475867584734573,40.0,49.0,60.0,67.75,75.0,58.875,10.976537477729487,40.0,48.75,59.5,66.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富津市議会議員選挙（2020年04月19日投票）,富津市議会議員選挙,千葉県,富津市,20200419.0,2020.0,4.0,19.0,20200412.0,52.4,16.0,17.0,1.0625,,,,,任期満了,60.35,,,,富津市議会議員選挙（2020年04月19日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.625,0.3125,0.0625,0.6083949456974183,0.34703878184439096,0.04456627245819082,0.05530863142703802,0.06940775636887819,0.04456627245819082,19700.997,3.0,57.470588235294116,10.227515637952722,38.0,52.0,58.0,64.0,79.0,57.75,10.479145957567344,38.0,51.25,58.5,64.0,79.0,,,,,,,,,,,,,,,1803.227,,,,,,,,,,,,,,,,,,,,,,,,1256.0,,,,,16641.769999999997,,,,,,,,,,,,,,,,19700.996999999996,,,,,,,,,,,,,,,0.09152973324141923,,,,,,,,,,,,,,,,,,,,,,,,0.06375311868734361,,,,,0.8447171480712372,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.09152973324141923,,,,,,,,,,,,,,,,,,,,,,,,0.06375311868734361,,,,,0.056314476538082484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,
富里市議会議員選挙（2007年04月22日投票）,富里市議会議員選挙,千葉県,富里市,20070422.0,2007.0,4.0,22.0,20070415.0,44.5,20.0,26.0,1.3,40290.0,,,,任期満了,,,,,富里市議会議員選挙（2007年04月22日投票）,1.0,26.0,21.0,1.2380952380952381,0.0,0.0,0.0,0.11538461538461539,0.14285714285714285,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.7619047619047619,0.23809523809523808,0.0,0.7119555575608348,0.26754386925540424,0.020500573183760917,0.04187973868004911,0.03344298365692553,0.020500573183760917,22828.630000000005,4.0,59.53846153846154,8.449992122120904,31.0,58.0,60.5,64.5,73.0,59.04761904761905,8.807335635578585,31.0,58.0,60.0,65.0,71.0,,,,,,,,,,,,,,,4056.0,,,,,,,,,,,,,,,,,,,,,,,,1016.0,,,854.0,,16902.63,,,,,,,,,,,,,,,,22828.63,,,,,,,,,,,,,,,0.17767163425926127,,,,,,,,,,,,,,,,,,,,,,,,0.04450551785192541,,,0.03740916559600817,,0.7404136822928051,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.05922387808642043,,,,,,,,,,,,,,,,,,,,,,,,0.04450551785192541,,,0.03740916559600817,,0.03525779439489548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,16.0,,,,,,,,,,,,,,,
富里市議会議員選挙（2011年04月24日投票）,富里市議会議員選挙,千葉県,富里市,20110424.0,2011.0,4.0,24.0,20110417.0,39.82,18.0,22.0,1.2222222222222223,40060.0,,,-230.0,任期満了,44.5,,,,富里市議会議員選挙（2011年04月24日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.2222222222222222,0.6818181818181818,0.3181818181818182,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6583295454545455,0.3416704545454546,,0.043888636363636366,0.04881006493506494,,19360.000000000004,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913.0,,,,,,,,,,,,,,,,,,,,,,,,921.0,,,684.0,,13841.999999999998,,,,,,,,,,,,,,,,19360.0,,,,,,,,,,,,,,,0.20211776859504132,,,,,,,,,,,,,,,,,,,,,,,,0.04757231404958678,,,0.035330578512396696,,0.7149793388429752,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.06737258953168045,,,,,,,,,,,,,,,,,,,,,,,,0.04757231404958678,,,0.035330578512396696,,0.042057608167233834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,13.0,,,,,,,,,,,,,,,
富里市議会議員選挙（2015年04月26日投票）,富里市議会議員選挙,千葉県,富里市,20150426.0,2015.0,4.0,26.0,20150419.0,44.5,18.0,20.0,1.1111111111111112,39389.0,,,-671.0,任期満了,39.82,,,,富里市議会議員選挙（2015年04月26日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.75,0.2,0.05,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8371984213812741,0.13381269353704403,0.028988885081681987,0.055813228092084936,0.03345317338426101,0.028988885081681987,17247.989999999998,3.0,62.35,10.729748366108126,28.0,58.5,66.0,68.25,74.0,63.333333333333336,10.176225014982498,28.0,60.0,66.5,68.75,74.0,,,,,,,,,,,,,,,4017.0,,,,,,,,,,,,,,,,,,,,,,,,1268.0,,,,,11962.99,,,,,,,,,,,,,,,,17247.989999999998,,,,,,,,,,,,,,,0.23289670274623306,,,,,,,,,,,,,,,,,,,,,,,,0.07351581256714551,,,,,0.6935874846866216,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.07763223424874435,,,,,,,,,,,,,,,,,,,,,,,,0.07351581256714551,,,,,0.04334921779291385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,
富里市議会議員選挙（2019年04月21日投票）,富里市議会議員選挙,千葉県,富里市,20190421.0,2019.0,4.0,21.0,20190414.0,39.62,18.0,20.0,1.1111111111111112,40185.0,,,796.0,任期満了,44.5,,,,富里市議会議員選挙（2019年04月21日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.7,0.3,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7380572664906653,0.2619427335093347,,0.05271837617790466,0.04365712225155579,,15636.998,4.0,64.05,11.787599416335796,32.0,60.75,69.0,72.0,77.0,63.22222222222222,12.117735191562799,32.0,60.25,68.0,71.75,77.0,,,,,,,,,,,,,,,3776.0,,,,,,,,,,,,,,,,,,,,,,,,1010.0,,,,,9853.933,,,,,997.065,,,,,,,,,,,15636.998000000001,,,,,,,,,,,,,,,0.24147857536337855,,,,,,,,,,,,,,,,,,,,,,,,0.06459040283819183,,,,,0.6301678237728239,,,,,0.06376319802560568,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.08049285845445951,,,,,,,,,,,,,,,,,,,,,,,,0.06459040283819183,,,,,0.04201118825152159,,,,,0.06376319802560568,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,13.0,,,,,1.0,,,,,,,,,,
山武市議会議員補欠選挙（2014年04月20日投票）,山武市議会議員補欠選挙,千葉県,山武市,20140420.0,2014.0,4.0,20.0,20140413.0,46.66,2.0,5.0,2.5,,,,,その他,,,,,山武市議会議員補欠選挙（2014年04月20日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.4,0.0,1.0,0.0,,0.6960212477866888,0.3039787522133111,,0.23200708259556294,0.15198937610665555,19202.0,2.0,59.0,10.954451150103322,40.0,58.0,61.0,62.0,74.0,61.5,0.5,61.0,61.25,61.5,61.75,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3779.0,,,,,15423.0,,,,,,,,,,,,,,,,19202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19680241641495677,,,,,0.8031975835850432,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19680241641495677,,,,,0.2007993958962608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,
山武市議会議員補欠選挙（2018年04月15日投票）,山武市議会議員補欠選挙,千葉県,山武市,20180415.0,2018.0,4.0,15.0,20180408.0,48.06,2.0,5.0,2.5,,,,,その他,46.66,,,,山武市議会議員補欠選挙（2018年04月15日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.5,0.5,,0.6713232239302036,0.32867677606979645,,0.22377440797673454,0.16433838803489823,19256.0,1.0,49.6,12.435433245367852,33.0,43.0,44.0,62.0,66.0,54.5,11.5,43.0,48.75,54.5,60.25,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19256.0,,,,,,,,,,,,,,,,19256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
山武市議会議員選挙（2007年04月22日投票）,山武市議会議員選挙,千葉県,山武市,20070422.0,2007.0,4.0,22.0,20070415.0,67.17,24.0,33.0,1.375,48005.0,,,,任期満了,,,,,山武市議会議員選挙（2007年04月22日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.06060606060606061,0.08333333333333333,0.8181818181818182,0.15151515151515152,0.030303030303030304,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7869960486703462,0.1743687280481686,0.0386352232814852,0.029148001802605416,0.03487374560963372,0.0386352232814852,31888.0,3.0,58.24242424242424,6.937077819118308,38.0,55.0,59.0,63.0,73.0,56.5,6.13052471924984,38.0,52.0,57.5,60.0,67.0,,,,,,,,,,,,,,,4694.0,,,,,,,,,,,,,,,,,,,,,,,,1494.0,,,,,25699.999999999996,,,,,,,,,,,,,,,,31887.999999999996,,,,,,,,,,,,,,,0.1472027094831912,,,,,,,,,,,,,,,,,,,,,,,,0.04685148018063222,,,,,0.8059458103361766,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.049067569827730396,,,,,,,,,,,,,,,,,,,,,,,,0.02342574009031611,,,,,0.028783778940577737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,,,
