,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_ふくしま県民党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_草民党,得票数_sum_v,得票率_　,得票率_ふくしま県民党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_草民党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_ふくしま県民党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,一人あたり得票率_草民党,立候補者数_　,立候補者数_ふくしま県民党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,立候補者数_草民党,当選者数_　,当選者数_ふくしま県民党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党,当選者数_草民党
二本松市議会議員補欠選挙（2009年11月29日投票）,二本松市議会議員補欠選挙,福島県,二本松市,20091129.0,2009.0,11.0,29.0,20091122.0,無投票,1.0,1.0,1.0,50112.0,,,,その他,,,,,二本松市議会議員補欠選挙（2009年11月29日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
二本松市議会議員補欠選挙（2013年11月24日投票）,二本松市議会議員補欠選挙,福島県,二本松市,20131124.0,2013.0,11.0,24.0,20131117.0,無投票,2.0,2.0,1.0,,,,,辞職,,,,,二本松市議会議員補欠選挙（2013年11月24日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,56.0,3.0,53.0,54.5,56.0,57.5,59.0,56.0,3.0,53.0,54.5,56.0,57.5,59.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,
二本松市議会議員補欠選挙（2017年11月26日投票）,二本松市議会議員補欠選挙,福島県,二本松市,20171126.0,2017.0,11.0,26.0,20171119.0,無投票,1.0,1.0,1.0,,,,,任期満了/中田凉介議員の福島県議選出馬による辞職のため,,,,,二本松市議会議員補欠選挙（2017年11月26日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二本松市議会議員選挙（2006年06月04日投票）,二本松市議会議員選挙,福島県,二本松市,20060604.0,2006.0,6.0,4.0,20060528.0,80.23,0.0,49.0,,50481.0,,,,任期満了,,,,,二本松市議会議員選挙（2006年06月04日投票）,4.0,49.0,30.0,1.6333333333333333,0.0,0.0,0.0,0.04081632653061224,0.03333333333333333,0.8163265306122449,0.1836734693877551,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8406718609977099,0.15932813900229018,,0.021016796524942746,0.01770312655581002,,40172.0,4.0,56.91836734693877,6.558486431580041,33.0,53.0,58.0,62.0,69.0,55.766666666666666,6.9937273482901965,33.0,52.25,56.0,60.0,68.0,,,,1108.0,,,3887.42,,,34548.58,628.0,,,,,,40172.0,,,,0.02758139998008563,,,0.09676939161605098,,,0.8600164293537788,0.015632779050084637,,,,,,1.0,,,,0.02758139998008563,,,0.019353878323210196,,,0.020476581651280447,0.015632779050084637,,,,,,,,,1.0,,,5.0,,,42.0,1.0,,,,,,,,,1.0,,,4.0,,,25.0,0.0,,,,,
二本松市議会議員選挙（2010年06月06日投票）,二本松市議会議員選挙,福島県,二本松市,20100606.0,2010.0,6.0,6.0,20100528.0,,26.0,31.0,1.1923076923076923,49309.0,,,-1172.0,任期満了,80.23,,,,二本松市議会議員選挙（2010年06月06日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.03225806451612903,0.038461538461538464,0.8064516129032258,0.12903225806451613,0.06451612903225806,0.8846153846153846,0.07692307692307693,0.038461538461538464,0.8351170300781979,0.10606101043529317,0.05882195948650885,0.033404681203127916,0.026515252608823293,0.029410979743254424,37469.0,3.0,,,,,,,,,,,,,,,,,,1360.0,,,3554.0,,,32555.0,,,,,,,37469.0,,,,0.03629667191545011,,,0.09485174410846299,,,0.8688515839760869,,,,,,,1.0,,,,0.03629667191545011,,,0.03161724803615433,,,0.032179688295410624,,,,,,,,,,1.0,,,3.0,,,27.0,,,,,,,,,,1.0,,,3.0,,,22.0,,,,,,
二本松市議会議員選挙（2014年06月01日投票）,二本松市議会議員選挙,福島県,二本松市,20140601.0,2014.0,6.0,1.0,20140525.0,68.08,26.0,27.0,1.0384615384615383,47242.0,,,-2067.0,任期満了,,,,,二本松市議会議員選挙（2014年06月01日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.037037037037037035,0.038461538461538464,0.8518518518518519,0.14814814814814814,0.0,0.8846153846153846,0.11538461538461539,0.0,0.8725246072739116,0.12747539272608843,,0.03793585249017007,0.03186884818152211,,31732.995,4.0,60.333333333333336,6.3304086814418286,46.0,57.0,60.0,64.5,72.0,60.88461538461539,5.78011793250012,49.0,57.0,60.5,64.75,72.0,,,,1434.0,,665.0,3615.906,,,26018.088999999996,,,,,,,31732.994999999995,,,,0.045189557430680594,,0.020956105782010178,0.11394783253203804,,,0.8199065042552712,,,,,,,1.0,,,,0.045189557430680594,,0.020956105782010178,0.03798261084401268,,,0.03726847746614869,,,,,,,,,,1.0,,1.0,3.0,,,22.0,,,,,,,,,,1.0,,0.0,3.0,,,22.0,,,,,,
二本松市議会議員選挙（2018年06月03日投票）,二本松市議会議員選挙,福島県,二本松市,20180603.0,2018.0,6.0,3.0,20180527.0,64.96,22.0,23.0,1.0454545454545454,,,,,任期満了,68.08,,,,二本松市議会議員選挙（2018年06月03日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.043478260869565216,0.045454545454545456,0.9130434782608695,0.08695652173913043,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9099149914191875,0.0900850085808124,,0.0433292853056756,0.0450425042904062,,29766.995,3.0,62.04347826086956,7.339460120351022,46.0,58.0,64.0,67.5,76.0,61.72727272727273,7.349593793239177,46.0,58.0,63.0,67.0,76.0,,,,1539.0,,,3902.2160000000003,,,24325.779,,,,,,,29766.995,,,,0.051701557379238317,,,0.13109203666678482,,,0.8172064059539769,,,,,,,1.0,,,,0.051701557379238317,,,0.04369734555559494,,,0.04301086347126194,,,,,,,,,,1.0,,,3.0,,,19.0,,,,,,,,,,1.0,,,3.0,,,18.0,,,,,,
伊達市議会議員選挙（2006年04月23日投票）,伊達市議会議員選挙,福島県,伊達市,20060423.0,2006.0,4.0,23.0,20060416.0,,30.0,46.0,1.5333333333333334,56267.0,,,,任期満了,,,,,伊達市議会議員選挙（2006年04月23日投票）,5.0,46.0,30.0,1.5333333333333334,0.0,0.0,0.0,0.021739130434782608,0.03333333333333333,0.8260869565217391,0.17391304347826086,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8139883288344951,0.18601167116550493,,0.02142074549564461,0.023251458895688117,,42999.99,4.0,59.08695652173913,7.865240223967628,40.0,55.25,59.0,64.0,75.0,58.63333333333333,8.199525731542174,40.0,54.25,59.0,64.0,72.0,,,,1352.0,,,3683.0,816.6,,37148.39,,,,,,,42999.99,,,,0.031441867777178556,,,0.08565118270957738,0.018990702090860952,,0.8639162474223832,,,,,,,1.0,,,,0.031441867777178556,,,0.021412795677394344,0.018990702090860952,,0.021597906185559578,,,,,,,,,,1.0,,,4.0,1.0,,40.0,,,,,,,,,,1.0,,,3.0,1.0,,25.0,,,,,,
伊達市議会議員選挙（2010年04月25日投票）,伊達市議会議員選挙,福島県,伊達市,20100425.0,2010.0,4.0,25.0,20100418.0,70.14,26.0,29.0,1.1153846153846154,55661.0,,,-606.0,任期満了,,,,,伊達市議会議員選挙（2010年04月25日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.034482758620689655,0.038461538461538464,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.034482758620689655,,,38391.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊達市議会議員選挙（2014年04月27日投票）,伊達市議会議員選挙,福島県,伊達市,20140427.0,2014.0,4.0,27.0,20140420.0,,26.0,28.0,1.0769230769230769,,,,,任期満了,70.14,,,,伊達市議会議員選挙（2014年04月27日投票）,1.0,28.0,25.0,1.12,0.0,0.0,0.0,0.03571428571428571,0.04,0.75,0.21428571428571427,0.03571428571428571,0.84,0.12,0.04,0.8569300798176638,0.08892684111165683,0.05414307907067933,0.04080619427703161,0.014821140185276138,0.05414307907067933,31582.983999999997,5.0,62.07142857142857,8.4512407010897,37.0,56.75,63.5,67.5,74.0,61.84,8.656465791534096,37.0,56.0,64.0,67.0,74.0,,,,2200.0,,,1826.999,1282.5819999999999,,25478.403000000002,795.0,,,,,,31582.984000000004,,,,0.0696577625470728,,,0.05784757387079067,0.04060990563779533,,0.8067129755693762,0.025171782374964945,,,,,,1.0,,,,0.0696577625470728,,,0.028923786935395334,0.04060990563779533,,0.035074477198668526,0.025171782374964945,,,,,,,,,1.0,,,2.0,1.0,,23.0,1.0,,,,,,,,,1.0,,,2.0,1.0,,20.0,1.0,,,,,
伊達市議会議員選挙（2018年04月22日投票）,伊達市議会議員選挙,福島県,伊達市,20180422.0,2018.0,4.0,22.0,20180415.0,54.63,22.0,26.0,1.181818181818182,,,,,任期満了,,,,,伊達市議会議員選挙（2018年04月22日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.09090909090909091,0.5769230769230769,0.3076923076923077,0.11538461538461539,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.6468371315077344,0.23619302120378577,0.11696984728847976,0.04312247543384896,0.02952412765047322,0.038989949096159916,28113.988999999998,5.0,61.11538461538461,11.83322221244045,29.0,55.25,64.5,70.0,76.0,60.59090909090909,11.815471717236957,29.0,55.25,64.0,70.0,76.0,,,,3473.525,,,1952.663,,1354.51,20461.290999999997,872.0,,,,,,28113.988999999994,,,,0.12355148179079109,,,0.06945520964669939,,0.04817921782639953,0.7277975032287308,0.03101658750737934,,,,,,1.0,,,,0.061775740895395545,,,0.034727604823349696,,0.04817921782639953,0.03638987516143654,0.03101658750737934,,,,,,,,,2.0,,,2.0,,1.0,20.0,1.0,,,,,,,,,2.0,,,2.0,,1.0,16.0,1.0,,,,,
会津坂下町議会議員補欠選挙（2007年04月22日投票）,会津坂下町議会議員補欠選挙,福島県,会津坂下町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,1.0,1.0,1.0,14660.0,,,,その他,,,,,会津坂下町議会議員補欠選挙（2007年04月22日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
会津坂下町議会議員補欠選挙（2013年06月16日投票）,会津坂下町議会議員補欠選挙,福島県,会津坂下町,20130616.0,2013.0,6.0,16.0,20130611.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,会津坂下町議会議員補欠選挙（2013年06月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
会津坂下町議会議員補欠選挙（2017年06月11日投票）,会津坂下町議会議員補欠選挙,福島県,会津坂下町,20170611.0,2017.0,6.0,11.0,20170606.0,69.29,1.0,2.0,2.0,13478.0,,,,退職/斎藤善平議員の町長選出馬による辞職,,,,,会津坂下町議会議員補欠選挙（2017年06月11日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,8942.0,0.0,57.0,5.0,52.0,54.5,57.0,59.5,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
会津坂下町議会議員選挙（2008年03月23日投票）,会津坂下町議会議員選挙,福島県,会津坂下町,20080323.0,2008.0,3.0,23.0,20080318.0,76.82,16.0,18.0,1.125,14458.0,,,,任期満了,,,,,会津坂下町議会議員選挙（2008年03月23日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.2222222222222222,0.25,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.8923491457651763,0.10765085423482369,,0.05577182161032352,0.053825427117411846,,11004.000000000002,2.0,58.888888888888886,7.593044250342173,44.0,55.0,58.0,60.75,77.0,57.1875,6.023067636180088,44.0,54.75,57.5,60.0,70.0,,,,,,,,,,10312.000000000002,692.0,,,,,,11004.000000000002,,,,,,,,,,0.9371137768084333,0.0628862231915667,,,,,,1.0,,,,,,,,,,0.05512433981226078,0.0628862231915667,,,,,,,,,,,,,,,17.0,1.0,,,,,,,,,,,,,,,15.0,1.0,,,,,
会津坂下町議会議員選挙（2012年03月25日投票）,会津坂下町議会議員選挙,福島県,会津坂下町,20120325.0,2012.0,3.0,25.0,20120320.0,67.63,16.0,17.0,1.0625,14073.0,,,-385.0,任期満了,76.82,,,,会津坂下町議会議員選挙（2012年03月25日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.23529411764705882,0.25,0.6470588235294118,0.29411764705882354,0.0,0.6875,0.3125,0.0,0.6851004998404765,0.2929915984260342,,0.0622818636218615,0.058598319685206846,,9403.0,2.0,58.705882352941174,9.754424069484351,32.0,54.0,60.0,63.0,79.0,57.4375,8.587554584979358,32.0,54.0,59.5,62.25,71.0,,,,,,,,,,8605.0,798.0,,,,,,9403.0,,,,,,,,,,0.9151334680421143,0.08486653195788578,,,,,,1.0,,,,,,,,,,0.05719584175263214,0.08486653195788578,,,,,,,,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,15.0,1.0,,,,,
会津坂下町議会議員選挙（2016年03月27日投票）,会津坂下町議会議員選挙,福島県,会津坂下町,20160327.0,2016.0,3.0,27.0,20160322.0,68.5,16.0,18.0,1.125,13442.0,,,-631.0,任期満了,67.63,,,,会津坂下町議会議員選挙（2016年03月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.2222222222222222,0.25,0.7777777777777778,0.2222222222222222,0.0,0.8125,0.1875,0.0,0.7663623363766361,0.23363766362336377,,0.054740166884045434,0.05840941590584094,,9091.0,0.0,57.94444444444444,11.31111656843352,25.0,55.0,61.5,63.75,75.0,58.0,11.773911839316616,25.0,57.0,61.5,63.75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
会津坂下町議会議員選挙（2020年03月22日投票）,会津坂下町議会議員選挙,福島県,会津坂下町,20200322.0,2020.0,3.0,22.0,20200317.0,62.96,14.0,17.0,1.2142857142857142,,,,,任期満了,68.5,,,,会津坂下町議会議員選挙（2020年03月22日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.23529411764705882,0.2857142857142857,0.7647058823529411,0.23529411764705882,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8007755454163288,0.1992244545836712,,0.061598118878179134,0.0498061136459178,,8251.999,2.0,60.94117647058823,11.03188207629726,29.0,60.0,62.0,66.0,79.0,61.0,12.12435565298214,29.0,60.0,64.0,66.75,79.0,,,,,,,398.0,,,7853.999000000001,,,,,,,8251.999,,,,,,,0.04823073778850434,,,0.9517692622114958,,,,,,,1.0,,,,,,,0.04823073778850434,,,0.05948557888821849,,,,,,,,,,,,,1.0,,,16.0,,,,,,,,,,,,,1.0,,,13.0,,,,,,
会津美里町議会議員補欠選挙（2021年04月25日投票）,会津美里町議会議員補欠選挙,福島県,会津美里町,20210425.0,2021.0,4.0,25.0,20210420.0,無投票,2.0,2.0,1.0,17169.0,8217.0,8952.0,,その他/野中勝利議員の逝去、山内議員の辞職,,,,,会津美里町議会議員補欠選挙（2021年04月25日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,69.0,1.0,68.0,68.5,69.0,69.5,70.0,69.0,1.0,68.0,68.5,69.0,69.5,70.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,
会津美里町議会議員選挙（2005年11月13日投票）,会津美里町議会議員選挙,福島県,会津美里町,20051113.0,2005.0,11.0,13.0,20051108.0,75.32,0.0,34.0,,20534.0,,,,その他,,,,,会津美里町議会議員選挙（2005年11月13日投票）,3.0,34.0,26.0,1.3076923076923077,0.0,0.0,0.0,0.11764705882352941,0.07692307692307693,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.029411764705882353,,15350.0,4.0,55.88235294117647,7.873128931343,26.0,52.0,57.0,60.75,70.0,56.30769230769231,8.388495926286513,26.0,52.75,57.0,61.0,70.0,,,,,,,1008.0,432.0,,13399.0,511.0,,,,,,15350.0,,,,,,,0.06566775244299675,0.028143322475570033,,0.8728990228013029,0.03328990228013029,,,,,,1.0,,,,,,,0.03283387622149837,0.028143322475570033,,0.029096634093376764,0.03328990228013029,,,,,,,,,,,,2.0,1.0,,30.0,1.0,,,,,,,,,,,,2.0,1.0,,22.0,1.0,,,,,
会津美里町議会議員選挙（2009年10月25日投票）,会津美里町議会議員選挙,福島県,会津美里町,20091025.0,2009.0,10.0,25.0,20091020.0,69.74,18.0,20.0,1.1111111111111112,19833.0,,,-701.0,任期満了,75.32,,,,会津美里町議会議員選挙（2009年10月25日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7496883949235364,0.2503116050764635,,0.05354917106596689,0.04171860084607725,,13614.99,4.0,61.4,7.0950687100267045,51.0,56.0,61.0,65.25,78.0,61.22222222222222,7.08327886689299,51.0,56.25,61.0,65.0,78.0,,,,,,,792.0,668.0,,11459.99,695.0,,,,,,13614.99,,,,,,,0.05817117750361917,0.049063568904567686,,0.8417185763632584,0.0510466772285547,,,,,,1.0,,,,,,,0.05817117750361917,0.049063568904567686,,0.04951285743313285,0.0510466772285547,,,,,,,,,,,,1.0,1.0,,17.0,1.0,,,,,,,,,,,,1.0,1.0,,15.0,1.0,,,,,
会津美里町議会議員選挙（2013年10月27日投票）,会津美里町議会議員選挙,福島県,会津美里町,20131027.0,2013.0,10.0,27.0,20131022.0,63.85,18.0,20.0,1.1111111111111112,,,,,任期満了,69.74,,,,会津美里町議会議員選挙（2013年10月27日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.736223490333021,0.20739289668682395,0.05638361298015501,0.05258739216664436,0.04147857933736479,0.05638361298015501,11741.0,3.0,60.9,9.004998611882181,29.0,57.75,62.0,65.25,74.0,61.94444444444444,4.789713772731242,52.0,58.5,62.0,65.0,70.0,,,,,,,,499.0,,10644.0,598.0,,,,,,11741.0,,,,,,,,0.04250063878715612,,0.9065667319649093,0.05093262924793459,,,,,,1.0,,,,,,,,0.04250063878715612,,0.05036481844249496,0.05093262924793459,,,,,,,,,,,,,1.0,,18.0,1.0,,,,,,,,,,,,,1.0,,16.0,1.0,,,,,
会津美里町議会議員選挙（2017年10月29日投票）,会津美里町議会議員選挙,福島県,会津美里町,20171029.0,2017.0,10.0,29.0,20171024.0,63.97,16.0,21.0,1.3125,,,,,任期満了,63.85,,,,会津美里町議会議員選挙（2017年10月29日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.047619047619047616,0.0625,0.7142857142857143,0.2857142857142857,0.0,0.8125,0.1875,0.0,0.7705530984743021,0.22944690152569786,,0.051370206564953474,0.03824115025428298,,11363.98,0.0,62.904761904761905,9.792634559196893,33.0,60.0,66.0,69.0,78.0,63.5,7.3569694847810805,42.0,59.75,65.5,69.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
会津若松市議会議員選挙（2003年04月27日投票）,会津若松市議会議員選挙,福島県,会津若松市,20030427.0,2003.0,4.0,27.0,20030420.0,69.65,30.0,37.0,1.2333333333333334,89044.0,,,,任期満了,,,,,会津若松市議会議員選挙（2003年04月27日投票）,1.0,37.0,30.0,1.2333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.02702702702702703,,,60751.0,6.0,,,,,,,,,,,,,,,,,,5841.0,,,3189.0,1922.0,,43079.0,5235.0,,,,1485.0,,60751.0,,,,0.09614656548863393,,,0.052492963078797056,0.03163733930305674,,0.7091076690095637,0.08617142104656714,,,,0.02444404207338151,,1.0,,,,0.032048855162877976,,,0.026246481539398528,0.03163733930305674,,0.02626324700035421,0.02872380701552238,,,,0.02444404207338151,,,,,3.0,,,2.0,1.0,,27.0,3.0,,,,1.0,,,,,3.0,,,2.0,1.0,,20.0,3.0,,,,1.0,
会津若松市議会議員選挙（2007年04月22日投票）,会津若松市議会議員選挙,福島県,会津若松市,20070422.0,2007.0,4.0,22.0,20070415.0,69.63,30.0,44.0,1.4666666666666666,101132.0,,,12088.0,任期満了,69.65,,,,会津若松市議会議員選挙（2007年04月22日投票）,1.0,44.0,30.0,1.4666666666666666,0.0,0.0,0.0,0.11363636363636363,0.1,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7666666666666667,0.16666666666666666,0.06666666666666667,0.7419667457050172,0.1709500603697831,0.08708319392519966,0.023186460803281787,0.02136875754622289,0.021770798481299914,68743.0,6.0,54.45454545454545,7.992765323757553,35.0,49.0,54.0,59.0,71.0,53.5,7.112196097783956,37.0,48.25,53.5,58.0,68.0,,,,5755.82,,,3399.63,3873.01,,49112.72,4683.82,,,,1918.0,,68743.0,,,,0.08372954337168875,,,0.04945419897298634,0.056340427388970514,,0.7144395793026199,0.06813522831415562,,,,0.027901022649578867,,1.0,,,,0.02790984779056292,,,0.02472709948649317,0.028170213694485257,,0.021649684221291512,0.02271174277138521,,,,0.027901022649578867,,,,,3.0,,,2.0,2.0,,33.0,3.0,,,,1.0,,,,,3.0,,,2.0,1.0,,20.0,3.0,,,,1.0,
会津若松市議会議員選挙（2011年08月07日投票）,会津若松市議会議員選挙,福島県,会津若松市,20110807.0,2011.0,8.0,7.0,20110731.0,59.98,30.0,32.0,1.0666666666666669,100195.0,,,-937.0,任期満了,69.63,,,,会津若松市議会議員選挙（2011年08月07日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.15625,0.13333333333333333,0.75,0.15625,0.09375,0.8,0.13333333333333333,0.06666666666666667,0.7847449791976989,0.12850172068416457,0.08675330011813652,0.03269770746657079,0.025700344136832913,0.028917766706045508,58407.0,7.0,56.375,5.743202503830071,42.0,52.75,57.5,62.0,64.0,56.7,5.774368652357877,42.0,53.0,58.0,62.0,64.0,,,2702.0,6835.0,,,2889.0,5684.35,,32076.65,5220.0,,,,3000.0,,58407.0,,,0.046261578235485476,0.1170236444261818,,,0.04946324926806718,0.09732309483452327,,0.5491918776858938,0.08937284914479429,,,,0.05136370640505419,,1.0,,,0.046261578235485476,0.039007881475393934,,,0.02473162463403359,0.032441031611507756,,0.030510659871438545,0.02979094971493143,,,,0.025681853202527093,,,,1.0,3.0,,,2.0,3.0,,18.0,3.0,,,,2.0,,,,1.0,3.0,,,2.0,3.0,,16.0,3.0,,,,2.0,
