,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
弘前市議会議員補欠選挙（2018年04月08日投票）,弘前市議会議員補欠選挙,青森県,弘前市,20180408.0,2018.0,4.0,8.0,20180401.0,53.31,1.0,2.0,2.0,,,,,死亡/柳田誠逸議員の死去,58.0,,,,弘前市議会議員補欠選挙（2018年04月08日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,73944.0,2.0,45.0,3.0,42.0,43.5,45.0,46.5,48.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,,,,22547.0,,51397.0,,,,73944.0,,,,0.3049199394136103,,0.6950800605863897,,,,1.0,,,,0.3049199394136103,,0.6950800605863897,,,,,,,1.0,,1.0,,,,,,,0.0,,1.0,,,
弘前市議会議員選挙（1999年04月25日投票）,弘前市議会議員選挙,青森県,弘前市,19990425.0,1999.0,4.0,25.0,19990418.0,64.06,36.0,42.0,1.1666666666666667,137743.0,,,,任期満了,,,,,弘前市議会議員選挙（1999年04月25日投票）,1.0,42.0,36.0,1.1666666666666667,0.0,0.0,0.0,0.023809523809523808,0.027777777777777776,0.6666666666666666,0.30952380952380953,0.023809523809523808,0.7777777777777778,0.19444444444444445,0.027777777777777776,0.7468891712163354,0.22547219265414506,0.027638636129519625,0.026674613257726264,0.01734401481954962,0.027638636129519625,87369.00000000001,5.0,54.904761904761905,8.986258090391138,35.0,48.25,52.5,61.0,77.0,54.916666666666664,9.446854267720846,35.0,48.75,52.0,62.25,77.0,5031.49,,,8809.02,,64836.1,6277.63,,2414.76,87368.99999999999,0.05758896175989196,,,0.10082546440957321,,0.7420950222619008,0.07185191543911457,,0.027638636129519632,1.0,0.02879448087994598,,,0.025206366102393303,,0.022487727947330328,0.03592595771955728,,0.027638636129519632,2.0,,,4.0,,33.0,2.0,,1.0,2.0,,,4.0,,27.0,2.0,,1.0
弘前市議会議員選挙（2003年04月27日投票）,弘前市議会議員選挙,青森県,弘前市,20030427.0,2003.0,4.0,27.0,20030420.0,57.07,32.0,38.0,1.1875,138710.0,,,967.0,任期満了,64.06,,,,弘前市議会議員選挙（2003年04月27日投票）,1.0,38.0,32.0,1.1875,0.0,0.0,0.0,0.07894736842105263,0.09375,0.7368421052631579,0.2631578947368421,0.0,0.8125,0.1875,0.0,0.7742923834495108,0.22570761655048924,,0.0276532994089111,0.022570761655048923,,78185.0,5.0,56.63157894736842,9.82322985964119,31.0,51.0,56.0,64.0,75.0,55.9375,10.231500073303035,31.0,50.5,56.0,64.0,75.0,5736.9,,,7420.52,,55438.2,7540.610000000001,,2048.77,78185.0,0.07337596725714651,,,0.09490976530024942,,0.7090643985419197,0.09644573767346679,,0.026204131227217497,1.0,0.036687983628573256,,,0.023727441325062354,,0.025323728519354275,0.03214857922448893,,0.026204131227217497,2.0,,,4.0,,28.0,3.0,,1.0,2.0,,,3.0,,23.0,3.0,,1.0
弘前市議会議員選挙（2007年04月22日投票）,弘前市議会議員選挙,青森県,弘前市,20070422.0,2007.0,4.0,22.0,20070415.0,59.77,34.0,44.0,1.2941176470588236,151568.0,,,12858.0,任期満了,57.07,,,,弘前市議会議員選挙（2007年04月22日投票）,1.0,44.0,34.0,1.2941176470588236,0.0,0.0,0.0,0.09090909090909091,0.058823529411764705,0.7272727272727273,0.20454545454545456,0.06818181818181818,0.7352941176470589,0.17647058823529413,0.08823529411764706,0.7578395149858587,0.1705782579690374,0.07158222704510388,0.023682484843308083,0.018953139774337487,0.02386074234836796,89443.98999999999,4.0,56.75,8.66320589410389,35.0,53.0,57.5,60.0,73.0,56.85294117647059,8.842186158149088,35.0,53.25,59.0,60.0,72.0,6028.0,,,6759.93,,69641.84999999999,7014.21,,,89443.98999999999,0.0673941312322941,,,0.07557724113157296,,0.7786084900729495,0.0784201375631834,,,1.0,0.03369706561614705,,,0.02519241371052432,,0.021628013613137487,0.02614004585439447,,,2.0,,,3.0,,36.0,3.0,,,2.0,,,3.0,,27.0,2.0,,
弘前市議会議員選挙（2011年04月24日投票）,弘前市議会議員選挙,青森県,弘前市,20110424.0,2011.0,4.0,24.0,20110417.0,50.83,34.0,36.0,1.0588235294117647,149663.0,,,-1905.0,任期満了,59.77,,,,弘前市議会議員選挙（2011年04月24日投票）,1.0,36.0,34.0,1.0588235294117647,0.0,0.0,0.0,0.08333333333333333,0.08823529411764706,0.75,0.25,0.0,0.7647058823529411,0.23529411764705882,0.0,0.7531270397357168,0.24687296026428315,,0.027893594064285807,0.027430328918253685,,75071.0,4.0,,,,,,,,,,,,,,,5888.0,,,6165.0,,57614.0,5404.0,,,75071.0,0.07843241731161167,,,0.08212225759614232,,0.7674601377362763,0.07198518735596968,,,1.0,0.039216208655805836,,,0.027374085865380773,,0.026464142680561253,0.03599259367798484,,,2.0,,,3.0,,29.0,2.0,,,2.0,,,3.0,,27.0,2.0,,
弘前市議会議員選挙（2015年04月26日投票）,弘前市議会議員選挙,青森県,弘前市,20150426.0,2015.0,4.0,26.0,20150419.0,47.88,28.0,36.0,1.2857142857142858,,,,,任期満了,50.83,,,,弘前市議会議員選挙（2015年04月26日投票）,1.0,36.0,28.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.7222222222222222,0.19444444444444445,0.08333333333333333,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.7841415636853758,0.14062302647628944,0.0752354098383347,0.03015929091097599,0.020089003782327062,0.025078469946111567,69355.64,4.0,58.97222222222222,10.740593070504666,32.0,56.25,61.5,67.0,74.0,60.607142857142854,8.816945072311796,32.0,57.75,62.0,67.0,73.0,5376.0,,,7371.63,,53750.01,2858.0,,,69355.64,0.07751352305306389,,,0.1062873906145196,,0.7749911903343405,0.041207895998076005,,,1.0,0.038756761526531944,,,0.035429130204839863,,0.02583303967781135,0.041207895998076005,,,2.0,,,3.0,,30.0,1.0,,,2.0,,,3.0,,22.0,1.0,,
弘前市議会議員選挙（2019年04月21日投票）,弘前市議会議員選挙,青森県,弘前市,20190421.0,2019.0,4.0,21.0,20190414.0,47.93,28.0,36.0,1.2857142857142858,,,,,任期満了,47.88,,,,弘前市議会議員選挙（2019年04月21日投票）,1.0,36.0,28.0,1.2857142857142858,0.0,0.0,0.0,0.027777777777777776,0.03571428571428571,,,,,,,,,,,,,68775.0,5.0,58.94444444444444,12.135678446548619,28.0,51.0,63.0,68.25,76.0,59.142857142857146,11.204955172072902,28.0,55.0,62.5,66.5,72.0,5200.0,,,5763.0,,52683.0,1099.0,4030.0,,68775.0,0.07560886950199927,,,0.08379498364231189,,0.7660196292257361,0.015979643765903308,0.05859687386404944,,1.0,0.037804434750999635,,,0.027931661214103964,,0.026414469973301245,0.015979643765903308,0.05859687386404944,,2.0,,,3.0,,29.0,1.0,1.0,,2.0,,,3.0,,22.0,0.0,1.0,
新郷村議会議員選挙（2008年07月13日投票）,新郷村議会議員選挙,青森県,新郷村,20080713.0,2008.0,7.0,13.0,20080708.0,85.13,8.0,10.0,1.25,2750.0,,,,任期満了,,,,,新郷村議会議員選挙（2008年07月13日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.6,0.4,0.0,0.75,0.25,0.0,0.6205450643776823,0.3794549356223176,,0.10342417739628039,0.0948637339055794,,2330.0,2.0,64.4,6.740919818541088,55.0,58.5,65.5,70.75,72.0,64.0,6.855654600401044,55.0,57.25,65.5,70.25,72.0,,,,207.0,,2123.0,,,,2330.0,,,,0.08884120171673819,,0.9111587982832619,,,,1.0,,,,0.08884120171673819,,0.10123986647591798,,,,,,,1.0,,9.0,,,,,,,1.0,,7.0,,,
新郷村議会議員選挙（2012年07月08日投票）,新郷村議会議員選挙,青森県,新郷村,20120708.0,2012.0,7.0,8.0,20120703.0,83.71,8.0,9.0,1.125,2541.0,,,-209.0,任期満了,85.13,,,,新郷村議会議員選挙（2012年07月08日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6554502369668247,0.34454976303317536,,0.10924170616113744,0.11484992101105845,,2110.0,1.0,63.666666666666664,10.402991022884823,40.0,59.0,66.0,73.0,76.0,63.375,10.999289749797484,40.0,59.0,63.0,73.25,76.0,,,,,,2110.0,,,,2110.0,,,,,,1.0,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,9.0,,,,,,,,,8.0,,,
新郷村議会議員選挙（2016年07月17日投票）,新郷村議会議員選挙,青森県,新郷村,20160717.0,2016.0,7.0,17.0,20160712.0,無投票,8.0,8.0,1.0,,,,,任期満了,83.71,,,,新郷村議会議員選挙（2016年07月17日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,1.0,63.625,7.8888766627448295,44.0,63.0,65.5,68.5,70.0,63.625,7.8888766627448295,44.0,63.0,65.5,68.5,70.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,8.0,,,
新郷村議会議員選挙（2020年07月05日投票）,新郷村議会議員選挙,青森県,新郷村,20200705.0,2020.0,7.0,5.0,20200630.0,83.33,8.0,10.0,1.25,2147.0,,,,任期満了,,,,,新郷村議会議員選挙（2020年07月05日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.7,0.3,0.0,0.625,0.375,0.0,0.6988222097588335,0.3011777902411666,,0.09983174425126193,0.10039259674705553,,1783.0,1.0,66.6,8.039900496896712,48.0,64.0,69.5,71.75,75.0,65.75,8.728545125048045,48.0,61.5,69.0,71.75,75.0,,,,,,1783.0,,,,1783.0,,,,,,1.0,,,,1.0,,,,,,0.1,,,,,,,,,10.0,,,,,,,,,8.0,,,
東北町議会議員補欠選挙（2021年04月18日投票）,東北町議会議員補欠選挙,青森県,東北町,20210418.0,2021.0,4.0,18.0,20210413.0,76.95,1.0,3.0,3.0,14622.0,7064.0,7558.0,,その他,,,,,東北町議会議員補欠選挙（2021年04月18日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,10768.0,1.0,59.333333333333336,7.363574011458175,50.0,55.0,60.0,64.0,68.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,,,,,,10768.0,,,,10768.0,,,,,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,3.0,,,,,,,,,1.0,,,
東北町議会議員選挙（2010年09月26日投票）,東北町議会議員選挙,青森県,東北町,20100926.0,2010.0,9.0,26.0,,,16.0,18.0,1.125,,,,,その他,,,,,東北町議会議員選挙（2010年09月26日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.9444444444444444,0.05555555555555555,0.0,0.9375,0.0625,0.0,0.9114224649726905,0.08857753502730943,,0.05361308617486415,0.08857753502730943,,12633.0,3.0,59.611111111111114,10.242281044164642,36.0,57.5,61.0,66.5,73.0,60.5,9.981232388838565,36.0,58.5,61.0,67.75,73.0,,,,482.0,254.0,11897.0,,,,12633.0,,,,0.03815404100372041,0.0201060714003008,0.9417398875959788,,,,1.0,,,,0.03815404100372041,0.0201060714003008,0.058858742974748676,,,,,,,1.0,1.0,16.0,,,,,,,1.0,0.0,15.0,,,
東北町議会議員選挙（2014年09月28日投票）,東北町議会議員選挙,青森県,東北町,20140928.0,2014.0,9.0,28.0,20140923.0,77.9,16.0,20.0,1.25,15768.0,,,,任期満了,,,,,東北町議会議員選挙（2014年09月28日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0,0.7,0.3,0.0,0.6875,0.3125,0.0,0.6644542772861357,0.3355457227138643,,0.04746101980615255,0.05592428711897738,,12204.0,2.0,59.55,12.310463029472123,34.0,50.0,62.5,66.75,77.0,60.3125,9.498149490821882,41.0,54.0,62.5,66.0,77.0,,,,486.0,,11718.0,,,,12204.0,,,,0.03982300884955752,,0.9601769911504425,,,,1.0,,,,0.03982300884955752,,0.050535631113181184,,,,,,,1.0,,19.0,,,,,,,1.0,,15.0,,,
東北町議会議員選挙（2018年09月23日投票）,東北町議会議員選挙,青森県,東北町,20180923.0,2018.0,9.0,23.0,20180918.0,69.97,16.0,17.0,1.0625,15221.0,,,-547.0,任期満了,77.9,,,,東北町議会議員選挙（2018年09月23日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.8125,0.125,0.0625,0.8206712940952743,0.11761909289721403,0.06170961300751165,0.06312856108425187,0.039206364299071345,0.06170961300751165,10517.0,2.0,62.294117647058826,9.20846609109601,38.0,58.0,66.0,68.0,75.0,62.1875,9.481684647255465,38.0,57.25,66.0,68.0,75.0,,,,480.0,,10037.0,,,,10517.0,,,,0.045640391746695826,,0.9543596082533041,,,,1.0,,,,0.045640391746695826,,0.05964747551583151,,,,,,,1.0,,16.0,,,,,,,1.0,,15.0,,,
東通村議会議員補欠選挙（2017年03月19日投票）,東通村議会議員補欠選挙,青森県,東通村,20170319.0,2017.0,3.0,19.0,20170314.0,56.86,2.0,4.0,2.0,,,,,その他/二本柳貞一議員、花部悦男議員の死去による,,,,,東通村議会議員補欠選挙（2017年03月19日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.22366790582403964,0.7763320941759604,,0.11183395291201982,0.3881660470879802,3228.0,0.0,65.0,3.5355339059327378,61.0,61.75,65.0,68.25,69.0,68.5,0.5,68.0,68.25,68.5,68.75,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東通村議会議員選挙（2007年04月22日投票）,東通村議会議員選挙,青森県,東通村,20070422.0,2007.0,4.0,22.0,20070417.0,89.46,16.0,17.0,1.0625,6354.0,,,,任期満了,,,,,東通村議会議員選挙（2007年04月22日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.875,0.125,0.0,0.8444389198833018,0.15556108011669822,,0.06031706570595013,0.051853693372232744,,5470.52,1.0,57.76470588235294,9.162130575264724,31.0,56.0,58.0,63.0,74.0,59.4375,6.451441214953446,49.0,56.0,58.0,63.0,74.0,,,,,,5470.52,,,,5470.52,,,,,,1.0,,,,1.0,,,,,,0.058823529411764705,,,,,,,,,17.0,,,,,,,,,16.0,,,
東通村議会議員選挙（2011年04月24日投票）,東通村議会議員選挙,青森県,東通村,20110424.0,2011.0,4.0,24.0,20110419.0,86.59,14.0,16.0,1.1428571428571428,6049.0,,,-305.0,任期満了,89.46,,,,東通村議会議員選挙（2011年04月24日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.8125,0.125,0.0625,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8162871478193747,0.09011964492473948,0.09359320725588575,0.06279131906302883,0.04505982246236974,0.09359320725588575,5182.0,1.0,,,,,,,,,,,,,,,,,,,,5182.0,,,,5182.0,,,,,,1.0,,,,1.0,,,,,,0.0625,,,,,,,,,16.0,,,,,,,,,14.0,,,
東通村議会議員選挙（2015年04月26日投票）,東通村議会議員選挙,青森県,東通村,20150426.0,2015.0,4.0,26.0,20150421.0,83.12,14.0,15.0,1.0714285714285714,,,,,任期満了,86.59,,,,東通村議会議員選挙（2015年04月26日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8855105892220592,0.05871251834766198,0.055776892430278883,0.06811619917092762,0.05871251834766198,0.055776892430278883,4769.0,1.0,62.86666666666667,7.727584069782454,42.0,59.5,64.0,67.0,74.0,62.5,7.871739687914338,42.0,59.25,64.0,65.75,74.0,,,,,,4769.0,,,,4769.0,,,,,,1.0,,,,1.0,,,,,,0.06666666666666667,,,,,,,,,15.0,,,,,,,,,14.0,,,
東通村議会議員選挙（2019年04月21日投票）,東通村議会議員選挙,青森県,東通村,20190421.0,2019.0,4.0,21.0,20190416.0,79.58,14.0,15.0,1.0714285714285714,,,,,任期満了,83.12,,,,東通村議会議員選挙（2019年04月21日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.9285714285714286,0.07142857142857142,0.0,0.9476930105070809,0.05230698949291914,,0.07289946234669853,0.02615349474645957,,4378.0,2.0,65.86666666666666,7.4910316749801265,46.0,63.0,68.0,70.0,78.0,66.07142857142857,7.713293586995356,46.0,63.25,68.0,70.0,78.0,,,,,,3325.0,,,1053.0,4378.0,,,,,,0.7594792142530836,,,0.2405207857469164,1.0,,,,,,0.0632899345210903,,,0.08017359524897213,,,,,,12.0,,,3.0,,,,,,11.0,,,3.0
板柳町議会議員補欠選挙（2007年04月22日投票）,板柳町議会議員補欠選挙,青森県,板柳町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,1.0,1.0,1.0,13189.0,,,,その他,,,,,板柳町議会議員補欠選挙（2007年04月22日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
板柳町議会議員補欠選挙（2011年04月24日投票）,板柳町議会議員補欠選挙,青森県,板柳町,20110424.0,2011.0,4.0,24.0,20110419.0,66.07,1.0,2.0,2.0,12790.0,,,-399.0,その他,,,,,板柳町議会議員補欠選挙（2011年04月24日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6814717477003942,0.3185282522996058,,0.6814717477003942,0.3185282522996058,7610.0,1.0,,,,,,,,,,,,,,,,,,,,7610.0,,,,7610.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
板柳町議会議員補欠選挙（2015年04月26日投票）,板柳町議会議員補欠選挙,青森県,板柳町,20150426.0,2015.0,4.0,26.0,20150421.0,72.22,2.0,4.0,2.0,12185.0,,,-605.0,その他,66.07,,,,板柳町議会議員補欠選挙（2015年04月26日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,0.5,,0.8005963029218843,0.19940369707811567,,0.26686543430729476,0.19940369707811567,8385.0,1.0,55.0,14.300349646075091,31.0,51.25,60.5,64.25,68.0,47.0,16.0,31.0,39.0,47.0,55.0,63.0,,,,,,8385.0,,,,8385.0,,,,,,1.0,,,,1.0,,,,,,0.25,,,,,,,,,4.0,,,,,,,,,2.0,,,
板柳町議会議員補欠選挙（2019年04月21日投票）,板柳町議会議員補欠選挙,青森県,板柳町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,1.0,1.0,1.0,,,,,死亡,72.22,,,,板柳町議会議員補欠選挙（2019年04月21日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
板柳町議会議員選挙（2008年02月17日投票）,板柳町議会議員選挙,青森県,板柳町,20080217.0,2008.0,2.0,17.0,20080212.0,74.7,12.0,15.0,1.25,13180.0,,,,任期満了,,,,,板柳町議会議員選挙（2008年02月17日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.7727473200612558,0.09433384379785605,0.1329188361408882,0.07024975636920507,0.04716692189892802,0.0664594180704441,9795.0,2.0,60.93333333333333,8.543743649920422,44.0,56.5,62.0,64.0,79.0,60.75,6.32620212555158,51.0,56.75,61.0,63.5,75.0,,,,1097.0,,8698.0,,,,9795.0,,,,0.11199591628381828,,0.8880040837161818,,,,1.0,,,,0.11199591628381828,,0.06342886312258442,,,,,,,1.0,,14.0,,,,,,,1.0,,11.0,,,
板柳町議会議員選挙（2012年02月19日投票）,板柳町議会議員選挙,青森県,板柳町,20120219.0,2012.0,2.0,19.0,20120214.0,68.86,12.0,14.0,1.1666666666666667,12731.0,,,-449.0,任期満了,74.7,,,,板柳町議会議員選挙（2012年02月19日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7857142857142857,0.21428571428571427,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7859770114942529,0.21402298850574714,,0.07145245559038663,0.07134099616858237,,8700.0,1.0,61.214285714285715,10.671581563255957,36.0,60.0,63.5,66.75,79.0,61.083333333333336,11.492449211934282,36.0,58.75,63.5,67.5,79.0,,,,,,8700.0,,,,8700.0,,,,,,1.0,,,,1.0,,,,,,0.07142857142857142,,,,,,,,,14.0,,,,,,,,,12.0,,,
板柳町議会議員選挙（2016年02月21日投票）,板柳町議会議員選挙,青森県,板柳町,20160221.0,2016.0,2.0,21.0,20160216.0,65.94,12.0,13.0,1.0833333333333333,12104.0,,,-627.0,任期満了,68.86,,,,板柳町議会議員選挙（2016年02月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.75,0.16666666666666666,0.08333333333333333,0.6735961150353179,0.18336654894046417,0.14303733602421795,0.074844012781702,0.061122182980154725,0.14303733602421795,7928.0,0.0,61.30769230769231,11.309523661224066,32.0,59.0,64.0,68.0,75.0,61.75,11.66279697728351,32.0,59.0,65.5,68.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
板柳町議会議員選挙（2020年02月16日投票）,板柳町議会議員選挙,青森県,板柳町,20200216.0,2020.0,2.0,16.0,20200211.0,61.42,12.0,13.0,1.0833333333333333,,,,,任期満了,65.94,,,,板柳町議会議員選挙（2020年02月16日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.23076923076923078,0.0,0.75,0.25,0.0,0.7382607354864238,0.2617392645135762,,0.07382607354864237,0.0872464215045254,,7146.998,1.0,61.92307692307692,11.763447548438004,36.0,54.0,63.0,71.0,79.0,61.083333333333336,11.863517840655676,36.0,53.0,63.0,68.75,79.0,,,,,,7146.998,,,,7146.998,,,,,,1.0,,,,1.0,,,,,,0.07692307692307693,,,,,,,,,13.0,,,,,,,,,12.0,,,
横浜町議会議員補欠選挙（2004年12月12日投票）,横浜町議会議員補欠選挙,青森県,横浜町,20041212.0,2004.0,12.0,12.0,20041207.0,66.64,2.0,3.0,1.5,4557.0,,,,その他,,,,,横浜町議会議員補欠選挙（2004年12月12日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,2985.0,2.0,59.666666666666664,4.027681991198191,54.0,58.0,62.0,62.5,63.0,58.5,4.5,54.0,56.25,58.5,60.75,63.0,,,,578.0,,2407.0,,,,2985.0,,,,0.19363484087102178,,0.8063651591289782,,,,1.0,,,,0.19363484087102178,,0.4031825795644891,,,,,,,1.0,,2.0,,,,,,,0.0,,2.0,,,
横浜町議会議員選挙（2003年04月13日投票）,横浜町議会議員選挙,青森県,横浜町,20030413.0,2003.0,4.0,13.0,20030404.0,89.48,14.0,16.0,1.1428571428571428,4553.0,,,,任期満了,,,,,横浜町議会議員選挙（2003年04月13日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6907888229475766,0.30921117705242335,,0.06907888229475766,0.05153519617540389,,4044.0,2.0,60.8125,9.16664299239367,40.0,58.75,64.0,66.0,73.0,60.5,9.730291435952545,40.0,56.25,64.0,66.0,73.0,,,,347.0,,3697.0,,,,4044.0,,,,0.08580613254203759,,0.9141938674579624,,,,1.0,,,,0.08580613254203759,,0.06094625783053083,,,,,,,1.0,,15.0,,,,,,,1.0,,13.0,,,
横浜町議会議員選挙（2007年04月22日投票）,横浜町議会議員選挙,青森県,横浜町,20070422.0,2007.0,4.0,22.0,20070417.0,84.29,10.0,11.0,1.1,4450.0,,,-103.0,任期満了,89.48,,,,横浜町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9,0.1,0.0,0.9245823260811173,0.07541767391888261,,0.09245823260811173,0.07541767391888261,,3722.9999999999995,2.0,61.27272727272727,8.85325732650171,44.0,57.5,65.0,68.0,70.0,60.6,9.013323471395,44.0,56.75,64.5,67.75,70.0,,,,433.0,,3289.9999999999995,,,,3722.9999999999995,,,,0.11630405586892292,,0.8836959441310771,,,,1.0,,,,0.11630405586892292,,0.08836959441310771,,,,,,,1.0,,10.0,,,,,,,1.0,,9.0,,,
