,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_地域政党いわて,得票数_幸福実現党,得票数_政党こどもの涙ゼロ,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_地域政党いわて,得票率_幸福実現党,得票率_政党こどもの涙ゼロ,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いわて,一人あたり得票率_幸福実現党,一人あたり得票率_政党こどもの涙ゼロ,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党いわて,立候補者数_幸福実現党,立候補者数_政党こどもの涙ゼロ,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党いわて,当選者数_幸福実現党,当選者数_政党こどもの涙ゼロ,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_青年自由
盛岡市議会議員選挙（2011年08月28日投票）,盛岡市議会議員選挙,岩手県,盛岡市,20110828.0,2011.0,8.0,28.0,20110821.0,48.87,38.0,47.0,1.236842105263158,236640.0,,,4551.0,任期満了,54.44,,,,盛岡市議会議員選挙（2011年08月28日投票）,1.0,47.0,38.0,1.236842105263158,0.0,0.0,0.0,0.1276595744680851,0.15789473684210525,0.723404255319149,0.2765957446808511,0.0,0.8421052631578947,0.15789473684210525,0.0,0.7767638961162332,0.2232361038837668,,0.022845996944595093,0.017172007991058984,,113899.99,5.0,55.148936170212764,9.795740983787683,29.0,49.5,56.0,62.0,76.0,56.473684210526315,9.560711386506055,29.0,50.5,56.5,63.0,76.0,6757.0,,,,,11952.02,5150.68,85034.86,5005.43,,,,113899.99000000002,0.0593239736017536,,,,,0.10493433757105684,0.04522107508525681,0.7465747802084968,0.04394583353343578,,,,1.0,0.0296619868008768,,,,,0.020986867514211367,0.022610537542628404,0.02073818833912491,0.02197291676671789,,,,2.0,,,,,5.0,2.0,36.0,2.0,,,,2.0,,,,,5.0,2.0,27.0,2.0,,,
盛岡市議会議員選挙（2015年08月23日投票）,盛岡市議会議員選挙,岩手県,盛岡市,20150823.0,2015.0,8.0,23.0,20150816.0,51.44,38.0,41.0,1.0789473684210529,,,,,任期満了,48.87,,,,盛岡市議会議員選挙（2015年08月23日投票）,1.0,41.0,38.0,1.0789473684210527,0.0,0.0,0.0,0.14634146341463414,0.15789473684210525,0.7560975609756098,0.1951219512195122,0.04878048780487805,0.7894736842105263,0.18421052631578946,0.02631578947368421,0.765344049396802,0.200207469923992,0.03444848067920603,0.024688517722477484,0.025025933740499,0.017224240339603014,119198.0,5.0,,,,,,,,,,,,,,,7900.0,,,,,14885.61,6665.49,83449.90000000002,6297.0,,,,119198.00000000003,0.06627627980335239,,,,,0.12488137384855448,0.05591947851474016,0.7000948002483264,0.05282806758502658,,,,1.0,0.022092093267784132,,,,,0.024976274769710895,0.02795973925737008,0.024141200008562978,0.02641403379251329,,,,3.0,,,,,5.0,2.0,29.0,2.0,,,,3.0,,,,,5.0,2.0,26.0,2.0,,,
盛岡市議会議員選挙（2019年08月25日投票）,盛岡市議会議員選挙,岩手県,盛岡市,20190825.0,2019.0,8.0,25.0,20190818.0,52.62,38.0,44.0,1.1578947368421053,,,,,任期満了,51.44,,,,盛岡市議会議員選挙（2019年08月25日投票）,1.0,44.0,38.0,1.1578947368421053,0.0,0.0,0.0,0.1590909090909091,0.18421052631578946,0.6818181818181818,0.3181818181818182,0.0,0.7894736842105263,0.21052631578947367,0.0,0.7444129547192592,0.2555870452807409,,0.02481376515730864,0.01825621752005292,,123573.99399999999,8.0,58.11363636363637,11.070468309653451,25.0,51.5,60.0,65.0,80.0,58.26315789473684,11.62049960545296,25.0,50.5,61.0,65.75,80.0,6995.0,2988.258,,3501.0,1160.0,14581.375,,84591.74399999999,6162.0,3594.617,,,123573.99399999999,0.05660576124131749,0.02418193264838555,,0.028331203732073273,0.009387088354528705,0.11799711677199655,,0.6845432543031668,0.049864860724660245,0.029088782223871477,,,1.0,0.018868587080439165,0.02418193264838555,,0.028331203732073273,0.009387088354528705,0.02359942335439931,,0.022818108476772226,0.024932430362330123,0.029088782223871477,,,3.0,1.0,,1.0,1.0,5.0,,30.0,2.0,1.0,,,3.0,1.0,,1.0,0.0,5.0,,25.0,2.0,1.0,,
矢巾町議会議員選挙（2007年04月22日投票）,矢巾町議会議員選挙,岩手県,矢巾町,20070422.0,2007.0,4.0,22.0,20070417.0,66.99,18.0,20.0,1.1111111111111112,20878.0,,,,任期満了,,,,,矢巾町議会議員選挙（2007年04月22日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.8,0.2,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7728949905501806,0.22710500944981932,,0.04830593690938629,0.05677625236245483,,13867.99,3.0,62.1,5.566866263886712,54.0,58.0,60.5,65.25,76.0,61.833333333333336,5.785518319236593,54.0,58.0,60.0,64.5,76.0,951.0,,,,,1706.1399999999999,,11210.85,,,,,13867.99,0.06857518645456191,,,,,0.12302720149062697,,0.8083976120548112,,,,,1.0,0.06857518645456191,,,,,0.061513600745313486,,0.047552800709106544,,,,,1.0,,,,,2.0,,17.0,,,,,1.0,,,,,2.0,,15.0,,,,
矢巾町議会議員選挙（2011年04月24日投票）,矢巾町議会議員選挙,岩手県,矢巾町,20110424.0,2011.0,4.0,24.0,20110419.0,58.38,18.0,19.0,1.0555555555555556,21392.0,,,514.0,任期満了,66.99,,,,矢巾町議会議員選挙（2011年04月24日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.5789473684210527,0.42105263157894735,0.0,0.6111111111111112,0.3888888888888889,0.0,0.5763437865131875,0.42365621348681254,,0.052394889683017046,0.05295702668585157,,12349.990000000002,3.0,,,,,,,,,,,,,,,926.15,,,,,1411.4,,10012.439999999999,,,,,12349.989999999998,0.07499196355624581,,,,,0.1142834933469582,,0.8107245430967961,,,,,1.0,0.07499196355624581,,,,,0.0571417466734791,,0.050670283943549756,,,,,1.0,,,,,2.0,,16.0,,,,,1.0,,,,,2.0,,15.0,,,,
矢巾町議会議員選挙（2015年04月26日投票）,矢巾町議会議員選挙,岩手県,矢巾町,20150426.0,2015.0,4.0,26.0,20150421.0,67.52,18.0,21.0,1.1666666666666667,,,,,任期満了,58.38,,,,矢巾町議会議員選挙（2015年04月26日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7619047619047619,0.23809523809523808,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7847180821147357,0.21528191788526435,,0.04904488013217098,0.04305638357705287,,14224.000000000002,3.0,,,,,,,,,,,,,,,954.0,,,,,1766.54,,11503.460000000001,,,,,14224.0,0.06706974128233971,,,,,0.1241943194600675,,0.8087359392575929,,,,,1.0,0.06706974128233971,,,,,0.06209715973003375,,0.044929774403199604,,,,,1.0,,,,,2.0,,18.0,,,,,1.0,,,,,2.0,,15.0,,,,
矢巾町議会議員選挙（2019年04月21日投票）,矢巾町議会議員選挙,岩手県,矢巾町,20190421.0,2019.0,4.0,21.0,20190416.0,54.62,18.0,20.0,1.1111111111111112,,,,,任期満了,67.52,,,,矢巾町議会議員選挙（2019年04月21日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.25,0.2777777777777778,,,,,,,,,,,,,12108.996,3.0,65.15,8.545612909557747,37.0,64.25,66.0,70.0,81.0,66.88888888888889,5.7916500132987325,54.0,65.0,67.0,70.0,81.0,901.0,,,,,1419.0,,9788.996,,,,,12108.996,0.07440749010074824,,,,,0.11718560316643924,,0.8084069067328126,,,,,1.0,0.07440749010074824,,,,,0.05859280158321962,,0.04755334745487133,,,,,1.0,,,,,2.0,,17.0,,,,,1.0,,,,,2.0,,15.0,,,,
紫波町議会議員補欠選挙（2014年01月26日投票）,紫波町議会議員補欠選挙,岩手県,紫波町,20140126.0,2014.0,1.0,26.0,20140121.0,61.16,1.0,2.0,2.0,,,,,その他,,,,,紫波町議会議員補欠選挙（2014年01月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,16264.0,1.0,49.5,13.5,36.0,42.75,49.5,56.25,63.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,16264.0,,,,,16264.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
紫波町議会議員選挙（2007年06月24日投票）,紫波町議会議員選挙,岩手県,紫波町,20070624.0,2007.0,6.0,24.0,20070619.0,72.99,22.0,23.0,1.0454545454545454,27248.0,,,,任期満了,,,,,紫波町議会議員選挙（2007年06月24日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.08695652173913043,0.09090909090909091,0.6521739130434783,0.2608695652173913,0.08695652173913043,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6299337413383238,0.28458752718628294,0.08547873147539325,0.04199558275588825,0.04743125453104716,0.04273936573769663,19771.0,4.0,58.17391304347826,5.946516509784044,45.0,54.0,58.0,62.5,71.0,58.45454545454545,5.929335948771028,45.0,54.25,58.5,62.75,71.0,960.96,,,,,1680.0,,16458.04,672.0,,,,19771.0,0.04860452177431592,,,,,0.08497294016488796,,0.832433361994841,0.03398917606595519,,,,1.0,0.04860452177431592,,,,,0.04248647008244398,,0.04381228221025479,0.03398917606595519,,,,1.0,,,,,2.0,,19.0,1.0,,,,1.0,,,,,2.0,,19.0,0.0,,,
紫波町議会議員選挙（2011年06月26日投票）,紫波町議会議員選挙,岩手県,紫波町,20110626.0,2011.0,6.0,26.0,20110621.0,68.2,20.0,21.0,1.05,27369.0,,,121.0,任期満了,72.99,,,,紫波町議会議員選挙（2011年06月26日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.14285714285714285,0.15,0.8095238095238095,0.19047619047619047,0.0,0.8,0.2,0.0,0.7908110698519262,0.20918893014807383,,0.04651829822658389,0.05229723253701846,,18509.010000000002,3.0,60.80952380952381,6.1304784837653,47.0,57.0,62.0,66.0,71.0,60.65,6.239190652640773,47.0,56.75,62.0,66.0,71.0,1150.27,,,,,1819.0,,15539.74,,,,,18509.01,0.06214648973662017,,,,,0.09827646103168133,,0.8395770492316985,,,,,1.0,0.06214648973662017,,,,,0.04913823051584067,,0.046643169401761025,,,,,1.0,,,,,2.0,,18.0,,,,,1.0,,,,,2.0,,17.0,,,,
紫波町議会議員選挙（2015年06月28日投票）,紫波町議会議員選挙,岩手県,紫波町,20150628.0,2015.0,6.0,28.0,20150623.0,無投票,18.0,18.0,1.0,,,,,任期満了,68.2,,,,紫波町議会議員選挙（2015年06月28日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6111111111111112,0.3888888888888889,0.0,0.6111111111111112,0.3888888888888889,0.0,,,,,,,0.0,3.0,58.111111111111114,8.258927081843614,38.0,52.75,59.5,63.75,70.0,58.111111111111114,8.258927081843614,38.0,52.75,59.5,63.75,70.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,15.0,,,,,1.0,,,,,2.0,,15.0,,,,
紫波町議会議員選挙（2019年06月30日投票）,紫波町議会議員選挙,岩手県,紫波町,20190630.0,2019.0,6.0,30.0,20190625.0,56.66,18.0,19.0,1.0555555555555556,27607.0,,,,任期満了,,,,,紫波町議会議員選挙（2019年06月30日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.3684210526315789,0.3888888888888889,0.7894736842105263,0.21052631578947367,0.0,0.7777777777777778,0.2222222222222222,0.0,0.8338146030845277,0.16618539691547224,,0.05558764020563518,0.04154634922886806,,15464.993,4.0,62.73684210526316,6.80434926903883,47.0,58.0,63.0,67.0,75.0,63.111111111111114,6.797784679085524,47.0,59.25,63.5,67.0,75.0,1212.992,,,625.68,,1951.4850000000001,,11674.836000000001,,,,,15464.993000000002,0.07843469440949632,,,0.04045782626607072,,0.12618725401298272,,0.7549202253114502,,,,,1.0,0.07843469440949632,,,0.04045782626607072,,0.06309362700649136,,0.050328015020763346,,,,,1.0,,,1.0,,2.0,,15.0,,,,,1.0,,,1.0,,2.0,,14.0,,,,
花巻市議会議員選挙（2006年07月23日投票）,花巻市議会議員選挙,岩手県,花巻市,20060723.0,2006.0,7.0,23.0,20060716.0,72.88,34.0,39.0,1.1470588235294117,85646.0,,,,任期満了,,,,,花巻市議会議員選挙（2006年07月23日投票）,1.0,39.0,34.0,1.1470588235294117,0.0,0.0,0.0,0.10256410256410256,0.08823529411764706,0.8205128205128205,0.1794871794871795,0.0,0.7941176470588235,0.20588235294117646,0.0,0.792680855881354,0.20731914411864605,,0.02477127674629231,0.029617020588378007,,61831.0,4.0,57.07692307692308,6.82523453296517,38.0,54.0,58.0,61.0,71.0,57.26470588235294,6.705172821080276,38.0,53.5,57.5,61.0,71.0,2381.37,,,,,3157.0,,49667.95,6624.68,,,,61831.0,0.03851417573708981,,,,,0.05105853051058531,,0.8032855687276609,0.10714172502466401,,,,1.0,0.03851417573708981,,,,,0.025529265255292654,,0.025102674022739403,0.026785431256166004,,,,1.0,,,,,2.0,,32.0,4.0,,,,1.0,,,,,2.0,,27.0,4.0,,,
花巻市議会議員選挙（2010年07月25日投票）,花巻市議会議員選挙,岩手県,花巻市,20100725.0,2010.0,7.0,25.0,20100718.0,65.26,34.0,37.0,1.088235294117647,84272.0,,,-1374.0,任期満了,72.88,,,,花巻市議会議員選挙（2010年07月25日投票）,1.0,37.0,34.0,1.088235294117647,0.0,0.0,0.0,0.05405405405405406,0.058823529411764705,0.7567567567567568,0.1891891891891892,0.05405405405405406,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8600022025218875,0.11479195345337077,0.02520584402474166,0.0307143643757817,0.016398850493338682,0.01260292201237083,54483.0,5.0,59.027027027027025,8.10567531070131,39.0,55.0,60.0,64.0,75.0,59.588235294117645,7.704535131446641,41.0,55.25,60.5,64.75,75.0,2134.05,,2259.0,,,3539.13,,41460.65,5090.17,,,,54483.0,0.03916909861791752,,0.041462474533340676,,,0.06495842739937228,,0.7609832424793055,0.09342675697006406,,,,1.0,0.03916909861791752,,0.020731237266670338,,,0.03247921369968614,,0.026240801464803638,0.031142252323354686,,,,1.0,,2.0,,,2.0,,29.0,3.0,,,,1.0,,2.0,,,2.0,,26.0,3.0,,,
花巻市議会議員選挙（2014年07月27日投票）,花巻市議会議員選挙,岩手県,花巻市,20140727.0,2014.0,7.0,27.0,20140720.0,63.18,26.0,30.0,1.1538461538461535,82803.0,,,-1469.0,任期満了,65.26,,,,花巻市議会議員選挙（2014年07月27日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.1,0.11538461538461539,0.8,0.2,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7495909165002496,0.25040908349975044,,0.031232954854177066,0.04173484724995841,,51758.993,4.0,60.46666666666667,7.6886640943375575,44.0,58.0,61.0,65.0,79.0,61.19230769230769,7.264345122526297,44.0,58.25,61.0,65.0,79.0,4148.943,,,,,3554.243,,38881.078,5174.729,,,,51758.993,0.08015888176186117,,,,,0.06866909099255467,,0.7511946378091243,0.09997738943645987,,,,1.0,0.040079440880930586,,,,,0.03433454549627733,,0.03266063642648367,0.033325796478819954,,,,2.0,,,,,2.0,,23.0,3.0,,,,2.0,,,,,2.0,,19.0,3.0,,,
花巻市議会議員選挙（2018年07月29日投票）,花巻市議会議員選挙,岩手県,花巻市,20180729.0,2018.0,7.0,29.0,20180722.0,57.65,26.0,28.0,1.0769230769230769,,,,,任期満了,63.18,,,,花巻市議会議員選挙（2018年07月29日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.10714285714285714,0.11538461538461539,0.6428571428571429,0.32142857142857145,0.03571428571428571,0.6923076923076923,0.3076923076923077,0.0,0.6762420512308802,0.310427758103245,0.013330190665874741,0.037569002846160014,0.03449197312258278,0.013330190665874741,46660.998,4.0,61.92857142857143,6.963827823775059,45.0,57.25,63.5,67.0,72.0,62.15384615384615,7.091122877840932,45.0,58.0,64.0,67.0,72.0,3930.0,,,,,4289.641,,32995.099,5446.258,,,,46660.99800000001,0.08422451658663622,,,,,0.09193204568834981,,0.7071237310440723,0.11671970668094152,,,,1.0,0.04211225829331811,,,,,0.03064401522944994,,0.035356186552203614,0.03890656889364717,,,,2.0,,,,,3.0,,20.0,3.0,,,,2.0,,,,,3.0,,18.0,3.0,,,
葛巻町議会議員補欠選挙（2014年03月23日投票）,葛巻町議会議員補欠選挙,岩手県,葛巻町,20140323.0,2014.0,3.0,23.0,20140318.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,葛巻町議会議員補欠選挙（2014年03月23日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,62.0,3.0,59.0,60.5,62.0,63.5,65.0,62.0,3.0,59.0,60.5,62.0,63.5,65.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
葛巻町議会議員選挙（2007年12月23日投票）,葛巻町議会議員選挙,岩手県,葛巻町,20071223.0,2007.0,12.0,23.0,20071218.0,81.04,10.0,12.0,1.2,6873.0,,,,任期満了,,,,,葛巻町議会議員選挙（2007年12月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.9166666666666666,0.0,0.08333333333333333,0.9,0.0,0.1,0.8427718472950968,,0.1572281527049032,0.07661562248137244,,0.1572281527049032,5527.0,1.0,58.083333333333336,6.49946579001348,46.0,53.0,59.5,63.0,69.0,56.4,5.695612346359257,46.0,53.0,57.5,61.5,63.0,,,,,,,,5527.0,,,,,5527.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,,
葛巻町議会議員選挙（2011年12月25日投票）,葛巻町議会議員選挙,岩手県,葛巻町,20111225.0,2011.0,12.0,25.0,20111220.0,無投票,10.0,10.0,1.0,6444.0,,,-429.0,任期満了,81.04,,,,葛巻町議会議員選挙（2011年12月25日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,60.4,5.695612346359257,50.0,57.0,61.5,65.5,67.0,60.4,5.695612346359257,50.0,57.0,61.5,65.5,67.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,,
葛巻町議会議員選挙（2015年12月20日投票）,葛巻町議会議員選挙,岩手県,葛巻町,20151220.0,2015.0,12.0,20.0,20151215.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,葛巻町議会議員選挙（2015年12月20日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,2.0,63.5,5.200961449578338,54.0,61.0,63.5,67.5,71.0,63.5,5.200961449578338,54.0,61.0,63.5,67.5,71.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,,
葛巻町議会議員選挙（2019年12月22日投票）,葛巻町議会議員選挙,岩手県,葛巻町,20191222.0,2019.0,12.0,22.0,20191217.0,無投票,10.0,10.0,1.0,,,,,,,,,,葛巻町議会議員選挙（2019年12月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,1.0,66.5,6.74166151627327,52.0,65.0,67.5,71.25,75.0,66.5,6.74166151627327,52.0,65.0,67.5,71.25,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,,
藤沢町議会議員補欠選挙（1999年01月24日投票）,藤沢町議会議員補欠選挙,岩手県,藤沢町,19990124.0,1999.0,1.0,24.0,19990119.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,藤沢町議会議員補欠選挙（1999年01月24日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
藤沢町議会議員補欠選挙（2011年01月23日投票）,藤沢町議会議員補欠選挙,岩手県,藤沢町,20110123.0,2011.0,1.0,23.0,20110118.0,74.62,1.0,3.0,3.0,7735.0,,,,その他,,,,,藤沢町議会議員補欠選挙（2011年01月23日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,5571.0,1.0,66.33333333333333,2.8674417556808756,63.0,64.5,66.0,68.0,70.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,5571.0,,,,,5571.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,
藤沢町議会議員選挙（1999年09月26日投票）,藤沢町議会議員選挙,岩手県,藤沢町,19990926.0,1999.0,9.0,26.0,19990921.0,99.61,22.0,24.0,1.0909090909090908,8548.0,,,,任期満了,,,,,藤沢町議会議員選挙（1999年09月26日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.7083333333333334,0.25,0.041666666666666664,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.7109288312709805,0.2402373950894254,0.04883377363959411,0.04181934301594003,0.04003956584823757,0.04883377363959411,7831.67,3.0,61.583333333333336,8.621275363244633,47.0,52.75,65.0,68.25,75.0,61.09090909090909,8.836438458343904,47.0,52.25,64.5,68.25,75.0,,,,,,361.0,,7241.669999999999,229.0,,,,7831.669999999999,,,,,,0.0460948941924264,,0.9246648543669486,0.029240251440625056,,,,1.0,,,,,,0.0460948941924264,,0.04203022065304312,0.029240251440625056,,,,,,,,,1.0,,22.0,1.0,,,,,,,,,1.0,,21.0,0.0,,,
藤沢町議会議員選挙（2003年09月28日投票）,藤沢町議会議員選挙,岩手県,藤沢町,20030928.0,2003.0,9.0,28.0,20030923.0,90.74,18.0,20.0,1.1111111111111112,8373.0,,,-175.0,任期満了,99.61,,,,藤沢町議会議員選挙（2003年09月28日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.7,0.3,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6944176702008668,0.3055823297991332,,0.04960126215720477,0.05093038829985553,,7500.99,2.0,61.4,7.452516353554684,51.0,55.75,58.5,67.25,76.0,60.77777777777778,6.988526752673951,51.0,55.25,58.5,66.5,76.0,,,,,,276.0,,7224.99,,,,,7500.99,,,,,,0.036795143041118576,,0.9632048569588815,,,,,1.0,,,,,,0.036795143041118576,,0.050694992471520074,,,,,,,,,,1.0,,19.0,,,,,,,,,,0.0,,18.0,,,,
藤沢町議会議員選挙（2007年09月23日投票）,藤沢町議会議員選挙,岩手県,藤沢町,20070923.0,2007.0,9.0,23.0,20070918.0,83.42,10.0,11.0,1.1,8063.0,,,-310.0,任期満了,90.74,,,,藤沢町議会議員選挙（2007年09月23日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.9090909090909091,0.09090909090909091,0.0,0.9,0.1,0.0,0.8915716856628674,0.10842831433713257,,0.08915716856628673,0.10842831433713257,,6668.0,2.0,60.90909090909091,3.679292062699648,56.0,58.5,60.0,62.5,68.0,60.2,3.059411708155671,56.0,58.25,59.5,61.75,67.0,,,,,,723.0,,5945.0,,,,,6668.0,,,,,,0.10842831433713257,,0.8915716856628674,,,,,1.0,,,,,,0.10842831433713257,,0.08915716856628673,,,,,,,,,,1.0,,10.0,,,,,,,,,,1.0,,9.0,,,,
西和賀町議会議員補欠選挙（2017年11月12日投票）,西和賀町議会議員補欠選挙,岩手県,西和賀町,20171112.0,2017.0,11.0,12.0,20171107.0,,1.0,3.0,3.0,5284.0,,,,任期満了/佐々木孝道議員の死去、及び深沢重勝議員の辞職による,,,,,西和賀町議会議員補欠選挙（2017年11月12日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6964652223489167,0.3035347776510832,,0.34823261117445836,0.3035347776510832,4385.0,0.0,59.333333333333336,3.299831645537222,57.0,57.0,57.0,60.5,64.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西和賀町議会議員選挙（2007年04月22日投票）,西和賀町議会議員選挙,岩手県,西和賀町,20070422.0,2007.0,4.0,22.0,20070417.0,92.23,16.0,21.0,1.3125,6345.0,,,,任期満了,,,,,西和賀町議会議員選挙（2007年04月22日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.09523809523809523,0.125,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8125,0.125,0.0625,0.827058621282448,0.12136840295685061,0.05157297576070139,0.048650507134261646,0.040456134318950204,0.05157297576070139,5817.0,2.0,59.23809523809524,5.991301328591086,47.0,55.0,60.0,63.0,68.0,60.125,5.360445410597892,47.0,56.0,61.0,63.25,68.0,,,,,,563.0,,5254.0,,,,,5817.0,,,,,,0.09678528451091628,,0.9032147154890837,,,,,1.0,,,,,,0.04839264225545814,,0.047537616604688616,,,,,,,,,,2.0,,19.0,,,,,,,,,,2.0,,14.0,,,,
