,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
北方町議会議員選挙（2011年09月18日投票）,北方町議会議員選挙,岐阜県,北方町,20110918.0,2011.0,9.0,18.0,20110913.0,53.55,10.0,12.0,1.2,13908.0,,,225.0,任期満了,57.51,,,,北方町議会議員選挙（2011年09月18日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.2,0.5,0.4166666666666667,0.08333333333333333,0.6,0.3,0.1,0.5891760876103533,0.3491744000740339,0.061649512315612845,0.09819601460172556,0.06983488001480678,0.061649512315612845,7347.990000000001,3.0,60.416666666666664,7.609843771209907,47.0,54.75,62.0,66.5,70.0,61.0,7.496665925596525,47.0,55.25,62.0,67.5,70.0,,986.0,,,609.0,,,,5752.99,,,,,7347.99,,0.13418635572449064,,,0.08287980794747951,,,,0.7829338363280298,,,,,1.0,,0.13418635572449064,,,0.08287980794747951,,,,0.07829338363280298,,,,,,1.0,,,1.0,,,,10.0,,,,,,1.0,,,1.0,,,,8.0,,,,
北方町議会議員選挙（2015年09月20日投票）,北方町議会議員選挙,岐阜県,北方町,20150920.0,2015.0,9.0,20.0,20150915.0,49.81,10.0,13.0,1.3,,,,,任期満了,53.55,,,,北方町議会議員選挙（2015年09月20日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.6153846153846154,0.38461538461538464,0.0,0.7,0.3,0.0,0.7245279020724268,0.27547209792757316,,0.09056598775905335,0.05509441958551463,,6889.990000000001,3.0,60.84615384615385,10.442856622489357,31.0,59.0,63.0,66.0,74.0,62.3,6.034069936618235,51.0,59.25,61.5,65.25,74.0,,798.0,,,515.0,,,,5576.99,,,,,6889.99,,0.11582019712655607,,,0.07474611719320348,,,,0.8094336856802404,,,,,1.0,,0.11582019712655607,,,0.07474611719320348,,,,0.0735848805163855,,,,,,1.0,,,1.0,,,,11.0,,,,,,1.0,,,1.0,,,,8.0,,,,
北方町議会議員選挙（2019年09月22日投票）,北方町議会議員選挙,岐阜県,北方町,20190922.0,2019.0,9.0,22.0,20190917.0,40.3,10.0,11.0,1.1,,,,,任期満了,49.81,,,,北方町議会議員選挙（2019年09月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.2727272727272727,0.0,0.8,0.2,0.0,0.8033515395607967,0.19664846043920323,,0.1004189424450996,0.06554948681306774,,5847.999,3.0,63.72727272727273,7.828745506040359,47.0,60.5,64.0,68.0,78.0,63.2,8.022468448052631,47.0,59.75,63.5,67.0,78.0,,871.0,,,381.0,,,,4595.999,,,,,5847.999,,0.14893983395004,,,0.06515048993681428,,,,0.7859096761131457,,,,,1.0,,0.14893983395004,,,0.06515048993681428,,,,0.08732329734590508,,,,,,1.0,,,1.0,,,,9.0,,,,,,1.0,,,1.0,,,,8.0,,,,
可児市議会議員再選挙（2005年08月21日投票）,可児市議会議員再選挙,岐阜県,可児市,20050821.0,2005.0,8.0,21.0,20050814.0,60.75,24.0,27.0,1.125,73729.0,,,,その他,,,,,可児市議会議員再選挙（2005年08月21日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.07407407407407407,0.08333333333333333,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.0,0.041666666666666664,0.16666666666666666,0.03120135363790186,0.024117315284827974,0.15318668922729836,0.010400451212633954,0.024117315284827974,0.03829667230682459,44325.0,4.0,60.851851851851855,7.3065353987787995,45.0,56.5,60.0,68.0,74.0,60.541666666666664,7.549719457628138,45.0,55.5,59.5,68.0,74.0,,5208.0,,,2835.0,,1919.0,,34363.0,,,,,44325.0,,0.11749576988155669,,,0.06395939086294417,,0.04329385222786238,,0.7752509870276367,,,,,1.0,,0.058747884940778344,,,0.03197969543147208,,0.04329385222786238,,0.03523868122852894,,,,,,2.0,,,2.0,,1.0,,22.0,,,,,,2.0,,,2.0,,1.0,,19.0,,,,
可児市議会議員増員選挙（2005年05月29日投票）,可児市議会議員増員選挙,岐阜県,可児市,20050529.0,2005.0,5.0,29.0,20050522.0,77.27,1.0,2.0,2.0,1355.0,,,,その他,,,,,可児市議会議員増員選挙（2005年05月29日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1013.0,1.0,60.0,6.0,54.0,57.0,60.0,63.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,1013.0,,,,,1013.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
可児市議会議員補欠選挙（2006年10月22日投票）,可児市議会議員補欠選挙,岐阜県,可児市,20061022.0,2006.0,10.0,22.0,20061015.0,50.59,1.0,3.0,3.0,,,,,その他,,,,,可児市議会議員補欠選挙（2006年10月22日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,33152.0,1.0,43.666666666666664,9.741092797468305,34.0,37.0,40.0,48.5,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,33152.0,,,,,33152.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,
可児市議会議員補欠選挙（2014年10月26日投票）,可児市議会議員補欠選挙,岐阜県,可児市,20141026.0,2014.0,10.0,26.0,20141019.0,,1.0,2.0,2.0,,,,,その他,50.59,,,,可児市議会議員補欠選挙（2014年10月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,26752.0,1.0,53.5,2.5,51.0,52.25,53.5,54.75,56.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,26752.0,,,,,26752.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
可児市議会議員選挙（1999年07月25日投票）,可児市議会議員選挙,岐阜県,可児市,19990725.0,1999.0,7.0,25.0,19990718.0,67.42,26.0,31.0,1.1923076923076923,68236.0,,,,任期満了,,,,,可児市議会議員選挙（1999年07月25日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.06451612903225806,0.07692307692307693,0.7419354838709677,0.22580645161290322,0.03225806451612903,0.6923076923076923,0.2692307692307692,0.038461538461538464,0.7075508951855017,0.26277759516139637,0.029671509653101925,0.030763082399369642,0.03753965645162805,0.029671509653101925,45633.0,4.0,,,,,,,,,,,,,,,,4331.0,,,2833.0,,2008.0,,36461.0,,,,,45633.0,,0.09490938575153945,,,0.062082265027502026,,0.044003243266934014,,0.7990051059540245,,,,,1.0,,0.04745469287576973,,,0.031041132513751013,,0.044003243266934014,,0.030730965613616327,,,,,,2.0,,,2.0,,1.0,,26.0,,,,,,2.0,,,2.0,,1.0,,21.0,,,,
可児市議会議員選挙（2003年07月20日投票）,可児市議会議員選挙,岐阜県,可児市,20030720.0,2003.0,7.0,20.0,20030713.0,64.95,24.0,29.0,1.2083333333333333,72144.0,,,3908.0,任期満了,67.42,,,,可児市議会議員選挙（2003年07月20日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.06896551724137931,0.041666666666666664,0.896551724137931,0.10344827586206896,0.0,0.875,0.125,0.0,0.896144091475734,0.103855908524266,,0.034467080441374386,0.034618636174755336,,46526.0,1.0,,,,,,,,,,,,,,,,,,,,,,,46526.0,,,,,46526.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.034482758620689655,,,,,,,,,,,,,29.0,,,,,,,,,,,,,24.0,,,,
可児市議会議員選挙（2007年07月29日投票）,可児市議会議員選挙,岐阜県,可児市,20070729.0,2007.0,7.0,29.0,20070722.0,69.02,24.0,31.0,1.2916666666666667,75682.0,,,3538.0,任期満了,64.95,,,,可児市議会議員選挙（2007年07月29日投票）,1.0,31.0,22.0,1.4090909090909092,0.0,0.0,0.0,0.06451612903225806,0.09090909090909091,0.4838709677419355,0.3870967741935484,0.12903225806451613,0.5,0.36363636363636365,0.13636363636363635,0.4671269770072352,0.39597577861419353,0.1368972443785713,0.031141798467149016,0.032997981551182796,0.03422431109464282,51276.99999999999,4.0,56.41935483870968,10.900648674241857,33.0,49.5,59.0,64.5,71.0,55.59090909090909,11.926513972539924,33.0,46.75,57.5,66.5,71.0,,4753.0,,,3825.29,,2914.0,,39784.71,,,,,51277.0,,0.09269263022407707,,,0.07460050314956024,,0.05682859761686526,,0.7758782690094974,,,,,1.0,,0.04634631511203854,,,0.03730025157478012,,0.05682859761686526,,0.02984147188498067,,,,,,2.0,,,2.0,,1.0,,26.0,,,,,,2.0,,,2.0,,1.0,,17.0,,,,
可児市議会議員選挙（2011年07月31日投票）,可児市議会議員選挙,岐阜県,可児市,20110731.0,2011.0,7.0,31.0,20110724.0,49.76,22.0,24.0,1.0909090909090908,76808.0,,,1126.0,任期満了,69.02,,,,可児市議会議員選挙（2011年07月31日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6634083448056761,0.26545430477602455,0.07113735041829927,0.04738631034326258,0.03318178809700307,0.035568675209149636,37772.0,4.0,,,,,,,,,,,,,,,,4501.0,,,2796.26,,1591.0,,28883.74,,,,,37772.0,,0.11916234247590808,,,0.07402996928942074,,0.04212114794027322,,0.764686540294398,,,,,1.0,,0.05958117123795404,,,0.03701498464471037,,0.04212114794027322,,0.04024666001549463,,,,,,2.0,,,2.0,,1.0,,19.0,,,,,,2.0,,,2.0,,1.0,,17.0,,,,
可児市議会議員選挙（2015年07月26日投票）,可児市議会議員選挙,岐阜県,可児市,20150726.0,2015.0,7.0,26.0,20150719.0,45.04,22.0,24.0,1.0909090909090908,,,,,任期満了,49.76,,,,可児市議会議員選挙（2015年07月26日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.125,0.13636363636363635,0.75,0.25,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8103584030795252,0.18964159692047475,,0.045019911282195846,0.03160693282007913,,34291.0,5.0,56.625,10.69194595634178,31.0,51.25,57.0,63.25,79.0,58.0,9.591663046625438,41.0,52.5,57.5,63.75,79.0,,3803.0,,,3167.9700000000003,,1761.0,,22481.03,,,,3078.0,34291.0,,0.11090373567408358,,,0.0923848823306407,,0.05135458283514625,,0.6555956373392435,,,,0.08976116182088595,1.0,,0.05545186783704179,,,0.04619244116532035,,0.05135458283514625,,0.03856444925524962,,,,0.044880580910442974,,2.0,,,2.0,,1.0,,17.0,,,,2.0,,2.0,,,2.0,,1.0,,15.0,,,,2.0
可児市議会議員選挙（2019年07月21日投票）,可児市議会議員選挙,岐阜県,可児市,20190721.0,2019.0,7.0,21.0,20190714.0,55.34,22.0,25.0,1.1363636363636365,,,,,任期満了,45.04,,,,可児市議会議員選挙（2019年07月21日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.13636363636363635,,,,,,,,,,,,,42840.998,6.0,60.6,9.907572861200668,39.0,56.0,61.0,67.0,83.0,60.72727272727273,10.014452366372668,39.0,56.0,61.0,66.75,83.0,,4065.0,,,3078.687,,,1059.0,24938.311,,4036.0,,5664.0,42840.998,,0.09488574472518124,,,0.07186310178861846,,,0.02471931209445681,0.5821132131422335,,0.09420882305309508,,0.1322098051964149,1.0,,0.04744287236259062,,,0.03593155089430923,,,0.02471931209445681,0.036382075821389595,,0.04710441152654754,,0.06610490259820745,,2.0,,,2.0,,,1.0,16.0,,2.0,,2.0,,2.0,,,2.0,,,1.0,13.0,,2.0,,2.0
各務原市議会議員選挙（2009年02月22日投票）,各務原市議会議員選挙,岐阜県,各務原市,20090222.0,2009.0,2.0,22.0,20090215.0,54.19,26.0,28.0,1.0769230769230769,116387.0,,,,任期満了,,,,,各務原市議会議員選挙（2009年02月22日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.7142857142857143,0.25,0.03571428571428571,0.7692307692307693,0.23076923076923078,0.0,0.7463713600031022,0.23675232534047871,0.0168763146564191,0.03731856800015511,0.03382176076292553,0.0168763146564191,62406.99,4.0,56.964285714285715,10.383648350229535,33.0,52.75,59.5,63.0,75.0,56.84615384615385,10.7656587482617,33.0,50.25,60.5,63.0,75.0,,7670.0,,,6280.0,,5236.45,,43220.53999999999,,,,,62406.98999999999,,0.12290289917844141,,,0.10062975317348266,,0.08390806863141453,,0.6925592790166615,,,,,1.0,,0.04096763305948047,,,0.03354325105782755,,0.04195403431570727,,0.03462796395083308,,,,,,3.0,,,3.0,,2.0,,20.0,,,,,,3.0,,,3.0,,2.0,,18.0,,,,
各務原市議会議員選挙（2013年02月24日投票）,各務原市議会議員選挙,岐阜県,各務原市,20130224.0,2013.0,2.0,24.0,20130217.0,50.24,24.0,31.0,1.2916666666666667,116969.0,,,582.0,任期満了,54.19,,,,各務原市議会議員選挙（2013年02月24日投票）,1.0,31.0,24.0,1.2916666666666667,0.0,0.0,0.0,0.12903225806451613,0.16666666666666666,0.5806451612903226,0.3870967741935484,0.03225806451612903,0.625,0.375,0.0,0.6003881423876951,0.3784326342411782,0.021179223371126748,0.03335489679931639,0.031536052853431515,0.021179223371126748,58123.0,5.0,55.516129032258064,10.095898137816027,31.0,50.0,56.0,63.5,72.0,56.666666666666664,9.09517576642817,40.0,50.0,57.0,65.0,72.0,,6792.0,,,3980.0,,1434.36,,41368.64,,,,4548.0,58123.0,,0.11685563374223629,,,0.06847547442492645,,0.0246780104261652,,0.7117430277170828,,,,0.07824785368958932,1.0,,0.03895187791407876,,,0.034237737212463225,,0.0246780104261652,,0.030945349031177512,,,,0.03912392684479466,,3.0,,,2.0,,1.0,,23.0,,,,2.0,,3.0,,,2.0,,0.0,,17.0,,,,2.0
各務原市議会議員選挙（2017年02月26日投票）,各務原市議会議員選挙,岐阜県,各務原市,20170226.0,2017.0,2.0,26.0,20170219.0,48.63,24.0,29.0,1.2083333333333333,120223.0,,,3254.0,任期満了,50.24,,,,各務原市議会議員選挙（2017年02月26日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.1724137931034483,0.20833333333333334,0.6896551724137931,0.2413793103448276,0.06896551724137931,0.75,0.16666666666666666,0.08333333333333333,0.7455272654973111,0.19498442390122533,0.05948831060146352,0.037276363274865554,0.027854917700175046,0.02974415530073176,57819.99800000001,0.0,,,,,,,,54.666666666666664,9.796541339790396,27.0,49.75,54.5,62.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
各務原市議会議員選挙（2021年02月28日投票）,各務原市議会議員選挙,岐阜県,各務原市,20210228.0,2021.0,2.0,28.0,20210221.0,46.76,24.0,31.0,1.2916666666666667,119851.0,58817.0,61034.0,-372.0,任期満了,48.63,,,,各務原市議会議員選挙（2021年02月28日投票）,1.0,31.0,24.0,1.2916666666666667,0.0,0.0,0.0,0.22580645161290322,0.20833333333333334,0.7419354838709677,0.25806451612903225,0.0,0.9583333333333334,0.041666666666666664,0.0,0.8784972576885142,0.12150274231148583,,0.03819553294297888,0.01518784278893573,,55471.998999999996,5.0,56.25806451612903,10.595092418222524,28.0,51.0,58.0,62.5,75.0,58.25,9.38194187433142,31.0,53.75,58.5,64.5,75.0,,6414.0,,,3440.0,1410.0,,,31344.999,,,,12863.0,55471.998999999996,,0.11562590344004009,,,0.06201326907292452,0.02541822947465802,,,0.5650598421737064,,,,0.231882755838671,1.0,,0.0385419678133467,,,0.03100663453646226,0.01270911473732901,,,0.0313922134540948,,,,0.03864712597311183,,3.0,,,2.0,2.0,,,18.0,,,,6.0,,3.0,,,2.0,0.0,,,13.0,,,,6.0
土岐市議会議員選挙（2007年04月22日投票）,土岐市議会議員選挙,岐阜県,土岐市,20070422.0,2007.0,4.0,22.0,20070415.0,72.7,18.0,22.0,1.2222222222222223,50073.0,,,,任期満了,,,,,土岐市議会議員選挙（2007年04月22日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.16666666666666666,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6966894406487808,0.2571515858468033,0.04615897350441593,0.04644596270991872,0.04285859764113389,0.04615897350441593,36006.0,3.0,58.36363636363637,7.801779835078745,36.0,54.0,57.0,63.5,70.0,58.611111111111114,5.898576936562174,50.0,54.0,57.0,62.0,70.0,,3728.0,,,2916.0,,,,29362.0,,,,,36006.0,,0.10353829917236017,,,0.08098650224962506,,,,0.8154751985780148,,,,,1.0,,0.051769149586180084,,,0.04049325112481253,,,,0.0453041776987786,,,,,,2.0,,,2.0,,,,18.0,,,,,,2.0,,,1.0,,,,15.0,,,,
土岐市議会議員選挙（2011年04月24日投票）,土岐市議会議員選挙,岐阜県,土岐市,20110424.0,2011.0,4.0,24.0,20110417.0,70.6,18.0,20.0,1.1111111111111112,49508.0,,,-565.0,任期満了,72.7,,,,土岐市議会議員選挙（2011年04月24日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.16666666666666666,0.6,0.4,0.0,0.6111111111111112,0.3888888888888889,0.0,0.6101184442964293,0.3898815557035707,,0.050843203691369104,0.04873519446294634,,34531.0,3.0,,,,,,,,60.666666666666664,4.630814663149935,53.0,58.0,61.0,62.75,73.0,,3920.0,,,1958.0,,,,28653.0,,,,,34531.0,,0.11352118386377458,,,0.05670267296052822,,,,0.8297761431756971,,,,,1.0,,0.05676059193188729,,,0.05670267296052822,,,,0.0488103613632763,,,,,,2.0,,,1.0,,,,17.0,,,,,,2.0,,,1.0,,,,15.0,,,,
土岐市議会議員選挙（2015年04月26日投票）,土岐市議会議員選挙,岐阜県,土岐市,20150426.0,2015.0,4.0,26.0,20150419.0,60.57,18.0,19.0,1.0555555555555556,,,,,任期満了,70.6,,,,土岐市議会議員選挙（2015年04月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.6842105263157895,0.3157894736842105,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6952162902834148,0.30478370971658514,,0.05347817617564729,0.05079728495276419,,28827.0,3.0,61.36842105263158,9.1663602735666,30.0,60.5,63.0,66.0,77.0,61.05555555555556,9.318274889354802,30.0,60.25,62.5,65.75,77.0,,3629.0,,,1961.0,,,,23237.0,,,,,28827.0,,0.12588892357858952,,,0.06802650293127971,,,,0.8060845734901307,,,,,1.0,,0.06294446178929476,,,0.06802650293127971,,,,0.05038028584313317,,,,,,2.0,,,1.0,,,,16.0,,,,,,2.0,,,1.0,,,,15.0,,,,
土岐市議会議員選挙（2019年04月21日投票）,土岐市議会議員選挙,岐阜県,土岐市,20190421.0,2019.0,4.0,21.0,20190414.0,56.21,18.0,21.0,1.1666666666666667,47893.0,,,,任期満了,60.57,,,,土岐市議会議員選挙（2019年04月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7619047619047619,0.23809523809523808,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8583220588963023,0.1416779411036976,,0.053645128681018894,0.028335588220739522,,26633.998,3.0,63.42857142857143,9.439387735246738,34.0,62.0,66.0,70.0,72.0,63.166666666666664,9.453100608324823,34.0,62.5,66.0,69.0,72.0,,3115.0,,,1386.0,,,,22132.998,,,,,26633.998,,0.11695577960169555,,,0.052038751373338694,,,,0.8310054690249657,,,,,1.0,,0.058477889800847775,,,0.052038751373338694,,,,0.04616697050138699,,,,,,2.0,,,1.0,,,,18.0,,,,,,2.0,,,1.0,,,,15.0,,,,
坂祝町議会議員選挙（2007年04月22日投票）,坂祝町議会議員選挙,岐阜県,坂祝町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,10.0,10.0,1.0,6508.0,,,,任期満了,,,,,坂祝町議会議員選挙（2007年04月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,3.0,62.3,4.980963762164909,53.0,58.5,64.0,66.0,68.0,62.3,4.980963762164909,53.0,58.5,64.0,66.0,68.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,8.0,,,,,,1.0,,,1.0,,,,8.0,,,,
坂祝町議会議員選挙（2011年04月24日投票）,坂祝町議会議員選挙,岐阜県,坂祝町,20110424.0,2011.0,4.0,24.0,20110419.0,63.21,10.0,11.0,1.1,6317.0,,,-191.0,任期満了,,,,,坂祝町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.6,0.3,0.1,0.6068332483426823,0.33273839877613465,0.06042835288118307,0.10113887472378037,0.08318459969403366,0.06042835288118307,3922.0,3.0,,,,,,,,,,,,,,,,554.0,,,466.0,,,,2902.0,,,,,3922.0,,0.141254462009179,,,0.11881693013768485,,,,0.7399286078531362,,,,,1.0,,0.141254462009179,,,0.11881693013768485,,,,0.08221428976145957,,,,,,1.0,,,1.0,,,,9.0,,,,,,1.0,,,1.0,,,,8.0,,,,
坂祝町議会議員選挙（2015年04月26日投票）,坂祝町議会議員選挙,岐阜県,坂祝町,20150426.0,2015.0,4.0,26.0,20150421.0,68.4,10.0,11.0,1.1,6259.0,,,-58.0,任期満了,63.21,,,,坂祝町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6,0.3,0.1,0.5530016583747928,0.3448898365316276,0.10210850509357972,0.07900023691068468,0.11496327884387586,0.10210850509357972,4221.0,3.0,62.72727272727273,9.583042874985047,38.0,60.0,66.0,68.5,74.0,61.6,9.32952303175248,38.0,59.5,65.0,68.0,70.0,,501.0,,,465.22,,,,3254.7799999999997,,,,,4221.0,,0.11869225302061123,,,0.11021558872305141,,,,0.7710921582563373,,,,,1.0,,0.11869225302061123,,,0.11021558872305141,,,,0.08567690647292636,,,,,,1.0,,,1.0,,,,9.0,,,,,,1.0,,,1.0,,,,8.0,,,,
坂祝町議会議員選挙（2019年04月21日投票）,坂祝町議会議員選挙,岐阜県,坂祝町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,68.4,,,,坂祝町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.5,0.4,0.1,0.5,0.4,0.1,,,,,,,0.0,3.0,59.3,12.165936051122413,35.0,54.0,62.0,69.5,72.0,59.3,12.165936051122413,35.0,54.0,62.0,69.5,72.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,8.0,,,,,,1.0,,,1.0,,,,8.0,,,,
垂井町議会議員選挙（2007年04月22日投票）,垂井町議会議員選挙,岐阜県,垂井町,20070422.0,2007.0,4.0,22.0,20070417.0,71.4,13.0,15.0,1.1538461538461535,22425.0,,,,任期満了,,,,,垂井町議会議員選挙（2007年04月22日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.13333333333333333,0.15384615384615385,0.8,0.13333333333333333,0.06666666666666667,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.7840686738622735,0.141829199015338,0.07410212712238844,0.06533905615518946,0.070914599507669,0.07410212712238844,15843.0,3.0,59.0,9.287985070329661,32.0,59.0,61.0,61.5,74.0,59.23076923076923,9.908456731141303,32.0,59.0,61.0,62.0,74.0,,1338.0,,,1097.12,,,,13407.880000000001,,,,,15843.0,,0.08445370195038819,,,0.06924951082497001,,,,0.8462967872246419,,,,,1.0,,0.08445370195038819,,,0.06924951082497001,,,,0.06509975286343399,,,,,,1.0,,,1.0,,,,13.0,,,,,,1.0,,,1.0,,,,11.0,,,,
垂井町議会議員選挙（2011年04月24日投票）,垂井町議会議員選挙,岐阜県,垂井町,20110424.0,2011.0,4.0,24.0,20110419.0,63.39,13.0,14.0,1.0769230769230769,22327.0,,,-98.0,任期満了,71.4,,,,垂井町議会議員選挙（2011年04月24日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.5755072979708081,0.3644001423994304,0.06009255962976148,0.07193841224635102,0.07288002847988609,0.06009255962976148,14045.0,2.0,,,,,,,,,,,,,,,,1324.0,,,,,,,12721.0,,,,,14045.0,,0.0942684229263083,,,,,,,0.9057315770736917,,,,,1.0,,0.0942684229263083,,,,,,,0.06967165977489936,,,,,,1.0,,,,,,,13.0,,,,,,1.0,,,,,,,12.0,,,,
