,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みどり京都,得票数_みんなの党,得票数_京都党,得票数_公明党,得票数_北近畿の明日をつくる会,得票数_向日市・生活者ネットワーク,得票数_国民新党,得票数_国民民主党,得票数_地域政党ふくちやま,得票数_地域政党京都久御山党,得票数_地域政党京都党,得票数_地域政党京都宇治党,得票数_宇治維新21（片岡維新）,得票数_宇治維新の会,得票数_市民ネットワーク・きょうと,得票数_幸福実現党,得票数_政事公団太平会,得票数_新社会党,得票数_日本共産党,得票数_日本第一党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みどり京都,得票率_みんなの党,得票率_京都党,得票率_公明党,得票率_北近畿の明日をつくる会,得票率_向日市・生活者ネットワーク,得票率_国民新党,得票率_国民民主党,得票率_地域政党ふくちやま,得票率_地域政党京都久御山党,得票率_地域政党京都党,得票率_地域政党京都宇治党,得票率_宇治維新21（片岡維新）,得票率_宇治維新の会,得票率_市民ネットワーク・きょうと,得票率_幸福実現党,得票率_政事公団太平会,得票率_新社会党,得票率_日本共産党,得票率_日本第一党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みどり京都,一人あたり得票率_みんなの党,一人あたり得票率_京都党,一人あたり得票率_公明党,一人あたり得票率_北近畿の明日をつくる会,一人あたり得票率_向日市・生活者ネットワーク,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ふくちやま,一人あたり得票率_地域政党京都久御山党,一人あたり得票率_地域政党京都党,一人あたり得票率_地域政党京都宇治党,一人あたり得票率_宇治維新21（片岡維新）,一人あたり得票率_宇治維新の会,一人あたり得票率_市民ネットワーク・きょうと,一人あたり得票率_幸福実現党,一人あたり得票率_政事公団太平会,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みどり京都,立候補者数_みんなの党,立候補者数_京都党,立候補者数_公明党,立候補者数_北近畿の明日をつくる会,立候補者数_向日市・生活者ネットワーク,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ふくちやま,立候補者数_地域政党京都久御山党,立候補者数_地域政党京都党,立候補者数_地域政党京都宇治党,立候補者数_宇治維新21（片岡維新）,立候補者数_宇治維新の会,立候補者数_市民ネットワーク・きょうと,立候補者数_幸福実現党,立候補者数_政事公団太平会,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みどり京都,当選者数_みんなの党,当選者数_京都党,当選者数_公明党,当選者数_北近畿の明日をつくる会,当選者数_向日市・生活者ネットワーク,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ふくちやま,当選者数_地域政党京都久御山党,当選者数_地域政党京都党,当選者数_地域政党京都宇治党,当選者数_宇治維新21（片岡維新）,当選者数_宇治維新の会,当選者数_市民ネットワーク・きょうと,当選者数_幸福実現党,当選者数_政事公団太平会,当選者数_新社会党,当選者数_日本共産党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
宇治市議会議員補欠選挙（2012年12月16日投票）,宇治市議会議員補欠選挙,京都府,宇治市,20121216.0,2012.0,12.0,16.0,20121209.0,59.2,1.0,3.0,3.0,152268.0,,,302.0,その他,37.0,,,,宇治市議会議員補欠選挙（2012年12月16日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,81223.0,3.0,42.333333333333336,12.498888839501783,33.0,33.5,34.0,47.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,31796.0,,,,,19175.0,,,,30252.0,,,,,,81223.0,,,,,,,,,,,,,,,0.3914654716028711,,,,,0.23607845068515076,,,,0.37245607771197814,,,,,,1.0,,,,,,,,,,,,,,,0.3914654716028711,,,,,0.23607845068515076,,,,0.37245607771197814,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,0.0,,,,,
宇治市議会議員選挙（2007年04月22日投票）,宇治市議会議員選挙,京都府,宇治市,20070422.0,2007.0,4.0,22.0,20070415.0,45.44,30.0,34.0,1.1333333333333333,150516.0,,,,任期満了,,,,,宇治市議会議員選挙（2007年04月22日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.20588235294117646,0.23333333333333334,0.8529411764705882,0.058823529411764705,0.08823529411764706,0.9,0.03333333333333333,0.06666666666666667,0.8485633840287323,0.05477541790449164,0.09666119806677603,0.029260806345818357,0.02738770895224582,0.03222039935559201,67659.0,6.0,57.55882352941177,7.982300923147512,43.0,51.25,58.0,64.0,72.0,57.333333333333336,8.387821860027522,43.0,50.25,58.0,64.75,72.0,,,,,11055.0,,,,,,,,,,,,,,1611.0,14718.0,,,14204.0,20167.0,,,,,5904.0,67659.0,,,,,0.16339289673214208,,,,,,,,,,,,,,0.02381057952378841,0.21753203564935927,,,0.20993511580129767,0.2980682540386349,,,,,0.08726111825477763,1.0,,,,,0.03267857934642841,,,,,,,,,,,,,,0.02381057952378841,0.02719150445616991,,,0.03498918596688295,0.027097114003512265,,,,,0.02908703941825921,,,,,5.0,,,,,,,,,,,,,,1.0,8.0,,,6.0,11.0,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,1.0,8.0,,,6.0,7.0,,,,,3.0
宇治市議会議員選挙（2011年04月24日投票）,宇治市議会議員選挙,京都府,宇治市,20110424.0,2011.0,4.0,24.0,20110417.0,42.12,28.0,34.0,1.2142857142857142,28.0,,,-150488.0,任期満了,45.44,,,,宇治市議会議員選挙（2011年04月24日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.14705882352941177,0.17857142857142858,0.5588235294117647,0.3235294117647059,0.11764705882352941,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.6015574199482975,0.23978240527809938,0.15866017477360317,0.03166091683938408,0.021798400479827215,0.03966504369340079,63053.0,6.0,,,,,,,,,,,,,,,,,,,10631.0,,,,,,,,,,,,,,1536.0,11931.0,,,13604.0,14344.0,,,,,11007.0,63053.0,,,,,0.16860419012576722,,,,,,,,,,,,,,0.02436045866176074,0.1892217658160595,,,0.21575499976210488,0.22749115823196359,,,,,0.17456742740234407,1.0,,,,,0.033720838025153445,,,,,,,,,,,,,,0.02436045866176074,0.027031680830865646,,,0.03082214282315784,0.02274911582319636,,,,,0.04364185685058602,,,,,5.0,,,,,,,,,,,,,,1.0,7.0,,,7.0,10.0,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,1.0,7.0,,,6.0,5.0,,,,,4.0
宇治市議会議員選挙（2015年04月26日投票）,宇治市議会議員選挙,京都府,宇治市,20150426.0,2015.0,4.0,26.0,20150419.0,42.22,28.0,40.0,1.4285714285714286,,,,,任期満了,42.12,,,,宇治市議会議員選挙（2015年04月26日投票）,1.0,40.0,28.0,1.4285714285714286,0.0,0.0,0.0,0.225,0.21428571428571427,0.5,0.475,0.025,0.6428571428571429,0.32142857142857145,0.03571428571428571,0.609517363154797,0.3545950718228528,0.035887565022350194,0.03047586815773985,0.018662898516992255,0.035887565022350194,62863.0,7.0,54.5,12.698425099200294,29.0,47.0,57.5,63.25,80.0,53.714285714285715,12.56371516612464,29.0,46.25,53.5,63.0,80.0,,,,,10018.0,,,,,,,,,2976.0,,,,,,13765.0,,,8206.0,12582.0,,,1977.0,,13339.0,62863.0,,,,,0.15936242304694334,,,,,,,,,0.047341043220972594,,,,,,0.21896823250560743,,,0.130537836247077,0.20014953152092646,,,0.03144934222038401,,0.21219159123808917,1.0,,,,,0.03187248460938867,,,,,,,,,0.007890173870162099,,,,,,0.03128117607222963,,,0.03263445906176925,0.01819541195644786,,,0.03144934222038401,,0.035365265206348195,,,,,5.0,,,,,,,,,6.0,,,,,,7.0,,,4.0,11.0,,,1.0,,6.0,,,,,5.0,,,,,,,,,1.0,,,,,,7.0,,,4.0,4.0,,,1.0,,6.0
宇治市議会議員選挙（2019年04月21日投票）,宇治市議会議員選挙,京都府,宇治市,20190421.0,2019.0,4.0,21.0,20190414.0,38.52,28.0,32.0,1.1428571428571428,153008.0,,,,任期満了,42.22,,,,宇治市議会議員選挙（2019年04月21日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.25,0.2857142857142857,0.75,0.21875,0.03125,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7861128213569957,0.19051073291460927,0.023376445728395107,0.03275470088987482,0.027215818987801323,0.023376445728395107,58220.998,7.0,54.40625,12.411837532674202,33.0,43.5,54.0,64.25,84.0,53.07142857142857,11.652493820847875,33.0,41.75,53.5,63.25,72.0,,,,,9986.0,,,,9783.274,,,,1361.0,,,,,,,13263.999000000002,,1451.0,,7719.0,,,,,14656.725,58220.998,,,,,0.1715188736544846,,,,0.16803686532477508,,,,0.023376445728395107,,,,,,,0.22782156705730125,,0.024922279758928214,,0.13258103201872287,,,,,0.25174293645739293,1.0,,,,,0.03430377473089692,,,,0.028006144220795847,,,,0.023376445728395107,,,,,,,0.032545938151043036,,0.024922279758928214,,0.026516206403744573,,,,,0.035963276636770417,,,,,5.0,,,,6.0,,,,1.0,,,,,,,7.0,,1.0,,5.0,,,,,7.0,,,,,5.0,,,,6.0,,,,1.0,,,,,,,7.0,,1.0,,3.0,,,,,5.0
宇治田原町議会議員選挙（2008年11月09日投票）,宇治田原町議会議員選挙,京都府,宇治田原町,20081109.0,2008.0,11.0,9.0,20081104.0,71.72,12.0,13.0,1.0833333333333333,7906.0,,,,任期満了,,,,,宇治田原町議会議員選挙（2008年11月09日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6963936756084562,0.3036063243915438,,0.07737707506760624,0.07590158109788595,,5629.0,3.0,57.61538461538461,9.102311300209259,34.0,55.0,60.0,63.0,68.0,56.833333333333336,9.044642367476756,34.0,53.5,59.5,62.25,68.0,,,,,789.0,,,,,,,,,,,,,,,909.0,,,,3931.0,,,,,,5629.0,,,,,0.14016699236098773,,,,,,,,,,,,,,,0.16148516610410374,,,,0.6983478415349085,,,,,,1.0,,,,,0.14016699236098773,,,,,,,,,,,,,,,0.08074258305205187,,,,0.06983478415349084,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,
宇治田原町議会議員選挙（2012年11月11日投票）,宇治田原町議会議員選挙,京都府,宇治田原町,20121111.0,2012.0,11.0,11.0,20121106.0,66.47,12.0,13.0,1.0833333333333333,7807.0,,,-99.0,任期満了,71.72,,,,宇治田原町議会議員選挙（2012年11月11日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.6153846153846154,0.38461538461538464,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5511749854340648,0.44882501456593515,,0.0688968731792581,0.08976500291318704,,5149.0,3.0,60.23076923076923,8.971354808533198,38.0,59.0,63.0,65.0,72.0,62.083333333333336,6.525058535284484,48.0,60.5,63.5,65.5,72.0,,,,,652.0,,,,,,,,,,,,,,,967.0,,,,3530.0,,,,,,5149.0,,,,,0.12662652942318897,,,,,,,,,,,,,,,0.18780345698193823,,,,0.6855700135948728,,,,,,1.0,,,,,0.12662652942318897,,,,,,,,,,,,,,,0.09390172849096912,,,,0.06855700135948728,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,
宇治田原町議会議員選挙（2016年11月06日投票）,宇治田原町議会議員選挙,京都府,宇治田原町,20161106.0,2016.0,11.0,6.0,20161101.0,69.38,12.0,14.0,1.1666666666666667,7867.0,,,60.0,任期満了,66.47,,,,宇治田原町議会議員選挙（2016年11月06日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.5714285714285714,0.42857142857142855,0.0,0.5,0.5,0.0,0.49916589434661723,0.5008341056533827,,0.062395736793327154,0.08347235094223045,,5395.0,0.0,63.142857142857146,7.385866259834608,51.0,56.5,65.0,68.75,76.0,61.583333333333336,6.676555166318098,51.0,54.75,63.0,66.5,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宇治田原町議会議員選挙（2020年11月01日投票）,宇治田原町議会議員選挙,京都府,宇治田原町,20201101.0,2020.0,11.0,1.0,20201027.0,無投票,12.0,12.0,1.0,,,,,任期満了,69.38,,,,宇治田原町議会議員選挙（2020年11月01日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.08333333333333333,,,,,,,0.0,3.0,61.583333333333336,8.250841707904042,46.0,55.75,63.5,68.0,73.0,61.583333333333336,8.250841707904042,46.0,55.75,63.5,68.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,
宮津市議会議員補欠選挙（2000年07月16日投票）,宮津市議会議員補欠選挙,京都府,宮津市,20000716.0,2000.0,7.0,16.0,20000709.0,60.81,1.0,2.0,2.0,19291.0,,,,その他,,,,,宮津市議会議員補欠選挙（2000年07月16日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10156.0,2.0,39.5,14.5,25.0,32.25,39.5,46.75,54.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,3937.0,,,,6219.0,,,,,,10156.0,,,,,,,,,,,,,,,,,,,,0.38765261914139426,,,,0.6123473808586057,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.38765261914139426,,,,0.6123473808586057,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,
宮津市議会議員選挙（1998年06月21日投票）,宮津市議会議員選挙,京都府,宮津市,19980621.0,1998.0,6.0,21.0,19980614.0,80.26,21.0,22.0,1.0476190476190477,19511.0,,,,任期満了,,,,,宮津市議会議員選挙（1998年06月21日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.045454545454545456,0.047619047619047616,0.7727272727272727,0.22727272727272727,0.0,0.7619047619047619,0.23809523809523808,0.0,0.7258354147860464,0.27416458521395354,,0.042696200869767435,0.05483291704279071,,15497.99,5.0,57.77272727272727,8.360794971890142,39.0,52.0,60.5,64.75,68.0,57.333333333333336,8.305668364684866,39.0,52.0,60.0,64.0,68.0,,,,,961.0,,,,,,,,,,,,,,,2112.0,,,,10323.99,1224.0,,,,877.0,15497.99,,,,,0.06200804104274167,,,,,,,,,,,,,,,0.13627573640194632,,,,0.6661502556137925,0.07897798359658252,,,,0.05658798334493699,1.0,,,,,0.06200804104274167,,,,,,,,,,,,,,,0.04542524546731544,,,,0.04163439097586203,0.07897798359658252,,,,0.05658798334493699,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,16.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,15.0,1.0,,,,1.0
宮津市議会議員選挙（2002年06月30日投票）,宮津市議会議員選挙,京都府,宮津市,20020630.0,2002.0,6.0,30.0,20020623.0,79.33,21.0,22.0,1.0476190476190477,19006.0,,,-505.0,任期満了,80.26,,,,宮津市議会議員選挙（2002年06月30日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.09090909090909091,0.047619047619047616,0.6818181818181818,0.3181818181818182,0.0,0.6666666666666666,0.3333333333333333,0.0,0.683967008650171,0.316032991349829,,0.04559780057667807,0.04514757019283271,,14913.0,5.0,56.81818181818182,8.563327537376853,39.0,50.5,56.0,63.75,70.0,56.857142857142854,8.762939897446435,39.0,49.0,56.0,64.0,70.0,,,,,1307.0,,,,,,,,,,,,,,,1799.0,,,,9788.0,1298.0,,,,721.0,14913.0,,,,,0.08764165493193858,,,,,,,,,,,,,,,0.12063300476094682,,,,0.6563401059478308,0.08703815463018842,,,,0.04834707972909542,1.0,,,,,0.04382082746596929,,,,,,,,,,,,,,,0.04021100158698227,,,,0.04375600706318872,0.08703815463018842,,,,0.04834707972909542,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,15.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,14.0,1.0,,,,1.0
宮津市議会議員選挙（2006年07月02日投票）,宮津市議会議員選挙,京都府,宮津市,20060702.0,2006.0,7.0,2.0,20060625.0,78.68,18.0,20.0,1.1111111111111112,18130.0,,,-876.0,任期満了,79.33,,,,宮津市議会議員選挙（2006年07月02日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.75,0.2,0.05,0.8333333333333334,0.16666666666666666,0.0,0.8185383851284234,0.15882787001560947,0.02263374485596708,0.054569225675228226,0.03970696750390237,0.02263374485596708,14094.0,5.0,59.1,8.601744009211155,43.0,53.0,60.0,65.5,75.0,58.166666666666664,8.200609733428363,43.0,53.0,59.5,64.25,73.0,,,,,2225.0,,,,,,,,,,,,,,,1946.0,,,,8010.0,1225.0,,,,688.0,14094.0,,,,,0.15786859656591457,,,,,,,,,,,,,,,0.13807293883922236,,,,0.5683269476372924,0.08691641833404286,,,,0.048815098623527745,1.0,,,,,0.07893429828295728,,,,,,,,,,,,,,,0.04602431294640746,,,,0.043717457510560956,0.08691641833404286,,,,0.048815098623527745,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,13.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,11.0,1.0,,,,1.0
宮津市議会議員選挙（2010年06月20日投票）,宮津市議会議員選挙,京都府,宮津市,20100620.0,2010.0,6.0,20.0,,73.47,16.0,19.0,1.1875,17229.0,,,-901.0,任期満了,78.68,,,,宮津市議会議員選挙（2010年06月20日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.05263157894736842,,,12553.0,5.0,58.473684210526315,9.388505968540983,32.0,54.0,57.0,64.0,73.0,57.0,9.069178573608527,32.0,51.75,57.0,64.0,72.0,,,,,2090.0,,,,,,,,,,,,,,,1552.0,,,618.0,7639.0,,,,,654.0,12553.0,,,,,0.16649406516370588,,,,,,,,,,,,,,,0.12363578427467538,,,0.04923125945989006,0.6085397912849518,,,,,0.052099099816776864,1.0,,,,,0.08324703258185294,,,,,,,,,,,,,,,0.04121192809155846,,,0.04923125945989006,0.05071164927374599,,,,,0.052099099816776864,,,,,2.0,,,,,,,,,,,,,,,3.0,,,1.0,12.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,10.0,,,,,1.0
宮津市議会議員選挙（2014年06月22日投票）,宮津市議会議員選挙,京都府,宮津市,20140622.0,2014.0,6.0,22.0,20140615.0,71.39,16.0,18.0,1.125,,,,,任期満了,73.47,,,,宮津市議会議員選挙（2014年06月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6111111111111112,0.3888888888888889,0.0,0.6875,0.3125,0.0,0.5792472375690608,0.42075276243093923,,0.05265883977900553,0.06010753749013418,,11584.0,5.0,55.611111111111114,11.757451012910394,29.0,48.75,58.0,62.5,77.0,53.75,10.911576421397598,29.0,47.0,55.5,61.0,69.0,,,,,1778.0,,,,,,,,,,,,,,,1379.0,,,542.0,7287.0,,,,,598.0,11584.0,,,,,0.1534875690607735,,,,,,,,,,,,,,,0.11904350828729282,,,0.04678867403314917,0.6290573204419889,,,,,0.05162292817679558,1.0,,,,,0.07674378453038674,,,,,,,,,,,,,,,0.03968116942909761,,,0.04678867403314917,0.0571870291310899,,,,,0.05162292817679558,,,,,2.0,,,,,,,,,,,,,,,3.0,,,1.0,11.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,3.0,,,1.0,9.0,,,,,1.0
宮津市議会議員選挙（2018年06月24日投票）,宮津市議会議員選挙,京都府,宮津市,20180624.0,2018.0,6.0,24.0,20180617.0,63.85,14.0,15.0,1.0714285714285714,15633.0,,,,任期満了,71.39,,,,宮津市議会議員選挙（2018年06月24日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.07142857142857142,0.6666666666666666,0.3333333333333333,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6987756754022058,0.3012243245977942,,0.06987756754022058,0.06024486491955884,,9883.0,4.0,57.46666666666667,7.5882950800705045,40.0,53.0,59.0,62.0,72.0,58.142857142857146,7.405182961539678,40.0,54.25,59.0,62.5,72.0,,,,,1830.0,,,,,,,,,,,,,,,1601.0,,,,5841.0,,,,,611.0,9883.0,,,,,0.18516644743498936,,,,,,,,,,,,,,,0.16199534554285136,,,,0.5910148740261054,,,,,0.06182333299605383,1.0,,,,,0.09258322371749468,,,,,,,,,,,,,,,0.05399844851428379,,,,0.06566831933623393,,,,,0.06182333299605383,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,9.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,1.0
木津川市議会議員選挙（2007年04月22日投票）,木津川市議会議員選挙,京都府,木津川市,20070422.0,2007.0,4.0,22.0,20070415.0,64.36,26.0,35.0,1.3461538461538465,51435.0,,,,任期満了,,,,,木津川市議会議員選挙（2007年04月22日投票）,1.0,35.0,26.0,1.3461538461538463,0.0,0.0,0.0,0.17142857142857143,0.19230769230769232,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02857142857142857,,32568.99,5.0,59.22857142857143,7.034956449395971,48.0,53.5,59.0,62.0,78.0,58.80769230769231,6.534048284352399,48.0,53.25,58.0,62.0,75.0,,,,,2303.0,,,,,,,,,,,,,,,4350.0,,,3138.7,20985.29,,,,,1792.0,32568.99,,,,,0.07071143440432141,,,,,,,,,,,,,,,0.13356263120225711,,,0.09637081162172974,0.6443334595269917,,,,,0.05502166324469994,1.0,,,,,0.03535571720216071,,,,,,,,,,,,,,,0.03339065780056428,,,0.03212360387390991,0.026847227480291322,,,,,0.02751083162234997,,,,,2.0,,,,,,,,,,,,,,,4.0,,,3.0,24.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,4.0,,,3.0,16.0,,,,,1.0
木津川市議会議員選挙（2011年04月24日投票）,木津川市議会議員選挙,京都府,木津川市,20110424.0,2011.0,4.0,24.0,20110417.0,53.34,24.0,30.0,1.25,54195.0,,,2760.0,任期満了,64.36,,,,木津川市議会議員選挙（2011年04月24日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.23333333333333334,0.2916666666666667,0.6,0.4,0.0,0.625,0.375,0.0,0.6475990757596976,0.35240092424030245,,0.03597772643109431,0.02936674368669187,,28564.0,6.0,,,,,,,,,,,,,,,,,979.0,,2576.0,,,,,,,,,,,,,,,3584.0,,,5610.02,14058.98,,,,,1756.0,28564.0,,,0.0342739112169164,,0.09018344769640106,,,,,,,,,,,,,,,0.1254726228819493,,,0.1964017644587593,0.49219226999019744,,,,,0.0614759837557765,1.0,,,0.0342739112169164,,0.04509172384820053,,,,,,,,,,,,,,,0.031368155720487324,,,0.032733627409793215,0.03076201687438734,,,,,0.0614759837557765,,,1.0,,2.0,,,,,,,,,,,,,,,4.0,,,6.0,16.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,6.0,12.0,,,,,1.0
木津川市議会議員選挙（2015年04月26日投票）,木津川市議会議員選挙,京都府,木津川市,20150426.0,2015.0,4.0,26.0,20150419.0,無投票,22.0,22.0,1.0,,,,,任期満了,53.34,,,,木津川市議会議員選挙（2015年04月26日投票）,1.0,22.0,22.0,1.0,1.0,1.0,0.0,0.22727272727272727,0.22727272727272727,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.09090909090909091,,,,,,,0.0,6.0,61.63636363636363,7.565144080496927,42.0,57.25,62.5,67.0,76.0,61.63636363636363,7.565144080496927,42.0,57.25,62.5,67.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,2.0,12.0,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,4.0,,,2.0,12.0,,,1.0,,1.0
